company,pio_vs_igpa_mc_sc,mrv_vs_ipsa,price,ret_1m,ret_ytd,ret_1y,ret_5y,mkt_cap_bn,net_debt,FV,ebitda_prev,ebitda_ltm,ebitda_chg,net_income_prev,net_income_ltm,net_income_chg,ebitda_ltm,ebitda_ltm2,ebitda_2025e,ebitda_2026e,ebitda_2027e,Fv_ebitda_2024,Fv_ebitda_ltm,Fv_ebitda_2025e,Fv_ebitda_2026e,Fv_ebitda_2027e,ni_2024,ni_ltm,ni_2025e,ni_2026e,ni_2027e,pe_2024,pe_ltm,pe_2025e,pe_2026e,pe_2027e,peg_2026e,p_ce_ltm,p_bv_ltm,roe_ltm,fv_s_2025e,fv_s_ltm,leverage_ltm,div_policy,div_yield_2026e,roic_ltm,fv_ic_ltm,recommendation,rec_date,roe_2026e,div_yield_2026e_b,div_yield_ltm,div_yield_lagged,div_yield_2022,sector,target_price
Ingevec,-0.003878,,146.35,0.122449,0.027108,1.846933,0.224592,178.59661,81.91341,260.51002,14.403707,23.185436,0.574698,10.648513,15.901383,0.493296,23.185436,31.463216,25.587511,26.515394,26.515394,5.959119,8.279828,10.18114,9.824859,9.824859,13.841269,19.094139,16.390775,17.220062,17.220062,4.979655,9.353478,10.896166,10.371427,10.371427,2.049903,7.52848,1.606974,0.199277,0.173621,0.833405,2.603466,0.3,0.027533,0.119176,1.34943,,,0.154942,0.027533,0.032074,0.087738,0.071342,Construcción,
Moller,,,314.91,0.194892,0.046739,1.371585,0.008425,104.814645,116.911225,221.725869,-0.765452,-3.772011,NM,1.645628,2.009053,0.220842,-3.772011,-6.533635,15.650796,21.387293,21.387293,-53.360965,-33.936068,14.167067,10.367178,10.367178,2.844306,3.20773,5.870596,8.843458,8.843458,17.656739,32.675643,17.854175,11.852224,11.852224,0.234049,28.224257,1.102095,0.032018,0.05932,1.549083,-17.89375,0.3,0.016803,-0.020035,1.123037,,,0.092986,0.016803,0.009181,0.020323,0.035068,Construcción,
Cementos,,,1630.5,0.061024,0,0.081385,0.272042,486.793605,102.272858,589.066463,56.345684,79.438461,0.089693,26.094051,21.813145,-0.164057,79.438461,84.492254,86.952349,99.674781,114.917182,7.663521,6.97184,6.774589,5.909885,5.126009,37.144797,32.86389,34.290347,38.352498,48.504551,12.860151,14.812416,14.196229,12.692618,10.03604,1.071438,7.447424,1.500296,0.107017,0.112366,1.419587,1.210441,0.443,0.031205,0.076385,1.378003,Vender,2025-05-19 00:00:00,0.118202,0.031205,0.029907,0.068823,0.0318,Construcción,1740
Polpaico,,,7661,0,0,-0.046761,0.007109,0,0,0,0,0,NM,0,0,NM,0,0,0,0,0,#DIV/0!,#DIV/0!,NM,NM,NM,0,0,0,0,0,#DIV/0!,NM,NM,NM,NM,,#DIV/0!,#DIV/0!,NM,#DIV/0!,#DIV/0!,#DIV/0!,#N/A,#N/A,#DIV/0!,#DIV/0!,,,#DIV/0!,#N/A,#N/A,#N/A,#N/A,#N/A,
Enjoy,,,0.176,-0.090395,-0.05848,-0.306034,-0.52813,10.408633,329.041121,339.449754,48.637271,54.662149,-0.931457,-108.743669,51.277597,NM,54.662149,9.358619,20.78251,21.405985,22.048165,6.366486,36.27135,16.333434,15.857703,15.395828,-195.473375,-35.45211,-181.103793,-181.103793,-181.103793,-0.140382,NM,NM,NM,NM,,NM,-0.069118,NM,NM,2.248551,35.159153,0.3,0,-0.037696,1.944399,,,NM,0,0,0,0,Dep y Ent,
EnelAm,,-0.028422,90.5,-0.005538,0.016051,0.070711,-0.02994,10531.612206,5027.136744,15558.74895,2240.138378,2792.24932,-0.03304,2465.553,641.421,-0.739847,2792.24932,2718.234744,2933.219234,3251.414776,3497.252979,4.685248,5.723843,5.304325,4.785224,4.448849,2589.133,765.001,850.681,842.334211,985.00081,4.084944,13.766795,12.380213,12.50289,10.691983,-12.742591,4.641816,0.655521,0.047106,0.055903,1.270525,1.849412,0.3,0.024232,0.066489,0.661485,Comprar,2025-12-22 00:00:00,0.05243,0.024232,0.023412,0.02216,0.024129,Electrico,124
EnelChile,,-0.030152,70.9,0.065753,0.065753,0.437307,0.119599,5541.140008,3640.002,9181.142008,1005.095001,1420.121126,-0.001342,445.94797,351.81,-0.211096,1420.121126,1418.772124,1424.536955,1496.092455,1562.052806,5.66021,6.471189,6.445001,6.136748,5.877613,621.507413,527.369443,495.215281,579.226997,625.666918,7.230601,10.507131,11.189356,9.566439,8.856374,0.563903,6.016602,1.086637,0.098834,0.092405,2.014002,2.5656,0.5,0.044685,0.07048,1.007727,Comprar,2025-12-22 00:00:00,0.113588,0.044685,0.051206,0.073344,0.055099,Electrico,85
EnelGxCh,-0.013509,0.026417,495.45,0.05721,0.05247,0.563474,0.253802,4591.592437,129.911,4721.503437,687.025953,1004.419871,-0.122292,468.534725,384.708,-0.178913,1004.419871,920.401917,850,829.93962,805.426764,3.531239,5.129828,5.55471,5.688972,5.862114,693.623099,609.796374,499.308095,498.29542,481.175268,5.105517,7.529714,9.19591,9.214599,9.542453,-45.433374,6.693317,1.653305,0.206004,0.169535,1.478353,0.141146,0.7,0.076121,0.165328,1.617994,Comprar,2025-12-30 00:00:00,0.179422,0.076121,0.099969,0.147849,0.098697,Electrico,650
AesAndes,,,81,ND,ND,ND,ND,949.726902,2445.336,3395.062902,470.366,622.58,0.090804,143.479,99.671,-0.305327,622.58,665.291,738,777.06405,815.917253,5.580724,5.103125,4.600356,4.36909,4.161038,228.458,184.65,160,180.79888,202.74341,4.157118,5.14339,5.935793,5.252947,4.684379,0.404095,2.30176,1.28133,0.290556,0.243339,1.567047,3.675589,1,0.168469,0.080784,0.83767,,,0.243926,0.168469,0.209275,0.209275,0.168469,Electrico,
Colbun,-0.062184,0.036521,140.54,0.047622,0.047836,0.299943,0.221044,2784.783064,1604.306,4389.089064,469.57,642.355,-0.050729,199.438,156.03,-0.217652,642.355,618.534,625.568708,712.631874,823.413189,6.136942,7.095954,7.016158,6.158985,5.33036,252.457,209.049,212.125654,251.073611,303.321694,9.576337,13.321198,13.127988,11.0915,9.180956,0.604086,6.213801,0.841011,0.065938,0.063453,2.764732,2.593723,0.5,0.038087,0.062382,0.892663,Comprar,2025-12-22 00:00:00,0.075825,0.038087,0.040306,0.046508,0.043871,Electrico,181
ECL,-0.033723,-0.010052,1350,0.109325,0.129704,0.71506,0.143891,1606.743726,2149.105,3755.848726,408.062,491.824,0.241855,201.007,245.45,0.221102,491.824,590.516,658.571804,626.193464,656.343351,6.303571,6.360283,5.703021,5.997905,5.722384,228.291,272.734,253.269751,239.378692,231.398165,4.728587,5.891248,6.344002,6.712142,6.943632,-1.223796,3.670434,0.904914,0.171838,0.150295,1.82889,3.639368,0.3,0.047289,0.081733,0.956982,Mantener,2025-12-22 00:00:00,0.134817,0.047289,0.054511,0.084537,0.070386,Electrico,1609
Pehuenche,,,2896.6,0.009842,0.024185,0.215795,0.20712,2005.120262,-64.139759,1940.980503,192.409759,258.406569,-0.20248,138.763043,109.018669,-0.214354,258.406569,219.447448,282.874037,291.360258,300.101066,6.452829,8.844853,6.861642,6.661789,6.467756,186.333202,156.588828,203.260229,209.358036,215.638777,9.287561,12.805002,9.864794,9.57747,9.298514,3.19249,12.270324,12.335872,0.824977,1.125297,8.090262,-0.292278,1,0.101371,1.429081,19.724589,,,1.288009,0.101371,0.078094,0.09233,0.117452,Electrico,
Enlasa,,,945,0,0,0.08432,0.254457,46.729248,17.451,64.180248,12.151,15.586,0.016953,4.024,3.732,-0.072565,15.586,15.792,14.203,14.75,19.957,4.677451,4.064099,4.518781,4.351203,3.215927,3.772,3.48,5.304,3.1,1.015,12.257359,13.427945,8.81019,15.073951,46.038668,-0.36276,4.91473,0.562271,0.042233,0.060424,1.520931,1.105053,0.75,0.085129,0.065446,0.638235,,,0.037301,0.085129,0.060276,0.063289,0.086039,Electrico,
Edelpa,0.004538,,30,0,0,0,-0.216334,28.722505,5.321051,34.043555,1.938604,2.379053,-0.682229,-0.918247,-1.668844,NM,2.379053,1.056481,7.38722,7.38722,7.38722,13.953542,32.223524,4.608439,4.608439,4.608439,-1.119265,-1.869862,3.752564,3.752564,3.752564,-25.661931,NM,7.654102,7.654102,7.654102,,40.463217,0.848909,NM,0.106051,0.553584,5.036578,0.3,0.039195,-0.035472,0.869441,,,0.110909,0.039195,0,0,0.039195,Empaque,
Enaex,0.149908,,22400,0.039706,0.028512,0.657649,0.341597,3113.220339,309.052,3422.272339,249.486,339.697,0.135659,117.662,139.249,0.183466,339.697,373.542,376.700636,403.607968,422.755691,6.8996,9.16168,9.084859,8.479199,8.095154,160.43,182.017,186.206944,196.957559,208.721239,12.761699,17.104009,16.719142,15.806554,14.915685,2.737788,11.65219,3.260671,0.209783,0.20556,1.654755,0.827355,0.6,0.035887,0.165701,2.563112,Mantener,2025-10-29 00:00:00,0.206286,0.035887,0.037686,0.05823,0.05457,Explosivos,22643
Copec,,-0.042008,6590,0.060098,0.051627,0.240008,0.033185,9679.137693,9020.768,18699.905693,2372,3016,-0.101602,919.815,635.057,-0.309582,3016,2775,2595.039121,2928.130854,3043.007365,5.55477,6.738705,7.206021,6.386294,6.145206,1111.159,826.401,802.034939,866.022291,712.999836,8.035394,11.712398,12.068224,11.176546,13.575231,1.400899,4.223442,0.689323,0.06263,0.057466,0.661842,3.250727,0.3,0.024859,0.047525,0.791046,Mantener,2025-05-19 00:00:00,0.061676,0.024859,0.027492,0.029363,0.026948,Forestal,8450
Cmpc,,0.014781,1303,-0.006779,0.060784,-0.07365,-0.002223,3680.79096,5108.557,8789.34796,1209.356,1541.762,-0.280634,480.753,164.479,-0.657872,1541.762,1202.375,1177.483556,1335.747231,1551.676112,6.045113,7.309989,7.464519,6.580098,5.664422,491.053,174.779,242.51194,393.554268,571.406186,8.97932,21.059687,15.177772,9.35269,6.441637,0.150166,4.730115,0.45628,0.021705,0.028875,1.171325,4.248722,0.3,0.019766,0.010599,0.667074,Comprar,2025-08-07 00:00:00,0.048786,0.019766,0.015224,0.012555,0.0165,Forestal,1700
Masisa,,,17.12,0.088747,0.104118,0.285616,0.20743,144.715007,113.353,258.068007,11.958,15.954,0.01037,-15.649,-14.02,NM,15.954,16.078,16.43262,16.925599,17.433367,14.198383,16.051002,15.704617,15.247201,14.803108,-23.349,-21.72,-23.349,-23.349,-23.349,-4.831257,NM,NM,NM,NM,,NM,0.455422,NM,NM,0.904191,7.050193,0,0,-0.013574,0.597436,,,NM,0,0,0,0,Forestal,
Geopark,,,8.065,0.016736,0,-0.299153,-0.062617,0,0,0,682.701,682.701,NM,86.711,0,NM,682.701,0,400,458,458,0,#DIV/0!,0,0,0,86.711,0,149,158,158,0,NM,0,0,0,0,#DIV/0!,#DIV/0!,NM,#DIV/0!,#DIV/0!,#DIV/0!,0.45,#DIV/0!,0,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,Gas y Petroleo,
Antarchile,,0.055827,7665.1,0.10815,0.052461,0.26098,0.101888,3934.827465,5643.622098,9578.449562,1438.2624,1825.9442,-0.103689,545.848,372.048,-0.318404,1825.9442,1676.812,1578.302793,1780.889185,1850.757079,4.646191,5.712298,6.068829,5.378465,5.175422,657.585,483.785,488.161713,530.817824,442.765383,5.438927,8.133422,8.0605,7.412764,8.886936,0.848326,15.125614,0.453439,0.058824,0.056265,0.548555,3.365686,0.4,0.049625,0.054051,0.471112,Comprar,2025-05-19 00:00:00,0.06117,0.049625,0.052778,0.057782,0.054596,Forestal,10600
Almendral,0.048568,,30.1,0.09375,0,0.795179,0.145961,612.801279,1269.831986,1882.633265,350.896622,476.6844,0.349973,36.861239,41.670015,0.130456,476.6844,599.488775,496.921757,513.831713,551.362916,3.45271,3.140398,3.788591,3.66391,3.414508,37.123961,41.932737,53.633806,64.891722,91.462344,10.803515,14.613911,11.425654,9.443443,6.700039,0.449895,0.629748,0.612738,0.047363,0.057273,0.852353,2.118191,0.5,0.043761,0.095696,0.835138,Comprar,2025-10-09 00:00:00,0.064885,0.043761,0.034214,0.051492,0.066864,Telecom,38
Minera,,,13810,0.050075,0.019205,0.08422,0.11613,1950.564972,1945.113,3895.677972,470.049,643.631,-0.044968,211.167,138.645,-0.343434,643.631,622.494,,,968.510671,5.853394,6.258178,NM,NM,,243.983,171.461,234.308087,299.510292,362.90443,8.05083,11.376144,8.324787,6.512514,5.374872,0.234031,1.92867,0.511958,0.046421,0.062065,2.453238,3.12471,0.5,0.060062,0.037688,0.493343,,,0.078611,0.060062,0.047073,0.05032,0.059643,Acero,
IAM,-0.026006,-0.007752,1000,0.052683,0.0375,0.549384,0.22785,1129.943503,700.99973,1830.943233,132.211558,183.09873,0.082021,50.089779,53.282414,0.063738,183.09873,193.942819,199.811666,221.220827,235.201851,8.386437,9.440634,9.163345,8.276541,7.784561,68.407701,71.600336,77.278684,88.327773,95.004247,12.388337,15.78126,14.621671,12.792618,11.89361,0.894731,23.966129,1.062716,0.073815,0.074421,4.616806,3.614466,0.85,0.058133,0.090705,0.727252,Mantener,2025-05-19 00:00:00,0.083073,0.058133,0.053861,0.076616,0.077511,Serv. Públicos,1058
Naviera,,,37,0,0,0.078654,0.259516,288.885544,606.902,895.787544,126.252,173.538,0.166405,29.057,33.374,0.14857,173.538,194.547,175.1,180.353,180.353,5.471601,4.604479,5.115863,4.966857,4.966857,38.418,42.735,40.17,41.3751,41.3751,7.523601,6.759928,7.191574,6.982111,6.982111,2.32737,288.885544,0.665624,0.101984,0.091024,0.860319,3.119565,0.3,0.041715,0.075078,0.781851,,,0.095333,0.041715,0.047743,0.047717,0.041693,Transp y puerto,
Vapores,-0.040279,-0.012007,47.61,0.058652,0.082979,0.158266,0.432605,2760.835373,-524.988,2235.847373,-10.513,,NM,194.614,175.708,-0.097146,,,,,,,,,,,388.345,369.439,173.702954,-119.109842,-15.361078,8.205259,7.473048,15.894004,NM,NM,,9.350396,0.38664,0.051615,0.022181,,,0.55,0.161389,,,Mantener,2025-05-19 00:00:00,NM,0.161389,0.07944,0.068766,0.139832,Transp y puerto,57.66
Invercap,-0.005452,,1891,0.03882,0.033728,0.344251,0.024968,319.329243,1615.63,1934.959243,380.479,,-0.716163,-162.582,-72.598,NM,,,,,,,,,,,-199.435,-109.451,7.949346,13.109311,40.440243,-1.325643,NM,40.170505,24.358964,7.896324,0.37527,NM,0.359933,NM,0.008008,,,0.3,0.007468,,,,,0.014776,0.007468,0,0,0.00902,Acero,
CalicheraA,,,701,0.249984,0,0.611785,0.512555,2032.982423,272.475061,2305.457485,,,NA,-94.185773,73.458734,NM,,,,,,,,,,,-75.135985,92.508522,96.341167,257.245464,247.258703,-22.539191,21.976164,21.101908,7.902889,8.222086,0.047318,1547.774465,1.183161,0.058805,#N/A,,,0.7,0.033172,,,,,#N/A,0.033172,0.03429,0.041164,0.039822,Min. No-Metal,
CalicheraB,,,616,0,0,-3.2e-05,0.586597,119.014696,18.153939,137.168635,,,NA,-6.275227,4.894266,NM,,,,,,,,,,,-5.006015,6.163478,6.418833,17.139251,16.473872,-22.378983,19.309665,18.541486,6.943985,7.224452,0.041577,1359.973789,1.039601,0.058805,#N/A,,,0.7,0.037753,,,,,#N/A,0.037753,0.039025,0.041458,0.040107,Min. No-Metal,
Nitratos,,,3.226,0.246452,0.076269,1.017815,0.543683,613.756182,328.444,942.200182,,,NA,-55.332,21.907,NM,,,,,,,,,,,-52.885,24.354,35.411973,122.88724,117.457959,-7.241828,25.201453,17.331883,4.994466,5.225326,0.020219,NM,1.07828,0.047469,0.064232,,,0.5,0.028849,,,,,0.215895,0.028849,0.021378,0.033515,0.046232,Min. No-Metal,
Nortegran,0.04562,0.025465,9.55,0.156463,0.042945,1.073893,0.425454,2130.485092,246.631,2377.116092,,,NA,-131.582,63.539,NM,,,,,,,,,,,-118.952,76.169,71.90436,269.047139,256.811183,-9.506836,27.970501,29.629429,7.918631,8.29592,0.028882,NM,1.068122,0.042027,0.036753,,,0.5,0.016875,,,Comprar,2025-05-19 00:00:00,0.134887,0.016875,0.019258,0.028279,0.031792,Min. No-Metal,8.1
Oro Blanco,-0.002998,,7.715,0.162645,0.034483,1.344932,0.415079,2008.599724,276.852,2285.451724,,,NA,-97.843,62.027,NM,,,,,,,,,,,-82.492,77.378,82.75088,235.153627,225.694527,-12.49009,25.958279,24.27285,8.541649,8.899639,0.046379,NM,1.058846,0.0441,0.043577,,,0.7,0.028839,,,Mantener,2025-05-19 00:00:00,0.123963,0.028839,0.029038,0.057372,0.05622,Min. No-Metal,5.4
Potasios-A,,,260,0.384615,0.276596,0.5,0.464707,694.642727,249.456296,944.099023,,,NA,-49.519288,23.698878,NM,,,,,,,,,,,-46.240387,26.977779,40.57993,123.301371,118.167143,-12.773156,25.748699,17.117889,5.633698,5.878476,0.027637,-52.223634,1.123503,0.047688,#N/A,,,0.5,0.029209,,,,,#N/A,0.029209,0.020914,0.024597,0.034353,Min. No-Metal,
Potasios-B,,,93,0,0,-0.003322,0.335145,16.45154,16.516704,32.968244,,,NA,-3.278712,1.569122,NM,,,,,,,,,,,-3.061613,1.786221,2.68683,8.163884,7.823942,-4.965564,9.210251,6.12303,2.015161,2.102717,0.009886,-18.680275,0.401874,0.047688,#N/A,,,0.5,0.081659,,,,,#N/A,0.081659,0.058469,0.063265,0.088367,Min. No-Metal,
Pasur,,,6250,0.016111,0,0.094017,0.057637,882.768362,-4.271,878.497362,,,NA,129.466,66.148,-0.48907,,,,,,,,,,,132.964,69.646,68.146752,105.234657,145.929212,#VALUE!,12.675076,12.953932,8.388571,6.049292,0.154135,20.249767,0.408772,0.0329,0.031588,,,0.6,0.046318,,,,,0.04873,0.046318,0.05057,#DIV/0!,#VALUE!,Inversiones,
Molymet,,,5915.1,0.099242,0.099242,1.133161,0.104881,888.93128,377.456,1266.38728,118.2,156.8,0.133672,45.23,73.045,0.614968,156.8,172.6,166.791308,182.470074,198.379652,5.030528,7.337122,7.592646,6.940246,6.383655,65.509,93.324,85.116994,100.079066,113.6442,7.79981,9.525216,10.44364,8.88229,7.822056,0.5053,7.772892,0.964234,0.106691,0.088982,0.550057,2.186883,0.5,0.047876,0.098579,0.973539,Comprar,2025-05-19 00:00:00,0.108557,0.047876,0.056411,0.096717,0.083292,Manufactura,5300
Pucobre,0.12717,,16797,0.76775,0.333991,2.930234,0.402043,2366.163611,229.345,2595.508611,79.947,142.82,0.989968,27.882,82.156,1.946561,142.82,221.965,227.721214,268,412,4.703366,11.693324,11.397746,9.684734,6.299778,64.433,118.707,118.808444,142,191,10.308284,19.932806,19.915787,16.663124,12.388291,0.853638,14.033602,4.392261,0.236125,0.211277,5.22108,1.033248,0.3,0.015063,0.201595,3.058397,Mantener,2025-05-19 00:00:00,0.263592,0.015063,0.016169,0.054318,0.053663,Min. Metal,6030
Antofagasta,,,2728.0,0.202251,0.082617,1.120575,0.21929,39280.987469,#N/A,#N/A,0,0,NM,0,0,NM,0,0,3754,4118,4118,#N/A,#N/A,#N/A,#N/A,ak,0,0,912,989,989,#DIV/0!,NM,43.071258,39.717884,39.717884,4.704248,#DIV/0!,#DIV/0!,NM,#DIV/0!,#N/A,#N/A,0,0,#N/A,#N/A,Mantener,2025-07-31 00:00:00,#DIV/0!,0,0,#DIV/0!,#DIV/0!,Min. Metal,1560
Sqm-A,,,52027,0.181978,0.053122,0.740408,0.191651,8395.976405,1165.258,9561.234405,577.738937,741.786561,-0.072574,-262.244698,202.184,NM,741.786561,699.8575,708.500536,1484.51691,1472.538176,9.227553,13.661687,13.495028,6.440637,6.49303,-202.179653,262.249,296.000224,849.628113,815.266372,-27.943792,32.015285,28.364764,9.881943,10.298446,0.052834,18.132625,3.057762,0.103158,0.106518,4.420245,1.664993,0.3,0.010577,0.098373,2.432145,,,#N/A,0.010577,0.01009,0.01409,0.015718,Min. No-Metal,
Sqm-B,,0.008097,58005,0.177759,0.127039,0.808707,0.146686,9360.68986,1165.258,10525.94786,577.738063,741.785439,-0.072573,-262.244302,202.184,NM,741.785439,699.8575,708.499464,1484.51691,1472.538176,9.573679,15.04013,14.856677,7.090487,7.148166,-202.179347,262.249,295.999776,849.628113,815.266372,-29.21371,35.693901,31.623976,11.017397,11.481756,0.058905,20.216097,3.409105,0.103158,0.106518,4.86624,1.664993,0.3,0.009486,0.098373,2.677544,Comprar,2025-09-08 00:00:00,#N/A,0.009486,0.00905,0.015177,0.015035,Min. No-Metal,50000
Soquicom,,,385,0.006381,-0.000493,0.448815,0.318759,118.378447,-3.578,114.800447,7.844,13.598,-0.153493,4.98,4.417,-0.113052,13.598,12.394,15,15,15,4.663616,9.262582,7.653363,7.653363,7.653363,8.799,8.236,8,8,8,9.889288,14.373294,14.797306,14.797306,14.797306,,11.536736,1.766579,0.123551,0.11069,0.801142,-0.288688,0.75,0.050685,0.141132,1.809819,,,0.119385,0.050685,0.056321,0.077442,0.068953,Retail,
MultiX,,,265,0.263703,0.149627,0.567915,0.168234,422.402694,108.45762,530.860314,15.54429,15.76716,0.926179,-7.548,5.958,NM,15.76716,30.16395,36.410853,86.078672,87.800246,28.768898,17.599164,14.579727,6.167153,6.046228,-1.248,12.258,4.304909,41.439806,43.324114,-260.617047,34.459348,98.121171,10.193163,9.749829,0.011817,15.233796,1.799564,0.055101,0.017474,1.30244,3.595604,0.3,0.003057,0.059998,0.97516,Vender,2025-12-02 00:00:00,0.176546,0.003057,0.009352,0.012516,0.003971,Salmones y Pesca,233
Salmocam,,,3880,0.218734,0,0.987383,0.015725,325.284995,87.091,412.375995,28.209,49.143,0.915488,10.043,22.538,1.24415,49.143,74.968,67.826431,88.143288,91.704277,5.987469,5.500694,6.079872,4.678473,4.496802,13.918,26.413,26.279433,39.838244,43.22032,14.456618,12.315337,12.37793,8.165144,7.526205,0.158255,6.210099,1.424858,0.128898,0.118051,1.035842,1.161709,0.3,0.024237,0.111811,1.307536,Comprar,2025-12-02 00:00:00,0.174505,0.024237,0.026219,0.04329,0.039183,Salmones y Pesca,5512
Camanchaca,0.001699,,65.01,0.379945,0.210344,2.078476,0.111533,304.898516,178.359701,483.258217,75.065838,91.713912,0.347126,24.974,42.692,0.709458,91.713912,117.771248,122,125,130,3.88944,4.103363,3.961133,3.866066,3.717371,21.944,39.662,46,49,55,7.008108,7.687422,6.628229,6.222419,5.543609,0.954104,3.416,0.784963,0.110826,0.121875,0.646221,1.514459,0.3,0.045261,0.106381,0.76429,Comprar,2025-12-30 00:00:00,0.126151,0.045261,0.04177,0.072354,0.089735,Salmones y Pesca,103
Blumar,0.055736,,245.36,0.26345,0.028636,0.72032,0.118982,448.57453,252.831,701.40553,77.179,97.001,0.114332,6.105,24.713,3.047993,97.001,105.825,102.80632,120.284115,128.431584,5.964464,6.627976,6.822592,5.83124,5.461317,17.873,36.481,28.197172,50.980195,60.749055,18.667934,12.296114,15.908494,8.798996,7.384058,0.1089,6.345837,0.952559,0.081183,0.056705,0.938118,2.389142,0.4,0.025144,0.075411,0.950678,Vender,2025-12-02 00:00:00,0.108258,0.025144,0.034943,0.043969,0.033804,Salmones y Pesca,289
Las Condes,-0.006463,,17513,-0.128461,-0.087348,0.338238,-0.073847,298.40559,178.541685,476.947275,-1.067867,-40.292907,NM,-17.550537,-49.152914,NM,-40.292907,-85.685546,-19.731911,33.489168,51.383189,-8.013997,-5.566251,-24.171367,14.241837,9.282166,-109.812893,-141.41527,-32.310537,4.580466,15.662739,-1.151345,NM,NM,65.14743,19.051941,-0.570586,NM,1.394755,NM,NM,2.645027,-2.083685,0.3,0,-0.138944,1.21518,,,0.021409,0,0,0,0,Seguros y Salud,
Indisa,-0.012867,,2702.8,0.026955,-0.004361,0.723532,0.165212,513.3361,94.191021,607.527122,19.327006,26.007189,1.023176,6.012925,10.969197,0.82427,26.007189,45.782123,42.147263,49.43018,49.43018,13.657212,13.269964,14.414391,12.290611,12.290611,8.221385,13.177656,17.463895,21.832625,21.832625,30.409946,38.955037,29.394135,23.51234,23.51234,0.9399,22.874737,3.355305,0.108196,0.141591,2.048051,2.057376,0.3,0.010206,0.116793,2.457799,,,0.142704,0.010206,0.007701,0.016824,0.020956,Seguros y Salud,
Gasco,,,1535.5,0.038486,0.011793,0.372098,0.07384,291.484746,222.588679,514.073425,79.789741,96.030329,0.044432,26.926249,26.120914,-0.029909,96.030329,99.575532,99.446785,104.419124,109.64008,4.727861,5.162648,5.169332,4.923173,4.688736,24.777211,23.971877,29.689122,31.173578,32.732257,10.18979,12.159446,9.817897,9.350378,8.905122,1.870076,3.979316,0.521293,0.052324,0.056068,0.74381,2.235375,0.3,0.030556,0.061956,0.654482,,,0.055751,0.030556,0.024672,0.030288,0.035278,Serv. Públicos,
Aguas-A,-0.056785,-0.016927,368,0.006757,0.010811,0.345033,0.182177,2416.328683,1346.907499,3763.236182,252.209394,348.985315,0.082015,98.081356,104.415557,0.064581,348.985315,369.670147,378.73576,419.316047,445.816571,9.379718,10.179984,9.936311,8.974701,8.441221,133.425807,139.760008,150.247452,171.191579,183.847182,14.738904,17.289128,16.082327,14.114764,13.143137,1.012555,8.463344,1.685363,0.111257,#N/A,5.006252,3.643539,0.85,0.052853,0.078154,1.353353,Mantener,2025-05-19 00:00:00,#N/A,0.052853,0.049164,0.06508,0.064941,Serv. Públicos,407
Aguas-B,,,368,0,0,0.106399,0.090501,128.05457,71.380049,199.434619,13.365965,18.494655,0.082015,5.197871,5.533556,0.064581,18.494655,19.590858,20.071295,22.221868,23.626276,9.379718,10.179984,9.936311,8.974701,8.441221,7.070969,7.406653,7.96244,9.072385,9.743075,14.738904,17.289128,16.082327,14.114764,13.143137,1.012555,8.463344,1.685363,0.111257,#N/A,5.006252,3.643539,0.85,0.052853,0.078154,1.353353,,,#N/A,0.052853,0.049164,0.06508,0.064941,Serv. Públicos,
Aguas,,,368,0.006757,0.010811,0.345033,0.182177,2544.383253,1418.287548,3962.670801,265.575359,367.479969,0.082015,103.279227,109.949113,0.064581,367.479969,389.261005,398.807054,441.537915,469.442847,9.379718,10.179984,9.936311,8.974701,8.441221,140.496775,147.166661,158.209892,180.263964,193.590257,14.738904,17.289128,16.082327,14.114764,13.143137,1.012555,8.463344,1.685363,0.111257,0.108366,5.006252,3.643539,0.85,0.052853,0.078154,1.353353,Mantener,2025-05-19 00:00:00,0.119404,0.052853,0.049164,0.06508,0.064941,Serv. Públicos,407
Lipigas,,,6709.3,0.03337,0.004889,1.11947,0.263117,861.023156,256.769116,1117.792273,137.601379,175.479912,0.144793,57.169582,71.982322,0.259102,175.479912,195.40358,176.583481,185.412655,194.683287,4.661164,5.720429,6.330107,6.028673,5.741593,70.056621,84.869362,66.883095,70.22725,73.738613,7.802922,10.145277,12.873554,12.260528,11.676693,2.452106,5.835463,3.042206,0.359882,0.276629,1.055141,1.314045,0.795,0.061755,0.193128,2.02013,,,0.24813,0.061755,0.078362,0.142114,0.09727,Serv. Públicos,
Sonda,-0.008111,,323.54,-0.053057,-0.010852,0.038326,-0.010866,318.442755,319.604094,638.04685,101.312311,155.776548,-0.117434,16.241761,6.093945,-0.624798,155.776548,143.879074,150.809467,169.63855,191.67386,4.139259,4.434605,4.230814,3.761214,3.328815,34.622069,24.474253,45.862234,48.068549,58.844219,10.426635,13.011337,6.943464,6.624763,5.411623,1.377077,4.391483,0.47972,0.040682,0.072618,0.372503,2.221338,0.5,0.07201,0.065373,0.649025,Vender,2025-06-09 00:00:00,0.072413,0.07201,0.038428,0.035869,0.063523,Tecnología,406
