page_num,report_date,currency,group,FUND,Date,Manager,Incep,NAV,AUM_USD_mm,MTD,YTD,1_year,3_years,5_years,10_years,CUMULATIVE S. INCEP. PIONERO,ANNUALIZED S. INCEP. PIONERO,sigma,Sharpe,Alpha,Beta,Mgmt_Fee,ANNUALIZED S. INCEP. ORANGE,CUMULATIVE S. INCEP. MRV A,ANNUALIZED S. INCEP. MRV A,CUMULATIVE S. INCEP. MSC,ANNUALIZED S. INCEP. MSC,ANNUALIZED S. INCEP. MLE LX,ANNUALIZED S. INCEP. MDELA,ANNUALIZED S. INCEP. GLORY
1,6/Mar/2026,CLP,Indices,IGPA Mid Cap,,,,"53,441.5",,−5.5%,2.5%,41.6%,29.1%,22.3%,10.8%,,,14.8%,1.34,,,,,,,,,,,
1,6/Mar/2026,CLP,Indices,IGPA SC & MC,,,,"2,160.5",,−5.0%,0.9%,38.6%,27.5%,21.6%,12.2%,,,13.8%,1.36,,,,,,,,,,,
1,6/Mar/2026,CLP,Indices,Moneda 500,,,,"6,307.2",,−4.5%,2.5%,44.2%,28.2%,19.0%,10.7%,"2,007.3%",10.0%,13.3%,1.44,,,,,,,,,,,
1,6/Mar/2026,CLP,Indices,IPSA,,,,"10,314.0",,−5.2%,−1.6%,39.9%,23.9%,17.0%,10.4%,"1,226.5%",8.4%,15.4%,1.15,,,,,,,,,,,
1,6/Mar/2026,CLP,Indices,MSCI EM Latam SC Net,,,,1.2,,−3.6%,7.6%,40.8%,17.3%,12.0%,10.6%,,,,,,,,,,,,,,,
1,6/Mar/2026,CLP,Indices,UF,,,,"39,824.7",,0.1%,0.2%,2.8%,3.8%,6.3%,4.5%,270.0%,4.2%,,,,,,,,,,,,,
1,6/Mar/2026,CLP,Indices,U.S. Dollar (Obs) USD/CLP,,,,921.8,,−5.5%,−1.6%,0.5%,−4.5%,−4.5%,−3.0%,−53.3%,−2.4%,,,,,,,,,,,,,
2,6/Mar/2026,CLP,Moneda,MRV A,,Moneda,,"30,073.8",45.5,−4.1%,−3.6%,39.0%,21.6%,16.6%,10.2%,,,15.2%,1.02,−1.2%,0.96,0.80%,6.3%,118.8%,5.4%,,,,,
2,6/Mar/2026,CLP,Moneda,MRV AE,,Moneda,,"30,374.6",0.1,−4.1%,−3.6%,39.2%,21.8%,16.8%,,,,15.2%,1.03,−1.0%,0.96,0.80%,,,,,,,,
2,6/Mar/2026,CLP,Moneda,MRV E,,Moneda,,"30,674.0",24.9,−4.1%,−3.6%,39.6%,21.9%,17.1%,,,,15.2%,1.04,−0.9%,0.96,0.65%,,,,,,,,
2,6/Mar/2026,CLP,Moneda,MRV I,,Moneda,,"31,149.7",11.5,−4.1%,−3.6%,39.6%,21.9%,17.1%,,,,15.2%,1.04,−0.9%,0.96,0.65%,,,,,,,,
2,6/Mar/2026,CLP,Moneda,MRV R,,Moneda,,"29,557.2",2.8,−4.1%,−3.7%,38.2%,,,,,,,,,,1.30%,,,,,,,,
2,6/Mar/2026,CLP,Moneda,Orange,,Moneda,,"24,988.0",535.8,−3.9%,−3.2%,37.9%,20.7%,16.9%,11.3%,,,14.7%,1.00,−1.1%,0.93,,7.2%,,,,,,,
2,6/Mar/2026,CLP,Peer Group,MBI Arbitrage,MBI,,,"54,902.0",67.1,−4.4%,−6.0%,19.5%,17.3%,12.9%,7.7%,,,14.7%,0.72,−4.7%,0.91,0.85%,,,,,,,,
2,6/Mar/2026,CLP,Peer Group (Mutual Funds),FM BTG Chile Acción,BTG,Pactual,,"1,778.6",269.6,−5.9%,−3.2%,41.6%,28.1%,20.6%,,,,16.1%,1.25,1.8%,1.03,1.00%,,,,,,,,
2,6/Mar/2026,CLP,Peer Group (Mutual Funds),FM ETF Itau Now IPSA,Itau,,,"4,907.0",208.5,−5.2%,−1.7%,39.6%,23.4%,16.5%,10.1%,,,15.5%,1.07,−1.2%,1.01,0.47%,,,,,,,,
2,6/Mar/2026,CLP,Peer Group (Mutual Funds),FM Security Index Fund Chile,20-Jan,Security,,"1,421.2",160.7,0.0%,6.5%,46.0%,22.4%,12.5%,7.9%,,,14.3%,1.06,0.0%,0.90,0.63%,4.6%,,,,,,,
2,6/Mar/2026,CLP,Peer Group (Mutual Funds),FM Principal Capitales Acc Chilenas,,Principal,,"1,775.8",127.8,−5.2%,−1.8%,38.9%,24.9%,21.2%,,,,14.7%,1.16,1.4%,0.92,1.09%,,,,,,,,
2,6/Mar/2026,CLP,Peer Group (Mutual Funds),FM Toesca Chile Equities,,Toesca,,"2,013.3",125.3,−6.2%,−2.5%,44.2%,24.7%,23.4%,,,,15.2%,1.14,0.7%,0.96,1.10%,,,,,,,,
2,6/Mar/2026,CLP,Peer Group (Mutual Funds),FM Compass Acciones Chilenas,,Compass,,"2,235.6",114.9,−5.3%,−1.7%,41.4%,25.7%,21.8%,,,,15.5%,1.13,0.8%,0.97,0.80%,,,,,,,,
2,6/Mar/2026,CLP,Peer Group (Mutual Funds),FM Santander Acciones Chilenas III,,Santander,,"1,665.8",90.4,−5.4%,−1.8%,40.7%,24.3%,17.3%,,,,15.6%,1.11,−0.5%,1.01,1.29%,,,,,,,,
2,6/Mar/2026,CLP,Peer Group (Mutual Funds),FM Credicorp Acciones Estratégicas,,Credicorp,,"2,138.5",38.0,−5.5%,−1.8%,43.7%,27.1%,19.8%,11.1%,,,15.2%,1.28,2.7%,0.97,1.05%,,,,,,,,
2,6/Mar/2026,CLP,Peer Group (Hedge Funds Chile),FM LarrainVial Enfoque,,LarrainVial,,"2,172.6",503.0,−7.1%,0.3%,57.8%,35.8%,24.4%,13.0%,,,17.0%,1.53,8.3%,1.02,0.84%,9.0%,187.1%,7.4%,,,,,
2,6/Mar/2026,CLP,Peer Group (Hedge Funds Chile),Falcom Tactical Chilean Equities,,Falcom,,"3,664.5",427.8,−6.6%,−3.5%,45.2%,28.5%,24.3%,17.8%,,,17.3%,1.19,1.0%,1.08,1.50%,,,,,,,,
2,6/Mar/2026,CLP,Peer Group (Hedge Funds Chile),Arrayan Acciones Chilenas,,Arrayan,,"54,003.2",112.7,−5.8%,−2.0%,21.8%,18.1%,20.4%,,,,12.4%,0.90,−0.8%,0.77,0.80%,,,,,,,,
2,6/Mar/2026,CLP,Peer Group (Hedge Funds Chile),Quest Acciones Chile,,Quest,,"93,122.2",74.3,−3.4%,−1.4%,40.7%,24.2%,20.8%,15.0%,,,15.9%,1.06,−0.0%,0.97,1.26%,,,,,,,,
2,6/Mar/2026,CLP,Indices,IPSA,,,,"10,314.0",,−5.2%,−1.6%,39.9%,23.9%,17.0%,10.4%,,,15.4%,1.15,,,,6.6%,114.1%,5.3%,,,,,
2,6/Mar/2026,CLP,Indices,MSCI TR Net Chile USD,,,,"422,839.0",,−4.1%,−2.3%,39.8%,18.6%,12.2%,7.2%,,,,,,,,4.0%,55.3%,3.0%,,,,,
2,6/Mar/2026,CLP,Indices,MSCI Chile LC USD Net,,,,1.2,,−4.4%,−1.5%,56.3%,14.6%,11.3%,7.4%,,,,,,,,4.0%,49.4%,2.7%,,,,,
2,6/Mar/2026,CLP,Indices,FTSE Chile All Cap TR,,,,"1,993.5",,−5.3%,−1.8%,39.1%,22.3%,15.6%,9.5%,,,15.9%,1.01,,,,,,,,,,,
2,6/Mar/2026,CLP,Indices,FTSE Chile All Cap TR Gross Orange,,,,"2,281.7",,−5.1%,−2.5%,39.1%,21.9%,16.2%,9.9%,,,15.9%,1.00,,,,6.1%,,,,,,,
2,6/Mar/2026,CLP,Indices,Dow Jones Sustainability Chile,,,,"1,647.5",,−4.8%,−1.8%,37.1%,17.8%,10.2%,5.2%,,,15.6%,0.81,,,,,,,,,,,
2,6/Mar/2026,CLP,Indices,U.S. Dollar (Obs) USD/CLP,,,,921.8,,−5.5%,−1.6%,0.5%,−4.5%,−4.5%,−3.0%,,,,,,,,−4.9%,−49.1%,−4.5%,,,,,
3,6/Mar/2026,USD,Moneda,MSC I (LX),,Moneda,,95.4,278.8,−8.6%,4.2%,41.6%,10.5%,3.0%,5.8%,,,23.7%,0.32,−2.1%,1.01,1.20%,,,,76.8%,3.3%,,,
3,6/Mar/2026,USD,Peer Group (Small & Mid Cap),LarrainVial Small & Mid Cap (LX),,LarrainVial,,115.9,834.1,−9.0%,7.4%,41.5%,11.7%,6.7%,7.5%,,,21.6%,0.43,1.2%,0.91,1.00%,,,,,,,,
3,6/Mar/2026,USD,Peer Group (Small & Mid Cap),Zurich AM SICAV SC Latam I,,Zurich,,137.0,61.1,−9.8%,7.0%,43.5%,12.0%,5.6%,5.0%,,,23.7%,0.39,−0.4%,1.02,,,,,,,,,
3,6/Mar/2026,USD,Peer Group (Latam Specific Country),MSCI Brasil SC Net,,,,"1,620.4",,−8.9%,8.9%,45.8%,11.3%,3.2%,10.7%,,,27.7%,0.37,−1.5%,1.17,,,,,39.8%,1.9%,,,
3,6/Mar/2026,USD,Peer Group (Latam Specific Country),MSCI Chile SC Net,,,,"1,198.1",,−10.1%,−1.3%,30.4%,18.7%,11.5%,6.0%,,,21.5%,0.63,8.7%,0.70,,,,,26.4%,1.3%,,,
3,6/Mar/2026,USD,Peer Group (Latam Specific Country),MSCI Colombia SC Net,,,,"1,838.5",,−5.6%,1.0%,48.0%,,,,,,,,,,,,,,,,,,
3,6/Mar/2026,USD,Peer Group (Latam Specific Country),MSCI Mexico SC Net,,,,"1,436.1",,−8.6%,5.5%,38.0%,8.8%,15.9%,7.9%,,,23.0%,0.27,0.2%,0.76,,,,,42.4%,2.0%,,,
3,6/Mar/2026,USD,Indices,MSCI EM Latam SC Net,,,,"1,340.4",,−8.9%,5.9%,41.6%,12.0%,7.0%,7.3%,,,23.1%,0.41,,,,,,,27.1%,1.4%,,,
4,6/Mar/2026,USD,Moneda,MLE A (LX),,Moneda (LX),,199.0,3.2,−7.2%,7.2%,49.4%,13.1%,6.6%,6.8%,,,21.6%,0.49,−3.4%,1.00,1.00%,,,,,,99.0%,6.9%,
4,6/Mar/2026,USD,Moneda,MLE I (LX),,Moneda (LX),,182.9,204.0,−7.2%,7.3%,50.3%,13.7%,7.2%,,,,21.6%,0.52,−2.9%,1.00,1.00%,,,,,,,,
4,6/Mar/2026,USD,Peer Group (Large Cap),iShares Latam 40 ETF,,BlackRock,,33.8,"4,080.7",−7.3%,11.0%,52.7%,17.1%,10.0%,6.8%,,,21.1%,0.65,0.0%,0.99,0.49%,,,,,,93.9%,6.6%,4.3%
4,6/Mar/2026,USD,Peer Group (Large Cap),DWS Invest Latam Equities,,Deutsche,,279.5,"2,544.6",−8.0%,8.7%,54.7%,17.8%,12.7%,,,,21.3%,0.64,−0.0%,0.98,0.30%,,,,,,,,
4,6/Mar/2026,USD,Peer Group (Large Cap),LV Latin American Equity,,LarrainVial,,149.8,"2,185.3",−7.1%,10.4%,52.4%,18.1%,11.2%,,,,20.3%,0.72,1.5%,0.95,1.00%,,,,,,,,
4,6/Mar/2026,USD,Peer Group (Large Cap),BlackRock Global Funds Latam,,BlackRock,,83.4,898.5,−8.8%,8.9%,46.4%,12.2%,7.1%,5.7%,,,24.1%,0.41,−5.7%,1.08,,,,,,,69.3%,5.2%,3.4%
4,6/Mar/2026,USD,Peer Group (Large Cap),Templeton Latin America Fund,,Templeton,,31.5,734.1,−6.7%,13.4%,55.6%,16.9%,10.9%,8.0%,,,21.2%,0.63,−0.4%,0.98,,,,,,,122.7%,8.0%,6.0%
4,6/Mar/2026,USD,Peer Group (Large Cap),Schroder Latam Equities,,Schroder,,71.1,554.9,−7.4%,9.0%,48.0%,14.0%,10.5%,8.8%,,,20.9%,0.50,−2.6%,0.95,,,,,,,129.1%,8.3%,6.4%
4,6/Mar/2026,USD,Peer Group (Large Cap),JPMorgan Latam (LX),,JPMorgan,,30.8,538.8,−8.1%,8.3%,51.1%,17.3%,11.3%,9.1%,,,20.9%,0.63,−0.1%,0.96,0.85%,,,,,,137.8%,8.7%,6.6%
4,6/Mar/2026,USD,Peer Group (Large Cap),Fidelity Latam I (LX),,Fidelity,,10.4,419.2,−8.9%,10.6%,54.5%,16.4%,8.8%,7.3%,,,22.2%,0.61,−0.9%,1.02,,,,,,,105.4%,7.2%,5.5%
4,6/Mar/2026,USD,Peer Group (Large Cap),Amundi Latam Equity (LX),,Amundi,,"8,583.5",376.5,−7.4%,13.6%,56.9%,20.9%,14.1%,9.7%,,,21.3%,0.78,2.8%,1.00,0.90%,,,,,,146.3%,9.1%,6.7%
4,6/Mar/2026,USD,Peer Group (Large Cap),BCI SICAV Latam Equity Fund,BCI,,,129.0,307.3,−7.1%,8.0%,51.8%,15.4%,11.7%,,,,21.1%,0.58,−1.8%,0.99,1.00%,,,,,,,,
4,6/Mar/2026,USD,Peer Group (Large Cap),Handelsbanken Latinamerika,,Handelsbanken,,17.7,262.9,−8.2%,6.1%,49.4%,17.6%,10.6%,,,,,,,0.00,,,,,,,,,
4,6/Mar/2026,USD,Peer Group (Large Cap),Threadneedle Latam (GB),,Threadneedle,,456.7,209.3,−7.2%,9.8%,50.7%,14.8%,6.3%,6.5%,,,,,,0.00,1.00%,,,,,,84.3%,6.1%,3.9%
4,6/Mar/2026,USD,Peer Group (Large Cap),Santander SC Latam (LX),,Santander,,"1,386.4",109.5,−6.9%,10.0%,53.1%,13.4%,8.7%,5.9%,,,21.2%,0.50,−3.3%,0.99,0.70%,,,,,,78.7%,5.8%,3.8%
4,6/Mar/2026,USD,Peer Group (Large Cap),All BTG Pactual Latam Equity,BTG,Pactual,,138.3,73.0,−6.9%,6.8%,52.7%,12.7%,7.8%,5.7%,,,20.5%,0.48,−3.1%,0.94,0.90%,,,,,,79.0%,5.8%,4.4%
4,6/Mar/2026,USD,Peer Group (Large Cap),Ninety One Latam Equities (LX),,Ninety One,,21.3,38.6,−7.4%,9.4%,55.4%,10.4%,6.1%,7.2%,,,21.8%,0.41,−4.7%,0.98,1.00%,,,,,,104.0%,7.1%,5.5%
4,6/Mar/2026,USD,Peer Group (Large Cap),Credicorp Latam Equities,,Credicorp,,"1,540.8",33.5,−7.9%,10.4%,53.6%,13.6%,7.4%,,,,21.6%,0.51,−3.3%,1.01,,,,,,,,,
4,6/Mar/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Brazil ETF,,BlackRock,,36.3,"9,222.6",−6.3%,14.2%,50.9%,15.4%,7.8%,7.1%,,,24.8%,0.53,−3.1%,1.12,0.59%,,,,,,112.1%,7.5%,4.2%
4,6/Mar/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Mexico ETF,,BlackRock,,73.7,"2,308.7",−8.9%,6.3%,45.9%,10.1%,14.4%,4.9%,,,21.2%,0.31,−3.8%,0.81,0.47%,,,,,,49.0%,3.9%,3.3%
4,6/Mar/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Chile ETF,,BlackRock,,39.0,"1,103.6",−10.4%,−3.5%,34.4%,13.6%,8.3%,4.2%,,,21.3%,0.50,0.4%,0.80,0.59%,,,,,,49.4%,3.9%,2.7%
4,6/Mar/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Peru ETF,,BlackRock,,83.2,544.8,−11.3%,15.0%,104.4%,45.9%,22.3%,15.4%,,,24.0%,1.47,28.4%,0.79,0.59%,,,,,,329.7%,15.1%,12.3%
4,6/Mar/2026,USD,Indices,MSCI Latam 10/40 Net,,,,"1,104.0",,−7.9%,10.3%,56.0%,16.9%,12.9%,8.8%,,,21.1%,0.66,,,,,,,,,133.9%,8.5%,6.5%
4,6/Mar/2026,USD,Indices,MSCI Latam ESG Leaders Net,,,,"1,537.3",,−7.7%,9.1%,55.3%,14.3%,7.6%,5.5%,,,21.6%,0.52,,,,,,,,,77.0%,5.7%,3.5%
4,6/Mar/2026,USD,Indices,MSCI Latam TR Net,,,,803.8,,−7.9%,10.3%,55.7%,16.7%,12.5%,8.6%,,,21.0%,0.66,,,,,,,,,130.6%,8.4%,6.3%
4,6/Mar/2026,USD,Other Moneda Funds Returns,Mercer,,Moneda,,227.5,277.5,−7.0%,9.4%,55.9%,12.1%,10.9%,7.2%,,,22.4%,0.44,−3.4%,1.00,,,,,,,105.6%,7.5%,11.1%
4,6/Mar/2026,USD,Other Moneda Funds Returns,Moneda All Caps A,,Moneda,,84.0,35.6,−7.7%,6.0%,46.0%,,,,,,,,,,0.10%,,,,,,,,
4,6/Mar/2026,USD,Other Moneda Funds Returns,Moneda All Caps AE,,Moneda,,84.5,1.2,−7.7%,6.0%,46.1%,,,,,,,,,,0.10%,,,,,,,,
4,6/Mar/2026,USD,Other Moneda Funds Returns,MSCI EM Latam IMI,,,,"1,596.5",,−8.0%,9.8%,53.9%,16.1%,11.7%,8.4%,,,21.1%,0.63,,,,,,,,,146.9%,9.4%,11.4%
4,6/Mar/2026,USD,Other Moneda Funds Returns,Glory,,Moneda,,206.8,370.4,−7.2%,8.9%,51.5%,14.8%,8.2%,9.5%,,,21.2%,0.56,−2.2%,0.99,,,,,,,146.4%,9.1%,7.1%
4,6/Mar/2026,USD,Other Moneda Funds Returns,MSCI TR Latam Gross,,,,"11,853.1",,−7.8%,10.4%,56.6%,17.3%,13.1%,9.1%,,,21.0%,0.68,,,,,,,,,141.0%,8.9%,6.5%
