page_num,report_date,currency,group,FUND,Date,Manager,Incep,NAV,AUM_USD_mm,MTD,YTD,1_year,3_years,5_years,10_years,CUMULATIVE S. INCEP. PIONERO,ANNUALIZED S. INCEP. PIONERO,sigma,Sharpe,Alpha,Beta,Mgmt_Fee,ANNUALIZED S. INCEP. ORANGE,CUMULATIVE S. INCEP. MRV A,ANNUALIZED S. INCEP. MRV A,CUMULATIVE S. INCEP. MSC,ANNUALIZED S. INCEP. MSC,ANNUALIZED S. INCEP. MLE LX,ANNUALIZED S. INCEP. MDELA,ANNUALIZED S. INCEP. GLORY
3,2/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Mexico SC Net,,,,"1,371.4",,0.7%,0.7%,41.7%,14.2%,13.9%,7.4%,,,21.7%,0.28,3.1%,0.73,,,,,36.0%,1.8%,,,
3,2/Jan/2026,USD,Indices,MSCI EM Latam SC Net,,,,"1,266.9",,0.1%,0.1%,47.7%,12.6%,4.2%,7.2%,,,21.8%,0.27,,,,,,,20.1%,1.0%,,,
4,2/Jan/2026,USD,Moneda,MLE A (LX),,Moneda (LX),,186.1,2.4,0.2%,0.2%,51.1%,12.0%,3.7%,7.4%,,,20.4%,0.27,−3.6%,1.03,1.00%,,,,,,86.1%,6.3%,
4,2/Jan/2026,USD,Moneda,MLE I (LX),,Moneda (LX),,170.9,208.0,0.2%,0.2%,52.0%,12.6%,4.2%,,,,20.4%,0.30,−3.1%,1.03,1.00%,,,,,,,,
4,2/Jan/2026,USD,Peer Group (Large Cap),iShares Latam 40 ETF,,BlackRock,,30.8,"2,506.5",1.2%,1.2%,50.4%,15.9%,6.4%,7.2%,,,19.2%,0.49,1.0%,0.97,0.49%,,,,,,76.8%,5.8%,3.5%
4,2/Jan/2026,USD,Peer Group (Large Cap),DWS Invest Latam Equities,,Deutsche,,259.1,"2,262.4",0.8%,0.8%,59.4%,16.9%,10.0%,,,,19.4%,0.49,1.1%,0.97,0.30%,,,,,,,,
4,2/Jan/2026,USD,Peer Group (Large Cap),LV Latin American Equity,,LarrainVial,,135.9,"1,824.7",0.2%,0.2%,51.7%,17.3%,7.8%,,,,18.6%,0.54,1.8%,0.95,1.00%,,,,,,,,
4,2/Jan/2026,USD,Peer Group (Large Cap),BlackRock Global Funds Latam,,BlackRock,,76.9,806.3,0.4%,0.4%,47.7%,10.5%,3.8%,5.7%,,,22.1%,0.21,−5.2%,1.08,,,,,,,56.1%,4.5%,2.7%
4,2/Jan/2026,USD,Peer Group (Large Cap),Templeton Latin America Fund,,Templeton,,28.0,613.9,0.5%,0.5%,51.4%,14.4%,6.4%,7.8%,,,19.6%,0.38,−1.3%,0.99,,,,,,,97.5%,6.9%,4.9%
4,2/Jan/2026,USD,Peer Group (Large Cap),Schroder Latam Equities,,Schroder,,65.5,578.4,0.4%,0.4%,47.1%,12.5%,6.5%,8.8%,,,18.6%,0.30,−2.1%,0.91,,,,,,,111.1%,7.6%,5.7%
4,2/Jan/2026,USD,Peer Group (Large Cap),JPMorgan Latam (LX),,JPMorgan,,28.6,459.4,0.7%,0.7%,50.7%,17.4%,7.4%,9.1%,,,18.5%,0.51,1.6%,0.92,0.85%,,,,,,120.9%,8.1%,6.0%
4,2/Jan/2026,USD,Peer Group (Large Cap),Fidelity Latam I (LX),,Fidelity,,9.4,349.0,−0.1%,−0.1%,53.8%,15.9%,4.8%,7.4%,,,19.9%,0.43,−0.2%,0.99,,,,,,,85.5%,6.3%,4.6%
4,2/Jan/2026,USD,Peer Group (Large Cap),BCI SICAV Latam Equity Fund,BCI,,,120.0,250.9,0.5%,0.5%,53.7%,15.1%,8.7%,,,,19.5%,0.39,−1.4%,1.00,1.00%,,,,,,,,
4,2/Jan/2026,USD,Peer Group (Large Cap),Handelsbanken Latinamerika,,Handelsbanken,,16.7,250.3,0.5%,0.5%,55.0%,18.5%,6.7%,,,,,,,0.00,,,,,,,,,
4,2/Jan/2026,USD,Peer Group (Large Cap),Amundi Latam Equity (LX),,Amundi,,"7,584.0",230.4,0.4%,0.4%,53.6%,17.8%,9.5%,9.1%,,,19.2%,0.59,2.8%,0.98,0.90%,,,,,,117.6%,7.9%,5.6%
4,2/Jan/2026,USD,Peer Group (Large Cap),Threadneedle Latam (GB),,Threadneedle,,415.9,192.0,0.0%,0.0%,44.8%,12.8%,2.8%,6.5%,,,,,,0.00,1.00%,,,,,,67.8%,5.2%,3.1%
4,2/Jan/2026,USD,Peer Group (Large Cap),All BTG Pactual Latam Equity,BTG,Pactual,,130.1,82.0,0.5%,0.5%,55.7%,12.4%,5.4%,6.1%,,,19.6%,0.29,−2.8%,0.98,0.90%,,,,,,68.4%,5.3%,3.9%
4,2/Jan/2026,USD,Peer Group (Large Cap),Santander SC Latam (LX),,Santander,,"1,266.2",82.0,0.4%,0.4%,51.7%,11.8%,5.2%,5.8%,,,19.7%,0.28,−3.4%,1.00,0.70%,,,,,,63.2%,4.9%,3.0%
4,2/Jan/2026,USD,Peer Group (Large Cap),Ninety One Latam Equities (LX),,Ninety One,,19.6,35.0,0.6%,0.6%,57.9%,7.7%,3.0%,7.4%,,,20.8%,0.10,−6.6%,1.00,1.00%,,,,,,87.7%,6.4%,4.7%
4,2/Jan/2026,USD,Peer Group (Large Cap),Credicorp Latam Equities,,Credicorp,,"1,403.4",20.3,0.5%,0.5%,47.8%,11.6%,4.5%,,,,19.5%,0.30,−2.8%,1.00,,,,,,,,,
4,2/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Brazil ETF,,BlackRock,,32.2,"6,735.3",1.4%,1.4%,44.9%,10.5%,2.9%,7.8%,,,23.7%,0.27,−4.4%,1.15,0.59%,,,,,,88.3%,6.4%,3.2%
4,2/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Mexico ETF,,BlackRock,,69.7,"1,914.1",0.5%,0.5%,48.6%,15.1%,12.3%,4.6%,,,19.2%,0.35,0.9%,0.78,0.47%,,,,,,40.8%,3.4%,2.8%
4,2/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Chile ETF,,BlackRock,,40.4,"1,026.6",−0.1%,−0.1%,66.8%,18.0%,10.5%,5.6%,,,19.2%,0.69,7.9%,0.77,0.59%,,,,,,54.6%,4.4%,3.1%
4,2/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Peru ETF,,BlackRock,,72.7,274.1,0.5%,0.5%,85.4%,41.8%,20.0%,15.9%,,,20.4%,1.55,31.0%,0.66,0.59%,,,,,,275.6%,13.9%,11.1%
4,2/Jan/2026,USD,Indices,MSCI Latam 10/40 Net,,,,"1,005.4",,0.5%,0.5%,55.3%,15.9%,9.0%,9.0%,,,19.4%,0.46,,,,,,,,,113.0%,7.7%,5.6%
4,2/Jan/2026,USD,Indices,MSCI Latam ESG Leaders Net,,,,"1,414.6",,0.4%,0.4%,58.0%,13.2%,3.6%,6.0%,,,20.0%,0.34,,,,,,,,,62.9%,4.9%,2.8%
4,2/Jan/2026,USD,Indices,MSCI Latam TR Net,,,,732.0,,0.5%,0.5%,54.9%,15.5%,8.8%,8.8%,,,19.3%,0.44,,,,,,,,,110.0%,7.6%,5.5%
4,2/Jan/2026,USD,Other Moneda Funds Returns,Mercer,,Moneda,,207.7,253.4,−0.1%,−0.1%,55.2%,13.8%,8.8%,,,,20.6%,0.34,−0.8%,0.98,,,,,,,87.7%,6.6%,9.5%
4,2/Jan/2026,USD,Other Moneda Funds Returns,Moneda All Caps A,,Moneda,,79.3,31.4,0.0%,0.0%,48.8%,,,,,,,,,,0.10%,,,,,,,,
4,2/Jan/2026,USD,Other Moneda Funds Returns,Moneda All Caps AE,,Moneda,,79.7,1.1,0.0%,0.0%,48.9%,,,,,,,,,,0.10%,,,,,,,,
4,2/Jan/2026,USD,Other Moneda Funds Returns,MSCI EM Latam IMI,,,,"1,460.2",,0.4%,0.4%,53.9%,15.2%,8.1%,8.6%,,,19.4%,0.42,,,,,,,,,125.9%,8.6%,9.8%
4,2/Jan/2026,USD,Other Moneda Funds Returns,Glory,,Moneda,,190.3,340.9,0.3%,0.3%,51.9%,13.6%,6.0%,9.0%,,,19.8%,0.34,−2.5%,1.00,,,,,,,126.8%,8.4%,6.4%
4,2/Jan/2026,USD,Other Moneda Funds Returns,MSCI TR Latam Gross,,,,"10,792.0",,0.5%,0.5%,55.7%,16.2%,9.3%,9.3%,,,19.3%,0.47,,,,,,,,,119.4%,8.0%,5.7%
