page_num,report_date,currency,group,FUND,Date,Manager,Incep,NAV,AUM_USD_mm,MTD,YTD,1_year,3_years,5_years,10_years,CUMULATIVE S. INCEP. PIONERO,ANNUALIZED S. INCEP. PIONERO,sigma,Sharpe,Alpha,Beta,Mgmt_Fee,ANNUALIZED S. INCEP. ORANGE,CUMULATIVE S. INCEP. MRV A,ANNUALIZED S. INCEP. MRV A,CUMULATIVE S. INCEP. MSC,ANNUALIZED S. INCEP. MSC,ANNUALIZED S. INCEP. MLE LX,ANNUALIZED S. INCEP. MDELA,ANNUALIZED S. INCEP. GLORY
2,23/Jan/2026,CLP,Peer Group (Mutual Funds),FM Santander Acciones Chilenas III,,Santander,,"1,857.8",109.9,9.5%,9.5%,64.0%,29.7%,21.1%,,,,14.9%,1.35,0.5%,0.98,1.29%,,,,,,,,
2,23/Jan/2026,CLP,Peer Group (Mutual Funds),FM Credicorp Acciones Estratégicas,,Credicorp,,"2,391.8",44.6,9.8%,9.8%,71.3%,32.7%,24.0%,12.3%,,,14.4%,1.55,4.1%,0.93,1.05%,,,,,,,,
2,23/Jan/2026,CLP,Peer Group (Hedge Funds Chile),FM LarrainVial Enfoque,,LarrainVial,,"2,435.9",564.5,12.5%,12.5%,92.3%,42.1%,29.0%,15.2%,,,15.3%,1.94,11.5%,0.94,0.84%,10.0%,221.9%,8.3%,,,,,
2,23/Jan/2026,CLP,Peer Group (Hedge Funds Chile),Falcom Tactical Chilean Equities,,Falcom,,"4,204.2",519.6,10.7%,10.7%,78.2%,36.9%,29.5%,20.6%,,,16.0%,1.59,4.9%,1.01,1.50%,,,,,,,,
2,23/Jan/2026,CLP,Peer Group (Hedge Funds Chile),Arrayan Acciones Chilenas,,Arrayan,,"60,641.4",139.3,10.0%,10.0%,43.9%,24.9%,24.4%,,,,11.4%,1.37,3.2%,0.71,0.80%,,,,,,,,
2,23/Jan/2026,CLP,Peer Group (Hedge Funds Chile),Quest Acciones Chile,,Quest,,"103,889.0",88.4,10.0%,10.0%,64.3%,31.1%,24.6%,17.4%,,,14.9%,1.41,3.1%,0.91,1.26%,,,,,,,,
2,23/Jan/2026,CLP,Indices,IPSA,,,,"11,500.1",,9.7%,9.7%,63.1%,29.4%,20.7%,12.5%,,,15.2%,1.34,,,,7.6%,138.8%,6.1%,,,,,
2,23/Jan/2026,CLP,Indices,MSCI TR Net Chile USD,,,,"472,583.1",,9.2%,9.2%,60.7%,23.1%,16.0%,9.4%,,,,,,,,4.9%,73.6%,3.8%,,,,,
2,23/Jan/2026,CLP,Indices,MSCI Chile LC USD Net,,,,1.3,,11.3%,11.3%,77.0%,18.4%,15.3%,9.7%,,,,,,,,5.0%,68.7%,3.6%,,,,,
2,23/Jan/2026,CLP,Indices,FTSE Chile All Cap TR,,,,"2,227.6",,9.7%,9.7%,63.1%,27.2%,19.4%,11.7%,,,15.5%,1.16,,,,,,,,,,,
2,23/Jan/2026,CLP,Indices,FTSE Chile All Cap TR Gross Orange,,,,"2,557.8",,9.3%,9.3%,71.0%,27.8%,21.2%,11.2%,,,15.4%,1.15,,,,7.1%,,,,,,,
2,23/Jan/2026,CLP,Indices,Dow Jones Sustainability Chile,,,,"1,834.8",,9.3%,9.3%,58.2%,22.7%,13.8%,7.2%,,,15.3%,0.95,,,,,,,,,,,
2,23/Jan/2026,CLP,Indices,U.S. Dollar (Obs) USD/CLP,,,,870.7,,4.2%,4.2%,13.7%,−2.2%,−3.6%,−1.9%,,,,,,,,−4.5%,−46.2%,−4.1%,,,,,
3,23/Jan/2026,USD,Moneda,MSC I (LX),,Moneda,,101.8,297.9,11.2%,11.2%,52.2%,11.1%,3.9%,7.7%,,,23.6%,0.33,−2.2%,1.01,1.20%,,,,88.7%,3.7%,,,
3,23/Jan/2026,USD,Peer Group (Small & Mid Cap),LarrainVial Small & Mid Cap (LX),,LarrainVial,,120.7,868.3,11.8%,11.8%,54.3%,12.0%,7.0%,9.1%,,,21.3%,0.38,−0.3%,0.90,1.00%,,,,,,,,
3,23/Jan/2026,USD,Peer Group (Small & Mid Cap),Zurich AM SICAV SC Latam I,,Zurich,,144.5,57.4,12.9%,12.9%,55.9%,13.0%,6.0%,7.6%,,,23.4%,0.40,−0.6%,1.01,,,,,,,,,
3,23/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Brasil SC Net,,,,"1,677.9",,12.8%,12.8%,54.4%,10.4%,3.3%,14.1%,,,28.0%,0.27,−4.8%,1.18,,,,,44.8%,2.1%,,,
3,23/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Chile SC Net,,,,"1,399.6",,15.3%,15.3%,74.4%,26.6%,15.4%,9.1%,,,20.8%,1.03,17.4%,0.68,,,,,47.6%,2.2%,,,
3,23/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Colombia SC Net,,,,"2,271.2",,24.7%,24.7%,92.9%,,,,,,,,,,,,,,,,,,
3,23/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Mexico SC Net,,,,"1,475.3",,8.4%,8.4%,45.5%,12.1%,16.2%,9.2%,,,22.3%,0.40,3.2%,0.72,,,,,46.3%,2.2%,,,
3,23/Jan/2026,USD,Indices,MSCI EM Latam SC Net,,,,"1,428.8",,12.9%,12.9%,57.3%,13.8%,7.8%,9.7%,,,23.0%,0.43,,,,,,,35.4%,1.7%,,,
4,23/Jan/2026,USD,Moneda,MLE A (LX),,Moneda (LX),,209.3,2.8,12.7%,12.7%,61.7%,12.8%,6.6%,9.8%,,,21.7%,0.43,−3.9%,1.02,1.00%,,,,,,109.3%,7.5%,
4,23/Jan/2026,USD,Moneda,MLE I (LX),,Moneda (LX),,192.3,225.9,12.8%,12.8%,62.5%,13.4%,7.2%,,,,21.7%,0.46,−3.3%,1.02,1.00%,,,,,,,,
4,23/Jan/2026,USD,Peer Group (Large Cap),iShares Latam 40 ETF,,BlackRock,,35.0,"3,609.7",14.9%,14.9%,61.2%,17.5%,9.8%,9.8%,,,21.4%,0.64,0.5%,1.00,0.49%,,,,,,100.7%,7.0%,4.7%
4,23/Jan/2026,USD,Peer Group (Large Cap),DWS Invest Latam Equities,,Deutsche,,288.0,"2,560.3",12.0%,12.0%,66.6%,17.5%,12.7%,,,,20.6%,0.65,1.1%,0.95,0.30%,,,,,,,,
4,23/Jan/2026,USD,Peer Group (Large Cap),LV Latin American Equity,,LarrainVial,,153.8,"2,111.0",13.4%,13.4%,61.4%,18.2%,10.8%,,,,20.0%,0.68,1.7%,0.94,1.00%,,,,,,,,
4,23/Jan/2026,USD,Peer Group (Large Cap),BlackRock Global Funds Latam,,BlackRock,,85.4,772.3,11.6%,11.6%,54.4%,11.5%,6.6%,7.9%,,,23.2%,0.36,−5.3%,1.04,,,,,,,73.5%,5.5%,3.7%
4,23/Jan/2026,USD,Peer Group (Large Cap),Schroder Latam Equities,,Schroder,,72.4,648.5,11.0%,11.0%,50.8%,13.1%,9.2%,11.2%,,,19.7%,0.48,−1.8%,0.90,,,,,,,133.4%,8.6%,6.6%
4,23/Jan/2026,USD,Peer Group (Large Cap),Templeton Latin America Fund,,Templeton,,31.4,614.0,12.8%,12.8%,63.1%,15.8%,9.7%,10.3%,,,20.8%,0.54,−1.3%,0.97,,,,,,,121.5%,8.1%,6.0%
4,23/Jan/2026,USD,Peer Group (Large Cap),JPMorgan Latam (LX),,JPMorgan,,31.7,509.1,11.4%,11.4%,57.2%,17.7%,10.1%,11.3%,,,19.9%,0.69,2.0%,0.92,0.85%,,,,,,144.5%,9.1%,7.0%
4,23/Jan/2026,USD,Peer Group (Large Cap),Fidelity Latam I (LX),,Fidelity,,10.7,403.8,13.6%,13.6%,62.6%,16.5%,8.1%,9.7%,,,21.7%,0.60,−0.2%,1.01,,,,,,,110.9%,7.6%,5.8%
4,23/Jan/2026,USD,Peer Group (Large Cap),BCI SICAV Latam Equity Fund,BCI,,,134.7,296.2,12.8%,12.8%,62.3%,16.1%,11.7%,,,,20.9%,0.57,−0.9%,0.99,1.00%,,,,,,,,
4,23/Jan/2026,USD,Peer Group (Large Cap),Amundi Latam Equity (LX),,Amundi,,"8,646.3",276.5,14.4%,14.4%,65.6%,20.5%,13.5%,11.8%,,,20.9%,0.75,2.9%,0.98,0.90%,,,,,,148.1%,9.3%,6.9%
4,23/Jan/2026,USD,Peer Group (Large Cap),Handelsbanken Latinamerika,,Handelsbanken,,18.4,257.9,10.7%,10.7%,60.0%,18.0%,9.9%,,,,,,,0.00,,,,,,,,,
4,23/Jan/2026,USD,Peer Group (Large Cap),Threadneedle Latam (GB),,Threadneedle,,466.6,215.7,12.2%,12.2%,51.2%,14.5%,5.3%,8.8%,,,,,,0.00,1.00%,,,,,,88.3%,6.4%,4.2%
4,23/Jan/2026,USD,Peer Group (Large Cap),Santander SC Latam (LX),,Santander,,"1,420.8",93.8,12.7%,12.7%,59.9%,13.2%,8.6%,8.3%,,,21.0%,0.44,−3.6%,0.99,0.70%,,,,,,83.1%,6.1%,4.1%
4,23/Jan/2026,USD,Peer Group (Large Cap),All BTG Pactual Latam Equity,BTG,Pactual,,144.4,84.7,11.5%,11.5%,63.1%,13.0%,8.1%,8.1%,,,20.7%,0.43,−3.3%,0.96,0.90%,,,,,,86.9%,6.3%,4.9%
4,23/Jan/2026,USD,Peer Group (Large Cap),Ninety One Latam Equities (LX),,Ninety One,,21.9,38.9,12.8%,12.8%,66.9%,9.3%,5.9%,9.4%,,,22.0%,0.26,−7.1%,0.99,1.00%,,,,,,110.5%,7.5%,5.8%
4,23/Jan/2026,USD,Peer Group (Large Cap),Credicorp Latam Equities,,Credicorp,,"1,584.4",24.0,13.5%,13.5%,57.6%,13.7%,7.1%,,,,21.1%,0.47,−3.0%,0.99,,,,,,,,,
4,23/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Brazil ETF,,BlackRock,,36.6,"8,578.7",15.2%,15.2%,54.5%,13.7%,6.7%,10.7%,,,25.6%,0.42,−5.1%,1.16,0.59%,,,,,,114.0%,7.7%,4.4%
4,23/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Mexico ETF,,BlackRock,,76.1,"2,131.4",9.7%,9.7%,56.2%,12.7%,14.4%,6.5%,,,20.2%,0.48,0.7%,0.77,0.47%,,,,,,53.7%,4.3%,3.6%
4,23/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Chile ETF,,BlackRock,,46.4,"1,300.8",14.9%,14.9%,77.9%,21.4%,12.6%,7.5%,,,21.1%,0.80,7.2%,0.82,0.59%,,,,,,77.7%,5.8%,4.4%
4,23/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Peru ETF,,BlackRock,,88.4,503.5,22.2%,22.2%,122.9%,46.9%,24.4%,19.2%,,,23.8%,1.59,32.6%,0.79,0.59%,,,,,,356.5%,16.0%,13.1%
4,23/Jan/2026,USD,Indices,MSCI Latam 10/40 Net,,,,"1,141.2",,14.0%,14.0%,66.3%,17.3%,12.6%,11.7%,,,21.0%,0.62,,,,,,,,,141.8%,9.0%,6.9%
4,23/Jan/2026,USD,Indices,MSCI Latam ESG Leaders Net,,,,"1,598.9",,13.5%,13.5%,69.7%,15.0%,7.2%,8.6%,,,21.5%,0.51,,,,,,,,,84.1%,6.1%,3.9%
4,23/Jan/2026,USD,Indices,MSCI Latam TR Net,,,,830.8,,14.0%,14.0%,65.8%,17.0%,12.3%,11.6%,,,20.9%,0.61,,,,,,,,,138.3%,8.8%,6.7%
4,23/Jan/2026,USD,Other Moneda Funds Returns,Mercer,,Moneda,,236.6,288.5,13.8%,13.8%,67.9%,14.0%,11.1%,,,,22.1%,0.50,−1.0%,0.98,,,,,,,113.8%,8.0%,12.3%
4,23/Jan/2026,USD,Other Moneda Funds Returns,Moneda All Caps A,,Moneda,,88.7,36.0,11.9%,11.9%,57.7%,,,,,,,,,,0.10%,,,,,,,,
4,23/Jan/2026,USD,Other Moneda Funds Returns,Moneda All Caps AE,,Moneda,,89.2,1.2,11.9%,11.9%,57.7%,,,,,,,,,,0.10%,,,,,,,,
4,23/Jan/2026,USD,Other Moneda Funds Returns,MSCI EM Latam IMI,,,,"1,656.2",,13.9%,13.9%,64.7%,16.6%,11.7%,11.3%,,,21.0%,0.59,,,,,,,,,156.2%,10.0%,12.5%
4,23/Jan/2026,USD,Other Moneda Funds Returns,Glory,,Moneda,,214.0,383.4,12.7%,12.7%,62.7%,14.2%,8.1%,11.2%,,,21.2%,0.50,−2.6%,0.99,,,,,,,155.1%,9.6%,7.5%
4,23/Jan/2026,USD,Other Moneda Funds Returns,MSCI TR Latam Gross,,,,"12,250.5",,14.1%,14.1%,66.7%,17.6%,12.9%,12.0%,,,20.9%,0.64,,,,,,,,,149.0%,9.3%,6.9%
