page_num,report_date,currency,group,FUND,Date,Manager,Incep,NAV,AUM_USD_mm,MTD,YTD,1_year,3_years,5_years,10_years,CUMULATIVE S. INCEP. PIONERO,ANNUALIZED S. INCEP. PIONERO,sigma,Sharpe,Alpha,Beta,Mgmt_Fee,ANNUALIZED S. INCEP. ORANGE,CUMULATIVE S. INCEP. MRV A,ANNUALIZED S. INCEP. MRV A,CUMULATIVE S. INCEP. MSC,ANNUALIZED S. INCEP. MSC,ANNUALIZED S. INCEP. MLE LX,ANNUALIZED S. INCEP. MDELA,ANNUALIZED S. INCEP. GLORY
1,13/Mar/2026,CLP,Indices,IGPA Mid Cap,,,,"54,113.9",,−4.3%,3.8%,42.2%,28.9%,22.1%,11.1%,,,14.6%,1.39,,,,,,,,,,,
1,13/Mar/2026,CLP,Indices,IGPA SC & MC,,,,"2,193.6",,−3.6%,2.5%,39.0%,27.6%,21.5%,12.5%,,,13.6%,1.43,,,,,,,,,,,
1,13/Mar/2026,CLP,Indices,Moneda 500,,,,"6,395.0",,−3.2%,3.9%,44.4%,28.3%,18.8%,10.7%,"2,036.6%",10.0%,12.8%,1.56,,,,,,,,,,,
1,13/Mar/2026,CLP,Indices,IPSA,,,,"10,466.5",,−3.8%,−0.1%,40.5%,25.2%,16.4%,10.5%,"1,246.1%",8.5%,15.4%,1.14,,,,,,,,,,,
1,13/Mar/2026,CLP,Indices,MSCI EM Latam SC Net,,,,1.2,,−6.9%,4.0%,34.4%,16.7%,11.1%,9.9%,,,,,,,,,,,,,,,
1,13/Mar/2026,CLP,Indices,UF,,,,"39,841.7",,0.1%,0.3%,2.7%,3.8%,6.3%,4.5%,270.2%,4.2%,,,,,,,,,,,,,
1,13/Mar/2026,CLP,Indices,U.S. Dollar (Obs) USD/CLP,,,,914.0,,−4.7%,−0.7%,2.9%,−4.2%,−4.7%,−2.9%,−52.9%,−2.3%,,,,,,,,,,,,,
2,13/Mar/2026,CLP,Moneda,MRV A,,Moneda,,"30,558.1",47.6,−2.5%,−2.1%,40.2%,23.4%,16.2%,10.3%,,,15.0%,1.06,−0.4%,0.95,0.80%,6.4%,122.3%,5.5%,,,,,
2,13/Mar/2026,CLP,Moneda,MRV AE,,Moneda,,"30,864.6",0.2,−2.5%,−2.1%,40.5%,23.6%,16.4%,,,,15.1%,1.07,−0.3%,0.95,0.80%,,,,,,,,
2,13/Mar/2026,CLP,Moneda,MRV E,,Moneda,,"31,169.0",25.5,−2.5%,−2.0%,40.8%,23.7%,16.7%,,,,15.1%,1.07,−0.1%,0.95,0.65%,,,,,,,,
2,13/Mar/2026,CLP,Moneda,MRV I,,Moneda,,"31,652.4",11.8,−2.5%,−2.0%,40.8%,23.7%,16.8%,,,,15.1%,1.07,−0.1%,0.95,0.65%,,,,,,,,
2,13/Mar/2026,CLP,Moneda,MRV R,,Moneda,,"30,029.8",2.9,−2.6%,−2.2%,39.4%,,,,,,,,,,1.30%,,,,,,,,
2,13/Mar/2026,CLP,Moneda,Orange,,Moneda,,"25,386.7",549.0,−2.4%,−1.6%,39.2%,22.5%,16.5%,11.4%,,,14.6%,1.04,−0.4%,0.92,,7.3%,,,,,,,
2,13/Mar/2026,CLP,Peer Group,MBI Arbitrage,MBI,,,"54,439.3",67.2,−5.2%,−6.8%,17.3%,17.8%,12.4%,7.6%,,,14.6%,0.75,−4.2%,0.91,0.85%,,,,,,,,
2,13/Mar/2026,CLP,Peer Group (Mutual Funds),FM BTG Chile Acción,BTG,Pactual,,"1,812.2",277.7,−4.1%,−1.4%,42.1%,29.6%,20.7%,,,,15.9%,1.31,3.0%,1.01,1.00%,,,,,,,,
2,13/Mar/2026,CLP,Peer Group (Mutual Funds),FM ETF Itau Now IPSA,Itau,,,"4,979.1",218.1,−3.8%,−0.2%,40.1%,24.7%,15.9%,10.3%,,,15.4%,1.11,−0.4%,1.00,0.47%,,,,,,,,
2,13/Mar/2026,CLP,Peer Group (Mutual Funds),FM Principal Capitales Acc Chilenas,,Principal,,"1,799.2",131.4,−3.9%,−0.5%,39.3%,25.6%,20.7%,,,,14.6%,1.19,2.0%,0.91,1.09%,,,,,,,,
2,13/Mar/2026,CLP,Peer Group (Mutual Funds),FM Toesca Chile Equities,,Toesca,,"2,047.5",129.7,−4.6%,−0.8%,45.2%,25.9%,23.0%,,,,15.0%,1.18,1.4%,0.95,1.10%,,,,,,,,
2,13/Mar/2026,CLP,Peer Group (Mutual Funds),FM Compass Acciones Chilenas,,Compass,,"2,259.8",112.9,−4.2%,−0.6%,41.4%,26.4%,21.2%,,,,15.3%,1.18,1.8%,0.95,0.80%,,,,,,,,
2,13/Mar/2026,CLP,Peer Group (Mutual Funds),FM Santander Acciones Chilenas III,,Santander,,"1,693.0",92.1,−3.9%,−0.2%,41.4%,25.6%,16.8%,,,,15.4%,1.16,0.3%,1.00,1.29%,,,,,,,,
2,13/Mar/2026,CLP,Peer Group (Mutual Funds),FM Credicorp Acciones Estratégicas,,Credicorp,,"2,168.6",38.9,−4.2%,−0.4%,43.9%,28.3%,19.3%,11.2%,,,15.1%,1.31,3.4%,0.96,1.05%,,,,,,,,
2,13/Mar/2026,CLP,Peer Group (Hedge Funds Chile),FM LarrainVial Enfoque,,LarrainVial,,"2,210.9",515.9,−5.5%,2.1%,58.6%,37.2%,24.0%,13.1%,,,16.6%,1.61,9.5%,1.00,0.84%,9.1%,192.2%,7.5%,,,,,
2,13/Mar/2026,CLP,Peer Group (Hedge Funds Chile),Falcom Tactical Chilean Equities,,Falcom,,"3,727.7",438.9,−5.0%,−1.9%,45.7%,29.5%,24.1%,17.9%,,,17.2%,1.21,1.4%,1.08,1.50%,,,,,,,,
2,13/Mar/2026,CLP,Peer Group (Hedge Funds Chile),Arrayan Acciones Chilenas,,Arrayan,,"54,620.0",115.1,−4.7%,−0.9%,22.1%,18.8%,20.0%,,,,12.2%,0.94,−0.1%,0.76,0.80%,,,,,,,,
2,13/Mar/2026,CLP,Peer Group (Hedge Funds Chile),Quest Acciones Chile,,Quest,,"93,806.3",75.6,−2.7%,−0.7%,39.2%,24.7%,20.4%,15.0%,,,15.8%,1.11,0.9%,0.96,1.26%,,,,,,,,
2,13/Mar/2026,CLP,Indices,IPSA,,,,"10,466.5",,−3.8%,−0.1%,40.5%,25.2%,16.4%,10.5%,,,15.4%,1.14,,,,6.7%,117.3%,5.4%,,,,,
2,13/Mar/2026,CLP,Indices,MSCI TR Net Chile USD,,,,"424,676.2",,−3.7%,−1.9%,38.1%,20.4%,11.5%,7.3%,,,,,,,,4.0%,56.0%,3.0%,,,,,
2,13/Mar/2026,CLP,Indices,MSCI Chile LC USD Net,,,,1.2,,−3.2%,−0.2%,53.9%,16.9%,10.5%,7.6%,,,,,,,,4.1%,51.2%,2.8%,,,,,
2,13/Mar/2026,CLP,Indices,FTSE Chile All Cap TR,,,,"2,022.5",,−3.9%,−0.4%,39.7%,24.2%,15.1%,9.7%,,,15.7%,1.05,,,,,,,,,,,
2,13/Mar/2026,CLP,Indices,FTSE Chile All Cap TR Gross Orange,,,,"2,313.2",,−3.8%,−1.1%,41.0%,22.4%,16.5%,10.0%,,,15.7%,1.04,,,,6.2%,,,,,,,
2,13/Mar/2026,CLP,Indices,Dow Jones Sustainability Chile,,,,"1,669.5",,−3.5%,−0.5%,37.2%,19.2%,9.7%,5.4%,,,15.5%,0.83,,,,,,,,,,,
2,13/Mar/2026,CLP,Indices,U.S. Dollar (Obs) USD/CLP,,,,914.0,,−4.7%,−0.7%,2.9%,−4.2%,−4.7%,−2.9%,,,,,,,,−4.9%,−48.7%,−4.4%,,,,,
3,13/Mar/2026,USD,Moneda,MSC I (LX),,Moneda,,92.2,269.6,−11.7%,0.7%,36.1%,9.4%,2.2%,5.2%,,,23.9%,0.29,−2.1%,1.01,1.20%,,,,70.8%,3.1%,,,
3,13/Mar/2026,USD,Peer Group (Small & Mid Cap),LarrainVial Small & Mid Cap (LX),,LarrainVial,,111.3,801.0,−12.6%,3.2%,36.0%,11.4%,5.9%,6.9%,,,21.8%,0.41,1.3%,0.91,1.00%,,,,,,,,
3,13/Mar/2026,USD,Peer Group (Small & Mid Cap),Zurich AM SICAV SC Latam I,,Zurich,,132.1,54.1,−13.0%,3.1%,38.6%,11.4%,4.8%,4.4%,,,24.0%,0.37,−0.4%,1.02,,,,,,,,,
3,13/Mar/2026,USD,Peer Group (Latam Specific Country),MSCI Brasil SC Net,,,,"1,552.8",,−12.7%,4.4%,39.0%,9.7%,2.0%,9.6%,,,28.2%,0.33,−2.1%,1.17,,,,,34.0%,1.7%,,,
3,13/Mar/2026,USD,Peer Group (Latam Specific Country),MSCI Chile SC Net,,,,"1,211.6",,−9.1%,−0.2%,31.8%,18.0%,10.7%,6.0%,,,21.0%,0.69,10.4%,0.68,,,,,27.8%,1.4%,,,
3,13/Mar/2026,USD,Peer Group (Latam Specific Country),MSCI Colombia SC Net,,,,"1,899.3",,−2.5%,4.3%,54.0%,,,,,,,,,,,,,,,,,,
3,13/Mar/2026,USD,Peer Group (Latam Specific Country),MSCI Mexico SC Net,,,,"1,410.4",,−10.3%,3.6%,38.9%,11.0%,14.9%,7.7%,,,23.1%,0.27,0.5%,0.75,,,,,39.8%,1.9%,,,
3,13/Mar/2026,USD,Indices,MSCI EM Latam SC Net,,,,"1,306.2",,−11.2%,3.2%,38.3%,11.8%,5.8%,6.8%,,,23.3%,0.38,,,,,,,23.8%,1.2%,,,
4,13/Mar/2026,USD,Moneda,MLE A (LX),,Moneda (LX),,194.2,3.1,−9.4%,4.6%,44.2%,13.5%,5.7%,6.3%,,,21.8%,0.46,−3.5%,1.00,1.00%,,,,,,94.2%,6.6%,
4,13/Mar/2026,USD,Moneda,MLE I (LX),,Moneda (LX),,178.5,199.3,−9.4%,4.7%,45.0%,14.1%,6.3%,,,,21.8%,0.49,−3.0%,1.01,1.00%,,,,,,,,
4,13/Mar/2026,USD,Peer Group (Large Cap),iShares Latam 40 ETF,,BlackRock,,33.1,"3,974.5",−9.1%,8.9%,49.0%,18.4%,9.0%,6.4%,,,20.8%,0.70,1.6%,0.96,0.49%,,,,,,90.2%,6.4%,4.1%
4,13/Mar/2026,USD,Peer Group (Large Cap),DWS Invest Latam Equities,,Deutsche,,275.3,"2,513.7",−9.3%,7.1%,50.9%,18.1%,11.6%,,,,21.4%,0.63,0.3%,0.98,0.30%,,,,,,,,
4,13/Mar/2026,USD,Peer Group (Large Cap),LV Latin American Equity,,LarrainVial,,145.7,"2,168.1",−9.6%,7.5%,47.3%,18.8%,10.1%,,,,20.2%,0.72,2.0%,0.94,1.00%,,,,,,,,
4,13/Mar/2026,USD,Peer Group (Large Cap),BlackRock Global Funds Latam,,BlackRock,,82.9,882.9,−9.4%,8.3%,42.9%,13.1%,6.4%,5.4%,,,24.1%,0.41,−5.0%,1.07,,,,,,,68.3%,5.1%,3.4%
4,13/Mar/2026,USD,Peer Group (Large Cap),Templeton Latin America Fund,,Templeton,,31.0,734.1,−8.2%,11.6%,51.4%,18.1%,10.1%,7.5%,,,21.0%,0.66,0.9%,0.96,,,,,,,119.1%,7.9%,5.8%
4,13/Mar/2026,USD,Peer Group (Large Cap),Schroder Latam Equities,,Schroder,,71.6,561.6,−6.8%,9.7%,49.6%,15.8%,9.9%,8.7%,,,20.9%,0.50,−2.0%,0.94,,,,,,,130.7%,8.4%,6.4%
4,13/Mar/2026,USD,Peer Group (Large Cap),JPMorgan Latam (LX),,JPMorgan,,30.7,532.3,−8.5%,7.9%,49.8%,18.4%,10.7%,8.8%,,,20.8%,0.64,0.6%,0.95,0.85%,,,,,,136.8%,8.7%,6.6%
4,13/Mar/2026,USD,Peer Group (Large Cap),Fidelity Latam I (LX),,Fidelity,,10.2,404.2,−11.0%,7.9%,49.9%,17.4%,7.8%,6.8%,,,22.4%,0.58,−1.0%,1.02,,,,,,,100.4%,6.9%,5.3%
4,13/Mar/2026,USD,Peer Group (Large Cap),Amundi Latam Equity (LX),,Amundi,,"8,407.2",366.0,−9.3%,11.3%,52.8%,21.7%,13.1%,9.3%,,,21.4%,0.78,3.3%,0.99,0.90%,,,,,,141.2%,8.9%,6.5%
4,13/Mar/2026,USD,Peer Group (Large Cap),BCI SICAV Latam Equity Fund,BCI,,,126.7,304.6,−8.7%,6.1%,48.3%,16.2%,10.7%,,,,21.1%,0.57,−1.3%,0.99,1.00%,,,,,,,,
4,13/Mar/2026,USD,Peer Group (Large Cap),Handelsbanken Latinamerika,,Handelsbanken,,17.4,258.0,−9.5%,4.6%,46.5%,17.2%,9.8%,,,,,,,0.00,,,,,,,,,
4,13/Mar/2026,USD,Peer Group (Large Cap),Threadneedle Latam (GB),,Threadneedle,,448.8,205.6,−5.8%,11.5%,52.4%,15.9%,6.3%,6.0%,,,,,,0.00,1.00%,,,,,,87.1%,6.2%,4.1%
4,13/Mar/2026,USD,Peer Group (Large Cap),Santander SC Latam (LX),,Santander,,"1,358.8",105.7,−8.8%,7.8%,48.4%,14.3%,7.9%,5.4%,,,21.2%,0.49,−2.9%,0.99,0.70%,,,,,,75.1%,5.5%,3.6%
4,13/Mar/2026,USD,Peer Group (Large Cap),All BTG Pactual Latam Equity,BTG,Pactual,,135.7,71.6,−8.6%,4.8%,49.3%,13.6%,7.1%,5.4%,,,20.7%,0.44,−3.4%,0.95,0.90%,,,,,,75.7%,5.6%,4.3%
4,13/Mar/2026,USD,Peer Group (Large Cap),Ninety One Latam Equities (LX),,Ninety One,,20.8,37.3,−9.6%,6.8%,50.5%,11.7%,5.4%,6.8%,,,21.8%,0.40,−4.3%,0.98,1.00%,,,,,,99.2%,6.9%,5.2%
4,13/Mar/2026,USD,Peer Group (Large Cap),Credicorp Latam Equities,,Credicorp,,"1,512.1",34.0,−9.6%,8.3%,49.0%,14.9%,6.8%,,,,21.6%,0.51,−2.7%,1.00,,,,,,,,,
4,13/Mar/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Brazil ETF,,BlackRock,,35.5,"9,020.9",−8.4%,11.7%,46.3%,16.1%,7.2%,6.3%,,,24.6%,0.56,−1.6%,1.09,0.59%,,,,,,107.5%,7.3%,4.0%
4,13/Mar/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Mexico ETF,,BlackRock,,71.5,"2,145.8",−11.6%,3.2%,42.3%,11.7%,12.5%,4.6%,,,21.0%,0.33,−2.9%,0.80,0.47%,,,,,,44.6%,3.6%,3.0%
4,13/Mar/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Chile ETF,,BlackRock,,38.9,"1,091.5",−10.7%,−3.8%,33.6%,15.0%,7.1%,4.1%,,,20.5%,0.59,2.9%,0.76,0.59%,,,,,,48.8%,3.9%,2.7%
4,13/Mar/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Peru ETF,,BlackRock,,80.1,518.2,−14.7%,10.7%,93.1%,45.7%,20.8%,14.6%,,,23.7%,1.51,29.6%,0.78,0.59%,,,,,,313.6%,14.7%,11.9%
4,13/Mar/2026,USD,Indices,MSCI Latam 10/40 Net,,,,"1,087.1",,−9.3%,8.6%,53.0%,17.9%,12.0%,8.4%,,,21.3%,0.64,,,,,,,,,130.3%,8.4%,6.3%
4,13/Mar/2026,USD,Indices,MSCI Latam ESG Leaders Net,,,,"1,509.4",,−9.3%,7.2%,52.4%,15.1%,6.9%,5.1%,,,21.8%,0.50,,,,,,,,,73.8%,5.5%,3.3%
4,13/Mar/2026,USD,Indices,MSCI Latam TR Net,,,,791.5,,−9.3%,8.6%,52.7%,17.6%,11.7%,8.2%,,,21.2%,0.63,,,,,,,,,127.0%,8.2%,6.2%
4,13/Mar/2026,USD,Other Moneda Funds Returns,Mercer,,Moneda,,220.8,269.3,−9.8%,6.2%,49.5%,13.2%,9.3%,6.6%,,,22.6%,0.41,−3.5%,1.00,,,,,,,99.5%,7.1%,10.4%
4,13/Mar/2026,USD,Other Moneda Funds Returns,Moneda All Caps A,,Moneda,,81.7,34.9,−10.2%,3.1%,40.5%,,,,,,,,,,0.10%,,,,,,,,
4,13/Mar/2026,USD,Other Moneda Funds Returns,Moneda All Caps AE,,Moneda,,82.1,1.1,−10.2%,3.1%,40.5%,,,,,,,,,,0.10%,,,,,,,,
4,13/Mar/2026,USD,Other Moneda Funds Returns,MSCI EM Latam IMI,,,,"1,570.2",,−9.5%,8.0%,50.9%,16.9%,10.9%,8.0%,,,21.3%,0.60,,,,,,,,,142.9%,9.2%,11.0%
4,13/Mar/2026,USD,Other Moneda Funds Returns,Glory,,Moneda,,202.3,362.5,−9.2%,6.6%,46.9%,15.5%,7.6%,9.0%,,,21.4%,0.54,−2.2%,0.99,,,,,,,141.1%,8.9%,6.8%
4,13/Mar/2026,USD,Other Moneda Funds Returns,MSCI TR Latam Gross,,,,"11,671.6",,−9.3%,8.7%,53.5%,18.3%,12.2%,8.7%,,,21.2%,0.66,,,,,,,,,137.3%,8.7%,6.3%
