page_num,report_date,currency,group,FUND,Date,Manager,Incep,NAV,AUM_USD_mm,MTD,YTD,1_year,3_years,5_years,10_years,CUMULATIVE S. INCEP. PIONERO,ANNUALIZED S. INCEP. PIONERO,sigma,Sharpe,Alpha,Beta,Mgmt_Fee,ANNUALIZED S. INCEP. ORANGE,CUMULATIVE S. INCEP. MRV A,ANNUALIZED S. INCEP. MRV A,CUMULATIVE S. INCEP. MSC,ANNUALIZED S. INCEP. MSC,ANNUALIZED S. INCEP. MLE LX,ANNUALIZED S. INCEP. MDELA,ANNUALIZED S. INCEP. GLORY
1,9/Jan/2026,CLP,Indices,Moneda 500,,,,"6,407.0",,4.1%,4.1%,60.3%,32.3%,20.7%,11.4%,"2,040.6%",10.1%,11.5%,1.80,,,,,,,,,,,
1,9/Jan/2026,CLP,Indices,IPSA,,,,"10,929.1",,4.3%,4.3%,60.7%,28.4%,19.1%,11.9%,"1,305.6%",8.7%,14.4%,1.30,,,,,,,,,,,
1,9/Jan/2026,CLP,Indices,MSCI EM Latam SC Net,,,,1.2,,2.5%,2.5%,34.2%,15.3%,10.1%,10.8%,,,,,,,,,,,,,,,
1,9/Jan/2026,CLP,Indices,UF,,,,"39,762.5",,0.1%,0.1%,3.4%,4.1%,6.5%,4.5%,269.4%,4.2%,,,,,,,,,,,,,
1,9/Jan/2026,CLP,Indices,U.S. Dollar (Obs) USD/CLP,,,,895.5,,1.3%,1.3%,12.1%,−2.2%,−4.4%,−2.1%,−52.0%,−2.3%,,,,,,,,,,,,,
2,9/Jan/2026,CLP,Moneda,MRV A,,Moneda,,"32,546.3",50.4,4.3%,4.3%,63.0%,27.2%,19.2%,11.8%,,,14.1%,1.22,−0.3%,0.95,0.80%,7.0%,136.8%,6.1%,,,,,
2,9/Jan/2026,CLP,Moneda,MRV AE,,Moneda,,"32,863.7",0.2,4.3%,4.3%,63.3%,27.4%,19.4%,,,,14.1%,1.22,−0.2%,0.95,0.80%,,,,,,,,
2,9/Jan/2026,CLP,Moneda,MRV E,,Moneda,,"33,186.7",27.1,4.3%,4.3%,63.8%,27.5%,19.7%,,,,14.1%,1.23,−0.1%,0.95,0.65%,,,,,,,,
2,9/Jan/2026,CLP,Moneda,MRV I,,Moneda,,"33,701.4",12.8,4.3%,4.3%,63.8%,27.5%,19.7%,,,,14.1%,1.23,−0.1%,0.95,0.65%,,,,,,,,
2,9/Jan/2026,CLP,Moneda,MRV R,,Moneda,,"32,017.6",2.9,4.3%,4.3%,62.2%,,,,,,,,,,1.30%,,,,,,,,
2,9/Jan/2026,CLP,Moneda,Orange,,Moneda,,"26,843.2",592.5,4.0%,4.0%,60.5%,26.0%,19.5%,12.8%,,,13.8%,1.17,−0.6%,0.92,,7.9%,,,,,,,
2,9/Jan/2026,CLP,Peer Group,MBI Arbitrage,MBI,,,"60,412.8",75.8,3.4%,3.4%,41.6%,23.1%,15.8%,9.7%,,,13.6%,1.01,−2.6%,0.90,0.85%,,,,,,,,
2,9/Jan/2026,CLP,Peer Group (Mutual Funds),FM BTG Chile Acción,BTG,Pactual,,"1,893.8",306.3,3.0%,3.0%,66.0%,34.2%,23.3%,,,,14.6%,1.52,3.9%,0.98,1.00%,,,,,,,,
2,9/Jan/2026,CLP,Peer Group (Mutual Funds),FM ETF Itau Now IPSA,Itau,,,"5,204.2",220.1,4.3%,4.3%,60.2%,27.9%,18.6%,11.6%,,,14.3%,1.26,−0.5%,0.99,0.47%,,,,,,,,
2,9/Jan/2026,CLP,Peer Group (Mutual Funds),FM Security Index Fund Chile,,Security,,"1,392.0",154.7,4.3%,4.3%,54.3%,23.6%,12.7%,8.5%,,,14.2%,1.02,−3.7%,0.98,0.63%,4.4%,,,,,,,
2,9/Jan/2026,CLP,Peer Group (Mutual Funds),FM Principal Capitales Acc Chilenas,,Principal,,"1,890.4",140.5,4.5%,4.5%,61.7%,29.7%,23.4%,,,,12.9%,1.48,4.1%,0.85,1.09%,,,,,,,,
2,9/Jan/2026,CLP,Peer Group (Mutual Funds),FM Toesca Chile Equities,,Toesca,,"2,147.8",128.4,4.0%,4.0%,67.4%,29.9%,26.5%,,,,13.6%,1.40,2.5%,0.92,1.10%,,,,,,,,
2,9/Jan/2026,CLP,Peer Group (Mutual Funds),FM Compass Acciones Chilenas,,Compass,,"2,391.2",115.7,5.1%,5.1%,66.0%,30.8%,24.5%,,,,13.2%,1.50,4.4%,0.88,0.80%,,,,,,,,
2,9/Jan/2026,CLP,Peer Group (Mutual Funds),FM Santander Acciones Chilenas III,,Santander,,"1,762.4",96.9,3.9%,3.9%,61.2%,28.7%,19.4%,,,,14.3%,1.30,0.2%,0.99,1.29%,,,,,,,,
2,9/Jan/2026,CLP,Peer Group (Mutual Funds),FM Credicorp Acciones Estratégicas,,Credicorp,,"2,265.5",41.5,4.0%,4.0%,67.9%,31.9%,22.4%,11.7%,,,13.8%,1.51,3.9%,0.93,1.05%,,,,,,,,
2,9/Jan/2026,CLP,Peer Group (Hedge Funds Chile),FM LarrainVial Enfoque,,LarrainVial,,"2,277.2",488.9,5.2%,5.2%,85.9%,40.4%,27.2%,14.5%,,,14.0%,1.94,11.5%,0.90,0.84%,9.5%,200.9%,7.8%,,,,,
2,9/Jan/2026,CLP,Peer Group (Hedge Funds Chile),Falcom Tactical Chilean Equities,,Falcom,,"3,981.6",478.5,4.8%,4.8%,74.6%,36.0%,28.3%,19.9%,,,15.3%,1.56,4.7%,1.02,1.50%,,,,,,,,
2,9/Jan/2026,CLP,Peer Group (Hedge Funds Chile),Arrayan Acciones Chilenas,,Arrayan,,"57,906.5",127.8,5.1%,5.1%,42.1%,24.1%,,,,,10.5%,1.35,3.5%,0.69,0.80%,,,,,,,,
2,9/Jan/2026,CLP,Peer Group (Hedge Funds Chile),Quest Acciones Chile,,Quest,,"99,261.7",82.1,5.1%,5.1%,63.0%,29.9%,24.0%,16.7%,,,14.4%,1.37,3.0%,0.92,1.26%,,,,,,,,
2,9/Jan/2026,CLP,Indices,IPSA,,,,"10,929.1",,4.3%,4.3%,60.7%,28.4%,19.1%,11.9%,,,14.4%,1.30,,,,7.2%,126.9%,5.8%,,,,,
2,9/Jan/2026,CLP,Indices,MSCI TR Net Chile USD,,,,"448,603.7",,3.6%,3.6%,59.8%,22.5%,14.1%,8.8%,,,,,,,,4.5%,64.8%,3.5%,,,,,
2,9/Jan/2026,CLP,Indices,MSCI Chile LC USD Net,,,,1.2,,3.1%,3.1%,69.0%,16.8%,12.9%,8.9%,,,,,,,,4.4%,56.3%,3.1%,,,,,
2,9/Jan/2026,CLP,Indices,FTSE Chile All Cap TR,,,,"2,117.5",,4.3%,4.3%,60.8%,26.6%,17.8%,11.0%,,,14.9%,1.11,,,,,,,,,,,
2,9/Jan/2026,CLP,Indices,FTSE Chile All Cap TR Gross Orange,,,,"2,437.2",,4.2%,4.2%,63.0%,25.8%,20.0%,10.7%,,,14.9%,1.10,,,,6.7%,,,,,,,
2,9/Jan/2026,CLP,Indices,Dow Jones Sustainability Chile,,,,"1,741.8",,3.8%,3.8%,55.8%,21.5%,12.2%,6.6%,,,14.7%,0.88,,,,,,,,,,,
2,9/Jan/2026,CLP,Indices,U.S. Dollar (Obs) USD/CLP,,,,895.5,,1.3%,1.3%,12.1%,−2.2%,−4.4%,−2.1%,,,,,,,,−4.8%,−47.7%,−4.3%,,,,,
3,9/Jan/2026,USD,Moneda,MSC I (LX),,Moneda,,94.8,287.2,3.6%,3.6%,47.9%,11.0%,2.4%,6.7%,,,22.6%,0.22,−2.2%,1.02,1.20%,,,,75.7%,3.3%,,,
3,9/Jan/2026,USD,Peer Group (Small & Mid Cap),LarrainVial Small & Mid Cap (LX),,LarrainVial,,112.4,808.5,4.2%,4.2%,50.4%,11.9%,5.2%,8.1%,,,20.4%,0.27,−0.2%,0.90,1.00%,,,,,,,,
3,9/Jan/2026,USD,Peer Group (Small & Mid Cap),Zurich AM SICAV SC Latam I,,Zurich,,132.6,52.7,3.5%,3.5%,50.1%,12.1%,3.5%,6.4%,,,22.2%,0.28,−0.8%,1.01,,,,,,,,,
3,9/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Brasil SC Net,,,,"1,547.3",,4.0%,4.0%,48.6%,9.6%,0.9%,12.4%,,,27.1%,0.18,−4.3%,1.20,,,,,33.5%,1.7%,,,
3,9/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Chile SC Net,,,,"1,289.5",,6.2%,6.2%,69.5%,25.7%,13.3%,8.4%,,,19.1%,0.96,16.9%,0.63,,,,,36.0%,1.8%,,,
3,9/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Colombia SC Net,,,,"1,940.7",,6.6%,6.6%,50.2%,,,,,,,,,,,,,,,,,,
3,9/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Mexico SC Net,,,,"1,373.7",,0.9%,0.9%,40.9%,11.3%,13.2%,8.1%,,,21.7%,0.29,2.6%,0.72,,,,,36.2%,1.8%,,,
3,9/Jan/2026,USD,Indices,MSCI EM Latam SC Net,,,,"1,313.4",,3.8%,3.8%,50.5%,12.8%,5.2%,8.5%,,,21.9%,0.31,,,,,,,24.5%,1.3%,,,
4,9/Jan/2026,USD,Moneda,MLE A (LX),,Moneda (LX),,193.1,2.4,4.0%,4.0%,54.1%,12.0%,4.1%,8.8%,,,20.4%,0.30,−3.7%,1.03,1.00%,,,,,,93.1%,6.7%,
4,9/Jan/2026,USD,Moneda,MLE I (LX),,Moneda (LX),,177.4,216.0,4.0%,4.0%,54.9%,12.6%,4.7%,,,,20.4%,0.33,−3.2%,1.03,1.00%,,,,,,,,
4,9/Jan/2026,USD,Peer Group (Large Cap),iShares Latam 40 ETF,,BlackRock,,31.9,"2,839.6",4.6%,4.6%,54.0%,15.8%,6.2%,8.5%,,,19.2%,0.48,0.1%,0.97,0.49%,,,,,,82.8%,6.1%,3.8%
4,9/Jan/2026,USD,Peer Group (Large Cap),DWS Invest Latam Equities,,Deutsche,,266.7,"2,353.1",3.7%,3.7%,60.3%,16.9%,10.0%,,,,19.4%,0.52,1.1%,0.96,0.30%,,,,,,,,
4,9/Jan/2026,USD,Peer Group (Large Cap),LV Latin American Equity,,LarrainVial,,141.3,"1,903.9",4.2%,4.2%,54.7%,17.2%,8.0%,,,,18.7%,0.56,1.7%,0.95,1.00%,,,,,,,,
4,9/Jan/2026,USD,Peer Group (Large Cap),BlackRock Global Funds Latam,,BlackRock,,79.3,759.9,3.6%,3.6%,48.2%,10.9%,4.1%,6.7%,,,22.2%,0.24,−5.3%,1.07,,,,,,,61.1%,4.8%,3.0%
4,9/Jan/2026,USD,Peer Group (Large Cap),Templeton Latin America Fund,,Templeton,,28.7,614.0,3.2%,3.2%,54.8%,13.3%,6.5%,8.9%,,,19.6%,0.41,−1.3%,0.99,,,,,,,102.8%,7.2%,5.2%
4,9/Jan/2026,USD,Peer Group (Large Cap),Schroder Latam Equities,,Schroder,,67.5,598.0,3.4%,3.4%,47.6%,12.5%,6.6%,9.9%,,,18.6%,0.35,−1.8%,0.91,,,,,,,117.5%,7.9%,5.9%
4,9/Jan/2026,USD,Peer Group (Large Cap),JPMorgan Latam (LX),,JPMorgan,,29.5,471.7,3.7%,3.7%,52.8%,17.0%,7.9%,10.1%,,,18.5%,0.55,1.8%,0.92,0.85%,,,,,,127.6%,8.4%,6.3%
4,9/Jan/2026,USD,Peer Group (Large Cap),Fidelity Latam I (LX),,Fidelity,,9.8,364.4,4.6%,4.6%,58.2%,15.6%,5.4%,8.5%,,,20.0%,0.46,−0.3%,0.99,,,,,,,94.2%,6.7%,5.0%
4,9/Jan/2026,USD,Peer Group (Large Cap),BCI SICAV Latam Equity Fund,BCI,,,124.0,264.0,3.8%,3.8%,56.3%,14.9%,8.7%,,,,19.6%,0.44,−1.0%,1.00,1.00%,,,,,,,,
4,9/Jan/2026,USD,Peer Group (Large Cap),Handelsbanken Latinamerika,,Handelsbanken,,17.3,249.5,3.5%,3.5%,58.1%,17.8%,7.6%,,,,,,,0.00,,,,,,,,,
4,9/Jan/2026,USD,Peer Group (Large Cap),Amundi Latam Equity (LX),,Amundi,,"7,888.9",242.9,4.4%,4.4%,57.6%,18.1%,9.8%,10.5%,,,19.3%,0.62,2.9%,0.98,0.90%,,,,,,126.3%,8.3%,6.0%
4,9/Jan/2026,USD,Peer Group (Large Cap),Threadneedle Latam (GB),,Threadneedle,,427.3,197.1,2.8%,2.8%,47.8%,13.2%,3.6%,7.5%,,,,,,0.00,1.00%,,,,,,72.5%,5.5%,3.3%
4,9/Jan/2026,USD,Peer Group (Large Cap),All BTG Pactual Latam Equity,BTG,Pactual,,134.9,85.0,4.2%,4.2%,59.7%,12.4%,5.5%,7.2%,,,19.6%,0.32,−3.0%,0.98,0.90%,,,,,,74.7%,5.6%,4.3%
4,9/Jan/2026,USD,Peer Group (Large Cap),Santander SC Latam (LX),,Santander,,"1,306.4",81.9,3.6%,3.6%,54.1%,12.3%,5.5%,7.1%,,,19.7%,0.30,−3.6%,1.00,0.70%,,,,,,68.4%,5.2%,3.3%
4,9/Jan/2026,USD,Peer Group (Large Cap),Ninety One Latam Equities (LX),,Ninety One,,20.3,36.3,4.5%,4.5%,61.4%,8.2%,3.4%,8.4%,,,20.9%,0.13,−6.8%,1.01,1.00%,,,,,,95.0%,6.8%,5.1%
4,9/Jan/2026,USD,Peer Group (Large Cap),Credicorp Latam Equities,,Credicorp,,"1,451.1",21.3,4.0%,4.0%,51.1%,12.4%,4.7%,,,,19.6%,0.33,−3.1%,1.00,,,,,,,,,
4,9/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Brazil ETF,,BlackRock,,33.1,"6,917.8",4.1%,4.1%,47.8%,11.3%,3.1%,9.0%,,,23.6%,0.24,−5.7%,1.14,0.59%,,,,,,93.3%,6.7%,3.4%
4,9/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Mexico ETF,,BlackRock,,71.1,"1,963.2",2.5%,2.5%,50.9%,12.4%,11.7%,5.8%,,,19.3%,0.38,0.9%,0.78,0.47%,,,,,,43.6%,3.6%,3.0%
4,9/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Chile ETF,,BlackRock,,42.9,"1,118.9",6.1%,6.1%,74.3%,20.6%,10.2%,6.9%,,,19.6%,0.73,8.2%,0.78,0.59%,,,,,,64.1%,5.0%,3.7%
4,9/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Peru ETF,,BlackRock,,78.2,307.2,8.1%,8.1%,97.6%,42.2%,20.7%,17.4%,,,21.0%,1.60,32.9%,0.68,0.59%,,,,,,303.9%,14.7%,11.9%
4,9/Jan/2026,USD,Indices,MSCI Latam 10/40 Net,,,,"1,042.3",,4.2%,4.2%,58.6%,15.7%,9.1%,10.4%,,,19.5%,0.49,,,,,,,,,120.8%,8.1%,6.0%
4,9/Jan/2026,USD,Indices,MSCI Latam ESG Leaders Net,,,,"1,467.0",,4.2%,4.2%,61.7%,13.3%,4.0%,7.3%,,,20.1%,0.38,,,,,,,,,68.9%,5.3%,3.1%
4,9/Jan/2026,USD,Indices,MSCI Latam TR Net,,,,758.8,,4.2%,4.2%,58.1%,15.4%,8.8%,10.2%,,,19.4%,0.48,,,,,,,,,117.7%,7.9%,5.8%
4,9/Jan/2026,USD,Other Moneda Funds Returns,Mercer,,Moneda,,216.4,263.9,4.0%,4.0%,58.9%,12.7%,8.7%,,,,20.7%,0.37,−1.1%,0.98,,,,,,,95.5%,7.0%,10.4%
4,9/Jan/2026,USD,Other Moneda Funds Returns,Moneda All Caps A,,Moneda,,82.2,32.9,3.8%,3.8%,51.4%,,,,,,,,,,0.10%,,,,,,,,
4,9/Jan/2026,USD,Other Moneda Funds Returns,Moneda All Caps AE,,Moneda,,82.7,1.2,3.8%,3.8%,51.4%,,,,,,,,,,0.10%,,,,,,,,
4,9/Jan/2026,USD,Other Moneda Funds Returns,MSCI EM Latam IMI,,,,"1,513.9",,4.1%,4.1%,57.1%,15.0%,8.3%,10.0%,,,19.5%,0.46,,,,,,,,,134.1%,9.0%,10.5%
4,9/Jan/2026,USD,Other Moneda Funds Returns,Glory,,Moneda,,197.3,353.5,4.0%,4.0%,55.1%,13.5%,6.4%,10.1%,,,19.9%,0.36,−2.6%,1.00,,,,,,,135.2%,8.7%,6.7%
4,9/Jan/2026,USD,Other Moneda Funds Returns,MSCI TR Latam Gross,,,,"11,188.3",,4.2%,4.2%,59.0%,16.0%,9.3%,10.7%,,,19.4%,0.51,,,,,,,,,127.4%,8.4%,6.0%
