page_num,report_date,currency,group,FUND,Date,Manager,Incep,NAV,AUM_USD_mm,MTD,YTD,1_year,3_years,5_years,10_years,CUMULATIVE S. INCEP. PIONERO,ANNUALIZED S. INCEP. PIONERO,sigma,Sharpe,Alpha,Beta,Mgmt_Fee,ANNUALIZED S. INCEP. ORANGE,CUMULATIVE S. INCEP. MRV A,ANNUALIZED S. INCEP. MRV A,CUMULATIVE S. INCEP. MSC,ANNUALIZED S. INCEP. MSC,ANNUALIZED S. INCEP. MLE LX,ANNUALIZED S. INCEP. MDELA,ANNUALIZED S. INCEP. GLORY
1,13/Feb/2026,CLP,Moneda,Pionero A,,Moneda,,"15,668.8",588.7,−5.7%,7.4%,72.2%,32.5%,22.8%,15.2%,"8,591.4%",15.0%,14.6%,1.47,12.9%,0.66,0.85%,,,,,,,,
1,13/Feb/2026,CLP,Moneda,Pionero AE,,Moneda,,"15,836.4",1.7,−5.7%,7.5%,72.5%,32.7%,23.0%,,,,14.6%,1.49,13.0%,0.66,0.85%,,,,,,,,
1,13/Feb/2026,CLP,Moneda,Pionero I,,Moneda,,"15,680.3",201.5,−5.7%,7.5%,,,,,,,,,,,0.75%,,,,,,,,
1,13/Feb/2026,CLP,Moneda,Pionero R,,Moneda,,"15,056.3",54.0,−5.5%,6.9%,67.1%,,,,,,,,,,1.80%,,,,,,,,
1,13/Feb/2026,CLP,Peer Group,Compass SC Chile - I,,Compass,,"150,864.2",395.4,−2.7%,6.3%,57.9%,27.9%,17.1%,12.1%,,,14.3%,1.26,9.9%,0.63,0.50%,,,,,,,,
1,13/Feb/2026,CLP,Peer Group,LarrainVial SC Chile,,LarrainVial,,"16,660.9",111.2,−4.3%,6.6%,78.6%,33.7%,18.6%,,,,15.7%,1.44,13.4%,0.69,0.50%,,,,,,,,
1,13/Feb/2026,CLP,Peer Group,Toesca SC Chile,,Toesca,,"17,485.3",93.6,−2.7%,7.4%,59.8%,28.2%,14.8%,,,,14.3%,1.27,11.9%,0.56,0.50%,,,,,,,,
1,13/Feb/2026,CLP,Peer Group,Siglo XXI,BICE,,,"69,400.7",70.8,−3.0%,7.9%,56.9%,27.4%,15.9%,11.2%,,,14.6%,1.22,9.2%,0.65,0.50%,,,,,,,,
1,13/Feb/2026,CLP,Indices,MSCI Chile SC Net,,,,1.1,,−5.4%,4.3%,36.1%,26.4%,18.3%,10.2%,"1,405.0%",8.9%,,,,,,,,,,,,,
1,13/Feb/2026,CLP,Indices,IGPA Small Cap,,,,"99,005.6",,−4.1%,3.5%,42.8%,27.3%,21.9%,15.2%,,,13.4%,1.30,,,,,,,,,,,
1,13/Feb/2026,CLP,Indices,IGPA Mid Cap,,,,"55,501.8",,−4.9%,6.5%,48.5%,32.0%,24.2%,11.8%,,,14.7%,1.50,,,,,,,,,,,
1,13/Feb/2026,CLP,Indices,IGPA SC & MC,,,,"2,256.8",,−4.6%,5.4%,46.3%,30.4%,23.5%,13.3%,,,13.6%,1.51,,,,,,,,,,,
1,13/Feb/2026,CLP,Indices,Moneda 500,,,,"6,456.0",,−4.5%,4.9%,49.1%,30.1%,20.3%,11.3%,"2,057.0%",10.1%,13.0%,1.53,,,,,,,,,,,
1,13/Feb/2026,CLP,Indices,IPSA,,,,"10,897.7",,−4.6%,4.0%,48.7%,26.6%,18.8%,11.5%,"1,301.6%",8.6%,15.3%,1.15,,,,,,,,,,,
1,13/Feb/2026,CLP,Indices,MSCI EM Latam SC Net,,,,1.3,,0.6%,9.0%,34.5%,17.8%,11.2%,11.9%,,,,,,,,,,,,,,,
1,13/Feb/2026,CLP,Indices,UF,,,,"39,705.6",,−0.0%,−0.1%,3.3%,3.9%,6.4%,4.5%,268.9%,4.2%,,,,,,,,,,,,,
1,13/Feb/2026,CLP,Indices,U.S. Dollar (Obs) USD/CLP,,,,863.5,,0.2%,5.1%,10.0%,−2.8%,−3.5%,−2.0%,−50.2%,−2.2%,,,,,,,,,,,,,
