date,S&P/ASX 200 (Australia),CAC 40 (Francia),Colcap (Colombia),DAX (Alemania),Hang Seng (Hong Kong),Hang Seng Tech (Hong Kong),Bovespa (Brasil),Dow Jones (US),IPSA (Chile),Kospi Index (Corea),Merval (Argentina),Mexbol (Mexico),MSCI EM Small Cap,MSCI EM LatAm,Nasdaq 100 (US),Nifty 50 (India),Nikkei 225 (Japon),Russell 2000 (US),CSI 300 (China),Swiss Market (Suiza),SMLLBV (Brasil),BVL (Peru),S&P 500 (US),Stoxx Europe 600,Topix Index (Japon),FTSE 100 (UK)
2016-02-25,15.6867,13.8003,14.3895,12.0981,9.7222,,15.0149,15.3294,25.3469,10.9619,15.5447,18.46,19.7868,13.1047,20.0091,17.6011,16.1665,29.4264,11.8147,16.8949,,12.7394,16.3434,15.569,13.0408,17.6071
2016-02-26,15.688,14.013,14.6134,12.0281,9.9816,,14.5779,15.2776,29.7416,10.9657,15.5366,18.5012,19.9068,13.0516,20.0205,17.754,16.2769,29.5748,11.9344,17.033,,12.6379,16.3332,14.831,13.1385,17.9293
2016-02-27,,,,,,,,,,10.9657,,,,,,17.754,,,,,,,,,,
2016-02-28,,,,,,,,,,10.9669,,,,,,17.7534,,,,,,,,,,
2016-02-29,15.7501,14.1162,15.5762,12.0293,9.829,,15.3386,15.1725,30.139,10.9607,16.8093,18.6959,19.983,13.1725,19.88,17.6542,16.1451,21.7935,11.6554,16.952,,12.5793,16.2164,14.9411,13.0236,17.9442
2016-03-01,15.8834,14.2791,16.6801,12.3211,9.9822,,15.8052,15.5287,30.2228,10.9497,16.946,18.9203,20.3927,13.5634,20.5302,18.2585,16.228,22.3558,11.8855,17.1906,,12.5795,16.6265,15.1554,13.1086,18.1388
2016-03-02,16.2021,14.3447,17.1146,12.4289,10.2999,,16.1524,15.5658,30.4097,11.1407,16.6479,19.0717,20.7798,13.9107,17.717,18.6288,16.9211,22.6524,12.3804,17.388,,12.9877,16.7027,15.2671,13.6326,18.134
2016-03-03,16.3957,14.332,17.3666,12.4057,10.2707,,12.6168,15.6102,31.7794,11.1954,18.252,19.126,21.1156,14.2607,17.681,18.8974,17.15,22.9251,12.4122,17.2298,,13.0731,16.7704,15.2247,13.9011,18.0574
2016-03-04,16.4245,14.4788,17.3701,12.5037,10.3951,,13.1561,15.691,31.5027,11.1766,16.4768,19.1587,21.5025,14.8032,17.6719,18.9266,17.2036,23.0944,12.5633,17.3254,,13.2355,16.8289,15.3603,13.9649,16.3635
2016-03-05,,,,,,,,,,11.1766,,,,,,18.9266,,,,,,,,,,
2016-03-06,,,,,,,,,,11.1956,,,,,,18.9266,,,,,,,,,,
2016-03-07,16.5836,14.443,18.0901,12.4672,10.3947,,13.245,15.7522,17.9608,11.2258,16.4354,19.2255,21.5761,14.7271,17.5754,18.9264,17.1101,23.438,12.5938,17.4044,,13.382,16.8418,15.3529,13.82,16.4305
2016-03-08,16.4712,14.3237,17.98,12.3706,10.2891,,13.2142,15.6569,17.871,11.1467,16.6456,18.9778,21.5447,14.5209,17.4268,18.929,17.0313,22.9095,12.5995,17.2918,,13.2326,16.6604,15.2159,13.7,16.2867
2016-03-09,16.6296,14.4013,13.6332,12.4024,10.3376,,13.1155,15.6904,17.9338,11.1677,16.4768,18.969,21.6679,14.7378,17.5452,19.0455,16.8762,22.9984,12.4656,17.3071,,13.3601,16.7511,15.2982,13.5497,16.3607
2016-03-10,16.6067,14.1702,13.6682,12.1174,10.3393,,13.4159,15.6879,18.0334,11.2628,15.4998,18.8936,22.01,14.5595,17.5256,18.9304,17.0915,22.8757,12.232,17.1979,,13.249,16.7594,15.0818,13.7531,16.0668
2016-03-11,16.6588,14.6615,13.7857,12.5451,10.3919,,13.4663,15.9085,17.9894,11.2742,15.2866,19.0687,22.4231,14.681,17.833,18.9958,17.153,23.4178,12.2577,17.4605,,13.1279,17.0482,15.4884,13.8188,16.4241
2016-03-12,,,,,,,,,,11.2748,,,,,,18.9958,,,,,,,,,,
2016-03-13,,,,,,,,,,11.2749,,,,,,18.9958,,,,,,,,,,
2016-03-14,16.7204,14.7052,13.8477,12.7153,10.5619,,13.3178,15.9225,18.1292,11.293,14.6943,19.1651,22.4611,14.5324,17.8607,19.071,17.4214,23.3922,12.4688,17.4629,,12.8518,17.0284,15.5906,14.0272,16.5067
2016-03-15,16.4811,14.5813,13.859,12.607,10.5275,,12.7796,15.9473,18.3691,11.2877,12.0297,18.9555,21.5793,14.0155,17.8675,18.8697,17.3136,23.0185,12.5372,17.3052,1895.0311,12.7895,17.011,15.4254,13.9485,16.3615
2016-03-16,16.5057,14.5348,13.6868,12.6709,10.535,,13.0006,16.0156,18.4071,11.3228,12.6759,19.2262,21.7954,14.2059,17.9865,18.9722,17.1843,23.2171,12.6069,17.2157,,13.447,17.1078,15.4366,13.8516,16.4447
2016-03-17,16.669,14.4916,13.8396,12.5657,10.9291,,13.9702,16.1638,18.5851,11.4174,12.9528,19.5224,22.6107,15.3384,17.9805,19.0116,17.151,23.5837,12.7904,17.2548,3140.3126,13.8927,17.2212,15.4704,13.8412,16.6039
2016-03-18,16.7153,14.5467,13.8124,12.6449,11.0687,,13.8891,16.2872,18.8842,11.4338,12.8687,19.589,23.1083,15.2456,18.0261,19.2439,16.941,23.7326,12.9784,17.156,3368.996,14.2448,17.3018,15.5064,13.6985,16.5687
2016-03-19,,,,,,,,,,11.4409,,,,,,19.2439,,,,,,,,,,
2016-03-20,,,,,,,,,,11.4403,,,,,,19.2425,,,,,,,,,,
2016-03-21,16.6625,14.5618,13.8293,12.6497,11.054,,14.067,16.3227,18.9464,11.4246,13.2685,19.7295,23.6234,15.328,18.0864,19.4953,16.9322,23.6498,13.2902,17.083,29.7202,14.6542,17.2792,15.537,13.6961,16.6405
2016-03-22,16.6643,14.5715,14.056,12.7119,11.0366,,14.2054,16.3176,18.8777,11.483,13.5547,19.7326,24.2288,15.3309,18.1328,19.5221,17.2073,23.6573,13.2187,17.0884,29.7646,14.592,17.269,15.5201,13.9134,16.6265
2016-03-23,16.5918,14.545,14.0299,12.7533,11.0176,,14.0743,16.2792,18.6447,11.4864,13.8516,19.7237,24.4285,15.0179,17.9974,19.5278,17.1654,23.2255,13.2613,17.1554,29.5676,14.1868,17.1696,15.513,13.8668,16.5955
2016-03-24,16.4216,14.2461,14.0299,12.5221,10.8271,,13.8758,16.3151,17.8015,11.4324,13.9051,19.6649,25.0062,14.7884,18.0145,19.5278,17.1542,23.273,13.0455,16.9881,29.8785,14.1067,17.1708,15.2965,13.8652,16.3477
2016-03-25,16.4242,14.2442,14.0299,12.5221,10.8271,,13.876,16.3151,17.8014,11.4162,13.9051,19.6784,24.8974,14.8038,18.0144,19.5278,17.2943,23.2735,13.1273,16.9782,29.886,14.1628,17.1707,15.2952,14.0189,16.3462
2016-03-26,,,,,,,,,,11.4162,,,,,,19.5278,,,,,,,,,,
2016-03-27,,,,,,,,,,11.4147,,,,,,19.5277,,,,,,,,,,
2016-03-28,16.4242,14.247,13.9441,12.5223,10.8271,,14.2168,16.3316,17.7814,11.3877,14.4096,19.5935,13.2009,15.0806,17.992,19.2735,17.427,23.2801,13.0888,16.997,30.9216,14.0363,17.1833,15.2968,14.1868,16.3411
2016-03-29,16.1667,14.3888,13.9041,12.5704,10.801,,14.3208,16.4193,17.9557,11.4628,14.3923,19.7113,13.2054,15.1168,18.2794,19.2292,17.4304,23.934,12.9522,17.0767,31.3195,14.1046,17.3356,15.3944,14.1488,16.392
2016-03-30,16.1803,14.6505,14.2429,12.7892,10.819,,14.3788,16.5311,18.0314,11.4792,14.3045,19.8579,13.5019,15.486,18.3845,19.5802,17.1954,24.0016,13.3627,17.2297,32.7511,14.5319,17.4236,15.6109,13.9284,16.6616
2016-03-31,16.4177,14.4673,14.482,12.6873,10.8177,,14.0271,16.5276,17.9743,11.4521,14.3694,19.6937,13.4778,15.1631,18.3816,19.5868,17.0377,24.1077,13.406,17.2029,31.9149,14.5481,17.4075,15.4619,13.7045,16.5815
2016-04-01,16.1481,14.2608,16.4234,12.4572,10.672,,14.1718,16.626,18.0243,11.28,14.4792,19.7194,13.3833,15.0929,18.5787,19.5493,16.437,24.1614,13.4162,16.9731,32.6822,14.3517,17.5206,15.2755,13.2314,16.4586
2016-04-02,,,,,,,,,,11.2752,,,,,,19.5493,,,,,,,,,,
2016-04-03,,,,,,,,,,11.2742,,,,,,19.5494,,,,,,,,,,
2016-04-04,16.1358,14.3617,16.5752,12.5028,10.6907,,13.6601,16.6127,18.5264,11.2707,13.3701,19.5674,13.4434,14.7832,18.5105,19.6683,16.3758,23.9614,13.407,17.0743,31.6476,14.4482,17.4786,15.3904,13.2416,16.6168
2016-04-05,15.9066,14.0487,16.3278,12.1759,10.5324,,13.7694,16.5094,18.5531,11.1483,13.1097,19.3614,13.2997,14.5541,18.3646,19.2753,15.9835,23.7193,13.5843,16.9639,31.8036,14.4628,17.311,15.1169,12.9197,16.3848
2016-04-06,15.9762,14.1669,16.4651,12.2561,10.5501,,13.4878,16.6463,17.8638,11.1905,12.9593,19.4112,13.2649,14.3424,18.6388,19.3044,15.9717,24.0219,13.5605,17.1811,31.1336,14.3719,17.4947,15.253,12.9433,16.5681
2016-04-07,16.0343,14.0299,16.3638,12.0522,10.5797,,13.6035,16.4767,17.8384,11.1468,12.5679,19.3283,13.3426,14.356,18.3546,19.1311,16.1409,23.6831,13.3725,17.163,31.2407,14.0812,17.2807,15.1402,12.9957,16.4707
2016-04-08,15.9489,14.1888,16.5166,12.1717,10.6347,,14.072,16.5046,18.0223,11.1328,12.9966,19.2392,13.3598,14.798,18.3573,19.1719,16.2697,23.7661,13.2666,17.3138,31.9615,14.1933,17.3275,15.3192,13.1559,16.6743
2016-04-09,,,,,,,,,,11.1352,,,,,,19.1719,,,,,,,,,,
2016-04-10,,,,,,,,,,11.1298,,,,,,19.1719,,,,,,,,,,
2016-04-11,15.9294,14.2266,16.7006,12.2864,10.666,,13.9922,16.5004,18.1084,11.1238,12.6437,19.1368,13.479,14.8677,18.3002,19.4896,16.23,23.7007,13.4659,17.164,32.4855,15.1966,17.2975,15.3703,13.0901,16.6931
2016-04-12,16.0719,14.3355,17.1285,12.4035,10.6983,,14.5177,16.6772,18.2512,11.1965,13.335,19.2861,13.53,15.3126,18.4578,19.5847,16.4878,23.9599,13.4174,17.2241,33.3782,15.572,17.4746,15.4498,13.3421,16.8139
2016-04-13,16.3271,14.8092,17.3428,12.7493,11.0552,,14.8864,16.8514,18.2952,11.184,13.9699,19.4505,13.6745,15.4459,18.7077,19.9461,16.9877,24.5209,13.5995,17.4898,34.5292,15.7318,17.6501,15.8239,13.741,17.157
2016-04-14,16.5343,14.88,17.2423,12.8348,11.1597,,14.6933,16.8609,18.2945,11.3976,13.7667,19.4615,13.6691,15.4427,18.7158,19.9463,17.6096,24.4937,13.7044,17.6931,34.1841,15.5088,17.6627,15.8646,14.2218,17.1469
2016-04-15,16.6598,14.839,17.1778,12.7902,11.1454,,15.1878,16.8359,18.321,11.3606,13.6017,19.5126,13.6635,15.5754,18.6753,19.9463,17.5453,24.5666,13.6909,17.6834,34.6038,15.597,17.6527,15.8016,14.1108,17.081
2016-04-16,,,,,,,,,,11.3606,,,,,,19.9463,,,,,,,,,,
2016-04-17,,,,,,,,,,11.359,,,,,,19.9463,,,,,,,,,,
2016-04-18,16.5994,14.8771,17.1129,12.8841,11.063,,15.1645,16.9332,18.3411,11.3215,13.5994,19.2802,13.6171,15.4151,18.7439,20.1103,16.9634,24.759,13.5257,17.7774,34.3795,15.7242,17.7714,15.8693,13.6898,17.1018
2016-04-19,16.7627,15.0804,17.2117,13.1726,11.2107,,15.3516,16.9697,18.5818,11.301,14.348,19.6701,13.7829,15.8154,18.6406,20.1124,17.6159,24.7955,12.732,18.0307,34.8892,17.9385,17.8264,16.1095,14.1669,17.2435
2016-04-20,16.8504,15.1843,17.381,13.333,11.1096,,15.15,17.0101,18.675,11.2343,14.137,19.6163,13.7122,15.6271,18.6997,20.1124,17.6822,24.9192,12.6577,18.0246,35.1714,17.9184,17.8596,16.1834,14.2333,17.2845
2016-04-21,17.0398,15.1648,17.4149,13.3558,11.3273,,15.1324,16.943,18.4249,11.2935,14.1218,19.6073,13.7097,15.6441,18.8179,20.1063,18.1618,24.7336,12.5904,17.8902,34.3554,17.7046,17.8026,16.1317,14.5303,17.2373
2016-04-22,16.9223,15.1153,17.5229,13.2827,11.2773,,15.1356,16.9846,18.4001,11.1969,14.4086,19.6183,13.5654,15.3626,18.6409,20.1201,18.3837,24.9674,12.6486,17.7447,41.4364,17.9444,17.8199,16.0686,14.6825,17.0894
2016-04-23,,,,,,,,,,11.198,,,,,,20.1201,,,,,,,,,,
2016-04-24,,,,,,,,,,11.188,,,,,,20.1201,,,,,,,,,,
2016-04-25,16.9294,15.054,17.5507,13.1721,11.1954,,14.8334,16.9635,19.2957,11.1521,13.9833,19.5794,13.4553,15.4284,18.6346,20.0088,18.2749,24.6383,12.6141,17.6989,41.8376,15.9591,17.8056,15.9849,14.642,16.9845
2016-04-26,16.8786,15.0162,17.6346,13.156,11.2642,,15.1823,17.0137,19.3346,11.1786,14.3075,19.5188,13.5132,15.6151,18.6978,16.673,18.157,24.9265,12.6952,17.7229,42.4614,16.1055,17.8748,16.0038,14.525,17.0322
2016-04-27,16.7744,15.1196,18.236,13.2205,11.2518,,15.5859,17.1101,19.5007,11.149,14.4217,19.7307,13.5402,15.9141,18.6932,16.7061,18.0362,25.0089,12.6621,17.8129,42.6643,16.342,17.9326,16.047,14.6551,17.0936
2016-04-28,16.896,15.1176,18.1307,13.2457,11.2551,,15.3907,16.9119,19.69,10.9745,14.444,19.6378,13.5223,15.8685,18.4501,16.4125,17.687,24.7425,12.6767,17.8501,41.8714,16.323,17.7535,16.0857,14.1453,17.1347
2016-04-29,16.9826,14.7106,17.8804,12.8234,11.0817,,15.2996,16.8585,19.5253,10.8907,14.4173,19.7552,13.602,15.9033,18.3776,16.4053,17.6924,24.5256,12.677,17.5828,41.3545,16.5821,17.6663,15.7533,14.1493,16.9273
2016-04-30,,,,,,,,,,10.8939,,,,,,16.4053,,,,,,,,,,
2016-05-01,,,,,,,,,,10.8938,,,,,,16.4055,,,,,,,,,,
2016-05-02,16.1641,14.7604,17.8281,12.8447,11.0798,,14.5324,16.9243,19.5782,10.7892,14.5861,19.9726,13.5203,15.5238,18.552,16.2953,17.1377,24.8052,12.6467,17.6525,42.4184,16.284,17.7931,15.7523,13.7541,16.9063
2016-05-03,16.5906,14.5224,17.6204,12.6726,10.9162,,13.9668,16.784,19.5737,10.8355,14.1274,19.9936,13.5073,15.1727,18.3862,16.1543,17.1387,24.4286,12.8656,17.4386,42.9295,15.9961,17.6495,15.5488,13.7547,16.7751
2016-05-04,16.4019,14.3831,17.3034,12.5449,10.8317,,13.9333,16.6862,19.5672,10.7833,13.8224,19.8695,13.3184,15.0803,18.2499,16.0365,17.1391,24.3174,12.8385,17.2224,42.216,15.6005,17.5449,15.3912,13.7544,16.5649
2016-05-05,16.4586,14.354,16.8676,12.5108,10.7979,,13.7058,16.6919,19.5393,10.7816,13.9751,19.7551,13.3519,14.895,18.2539,16.091,17.1381,24.3154,12.8633,17.1375,42.7261,15.228,17.5487,15.4325,13.754,16.5962
2016-05-06,16.49,14.2928,16.9539,12.5276,10.6134,,13.7201,16.7715,18.6319,10.7838,14.1051,19.7904,13.2694,14.8729,18.364,16.3755,17.2249,24.5204,12.5194,17.0846,43.299,15.4586,17.6119,15.3769,13.7732,16.6013
2016-05-07,,,,,,,,,,10.7839,,,,,,16.3734,,,,,,,,,,
2016-05-08,,,,,,,,,,10.8071,,,,,,16.3755,,,,,,,,,,
2016-05-09,16.6318,14.3735,16.4281,12.6632,10.6519,,13.5715,16.7379,18.2568,10.7443,13.8868,19.7436,13.2538,14.7744,18.4089,16.6283,17.3161,24.7289,12.2485,17.275,42.8747,14.9513,17.614,15.4348,13.8583,16.5213
2016-05-10,16.6911,14.445,16.7946,12.7489,10.7001,,14.1029,16.9528,18.2492,10.8134,14.2357,19.9211,13.2287,15.2277,18.6736,16.6595,17.7385,25.0787,12.2759,17.5138,47.1603,15.3416,17.8315,15.5851,14.194,16.6366
2016-05-11,16.7862,14.4598,16.8789,12.6639,10.6227,,13.979,16.7363,18.2382,10.7766,15.2665,19.7591,13.3561,15.0992,18.5067,16.5801,17.9059,24.767,12.3358,17.5784,48.0258,15.3948,17.6585,15.5306,14.2939,16.6612
2016-05-12,16.6691,14.3966,17.0242,12.4954,10.5567,,14.0107,16.7434,18.0994,10.7547,15.1637,20.0715,13.3676,15.0958,18.4372,16.7564,18.1151,24.665,12.3653,17.4839,49.6845,15.2818,17.6606,15.4425,14.4945,16.489
2016-05-13,16.5895,14.4924,17.0166,12.5606,10.4534,,13.819,16.5681,18.0994,10.6737,15.3303,19.9854,13.2068,14.9349,18.361,16.6021,18.033,24.55,12.3066,17.5339,62.4156,15.3992,17.4951,15.5057,14.4243,16.549
2016-05-14,,,,,,,,,,10.6723,,,,,,16.6021,,,,,,,,,,
2016-05-15,,,,,,,,,,10.667,,,,,,16.6052,,,,,,,,,,
2016-05-16,16.6834,14.4712,17.107,12.5812,10.5424,,14.0329,16.734,17.1581,10.6511,16.1298,20.1963,13.2399,14.9668,18.5937,16.6908,18.051,24.8741,12.4095,17.5292,61.1945,15.5303,17.6642,15.5119,14.4866,16.5786
2016-05-17,16.8084,14.4244,17.0081,12.5008,10.6544,,13.6212,16.5535,17.0887,10.6622,15.4368,20.164,13.3276,14.7394,18.342,16.7184,18.2775,24.4811,12.3461,17.4783,78.795,15.5135,17.5002,15.5072,14.6504,16.6664
2016-05-18,16.6728,14.5036,16.8206,12.5807,10.5227,,13.6818,16.5605,16.9601,10.5933,15.1426,20.0179,13.2124,14.6291,18.4107,16.6971,18.2946,24.6506,12.2855,17.585,77.6824,15.0063,17.5003,15.6244,14.7018,16.7132
2016-05-19,16.5566,14.3724,16.8431,12.3711,10.4514,,13.6499,16.4603,17.0521,10.5428,15.1539,19.8007,13.0982,14.4072,18.3106,16.5416,18.2865,24.4287,12.2632,17.3916,89.3739,14.8206,17.4358,15.4175,14.6878,16.3937
2016-05-20,16.6462,14.6161,16.7674,12.5422,10.5487,,13.4836,16.5105,17.0336,10.5255,14.9387,19.8455,13.196,14.4997,18.5098,16.4768,18.3546,24.9372,12.3423,17.6357,87.9256,14.8392,17.5292,15.6152,14.7478,16.6525
2016-05-21,,,,,,,,,,10.527,,,,,,16.4761,,,,,,,,,,
2016-05-22,,,,,,,,,,10.5263,,,,,,16.4856,,,,,,,,,,
2016-05-23,16.5342,14.5298,16.7706,12.4586,10.5422,,13.1307,16.5002,17.0661,10.5654,13.9886,19.9214,13.2765,14.2667,18.4792,16.4399,18.3113,24.9334,12.3731,17.7949,136.256,14.9425,17.488,15.549,14.7285,16.5238
2016-05-24,16.4502,14.8785,16.6419,12.7131,10.5532,,12.9749,16.7064,17.0854,10.4641,13.9952,20.0027,13.2838,14.2739,18.8586,16.4828,18.2104,25.4735,12.2852,17.9686,121.1487,14.8454,17.729,15.865,14.6462,16.8018
2016-05-25,16.7027,15.0419,16.3752,12.8981,10.8424,,12.9927,16.8423,16.9841,10.6167,14.0222,20.0584,13.4299,14.1779,19.0055,16.8388,18.5063,25.6247,12.2673,18.0764,117.8599,14.8927,17.86,16.0726,14.8282,16.9521
2016-05-26,16.7608,15.1358,16.3688,12.9659,10.8766,,12.9927,16.8205,16.9369,10.5899,14.3576,20.2066,13.4927,14.2922,19.0647,17.0583,18.6174,25.6196,12.2981,18.2212,118.0179,15.0231,17.8627,16.123,14.8569,16.918
2016-05-27,16.8338,15.1327,16.2906,12.9623,10.9915,,12.8539,16.8629,16.9613,10.6512,14.3399,20.2442,13.553,14.1561,19.1695,17.2608,18.7104,25.8613,12.2909,18.3485,117.3195,14.9765,17.9412,16.18,14.9167,16.9643
2016-05-28,,,,,,,,,,10.6531,,,,,,17.2746,,,,,,,,,,
2016-05-29,,,,,,,,,,10.6567,,,,,,17.2796,,,,,,,,,,
2016-05-30,16.8583,15.182,16.2898,13.0212,11.0249,,12.8317,16.8629,17.2472,10.6544,14.3254,20.1914,13.539,14.1999,19.1697,17.3604,18.9493,25.8778,12.306,18.303,116.3371,15.0266,17.9418,16.2054,15.0778,16.9653
2016-05-31,16.7745,15.1004,16.1702,12.9207,11.131,,12.7572,16.7758,17.2984,10.7345,14.3365,19.9075,13.6456,14.1154,19.2169,17.2839,19.1761,25.9762,12.6919,18.1702,118.414,14.868,17.9277,16.0794,15.2655,16.8185
2016-06-01,16.6065,15.0,15.8724,12.8191,11.1035,,12.9259,16.7749,17.2588,10.7331,14.4781,19.958,13.7447,14.236,19.1976,17.33,19.0701,26.2015,12.657,18.1291,119.14,14.9186,17.9536,15.9238,15.1702,16.6875
2016-06-02,16.4693,14.965,17.0945,12.8224,11.1614,,13.1831,16.8165,17.2134,10.7395,14.6533,19.9291,13.7647,14.3988,19.2606,17.3723,18.6116,26.4194,12.6875,18.1667,161.1264,15.0424,18.0061,15.9336,14.836,16.6594
2016-06-03,16.6119,14.8376,17.1803,12.685,11.2073,,13.3917,16.7868,17.3951,10.7426,14.7317,20.1073,13.8358,14.6964,19.1579,17.3701,19.0934,26.2838,12.7809,18.1199,284.0302,15.4811,17.9566,15.8527,15.3411,16.872
2016-06-04,,,,,,,,,,10.7425,,,,,,17.3701,,,,,,,,,,
2016-06-05,,,,,,,,,,10.742,,,,,,17.3719,,,,,,,,,,
2016-06-06,16.7473,14.8485,17.2356,12.7075,11.1605,,13.3002,16.895,17.4971,10.7342,14.9248,20.0585,14.0707,14.692,19.2152,17.3347,19.041,26.5745,12.7397,18.2245,299.5833,16.644,18.044,15.9224,15.2925,16.9865
2016-06-07,16.7949,15.0153,17.3423,12.9169,11.3287,,13.3297,16.9133,17.6097,10.8465,15.4187,20.1783,14.2148,14.8173,19.1688,17.4929,19.2022,26.66,12.7475,18.3557,332.3843,16.5853,18.0664,16.0971,15.3935,17.0401
2016-06-08,16.7966,14.9349,17.6525,12.8463,11.3124,,13.6403,16.9818,17.6204,10.9459,15.8143,20.309,14.2512,15.3014,19.2049,17.491,19.3913,26.8901,12.6863,18.2844,257.135,16.6555,18.1276,16.0333,15.5473,17.0822
2016-06-09,16.7762,14.7794,17.6446,12.67,11.3078,,13.4598,16.962,17.3248,10.9439,15.6732,20.1787,14.1774,15.0749,19.1779,17.3522,19.1999,26.731,12.6862,18.0987,122.8128,16.7548,18.0985,15.8695,15.3923,16.8683
2016-06-10,16.6136,14.4437,17.4306,12.3572,11.1728,,12.9592,16.8489,17.2178,10.8937,15.2019,19.9447,13.9544,14.4821,18.9637,17.286,19.127,26.3384,12.6862,17.7725,123.923,16.4584,17.9346,15.4806,15.3305,16.5079
2016-06-11,,,,,,,,,,10.8965,,,,,,17.286,,,,,,,,,,
2016-06-12,,,,,,,,,,10.8956,,,,,,17.2857,,,,,,,,,,
2016-06-13,16.6208,14.186,17.3685,12.1368,10.8943,,13.0168,16.7292,17.0786,10.6843,15.0103,19.8433,13.7058,14.3556,18.8141,17.174,18.4831,26.0139,12.4527,17.4881,135.6412,16.2621,17.7914,15.2125,14.8047,16.288
2016-06-14,16.2776,13.851,17.2104,11.962,10.8214,,12.7464,16.674,16.9468,10.6569,14.8317,19.6873,13.6791,14.0348,18.8261,17.1738,18.304,26.0167,12.4955,17.1728,134.8094,15.9174,17.7597,14.9127,14.6719,15.9249
2016-06-15,16.1061,13.9909,17.2192,12.073,10.8723,,12.8563,16.6443,16.9886,10.6366,14.9473,19.8393,13.7271,14.2377,18.7689,17.404,18.3292,26.0657,12.6529,17.2518,133.814,15.6604,17.733,15.0657,14.7045,16.0104
2016-06-16,16.0972,13.92,17.2769,12.0027,10.6504,,12.9821,16.7371,17.0379,10.5501,14.9398,19.9439,13.6458,14.3137,18.8258,17.2589,17.779,26.0626,12.5582,17.1575,134.5301,15.0246,17.7995,14.9526,14.3258,15.9641
2016-06-17,16.1447,14.0543,17.3222,12.1469,10.7336,,12.9949,16.6835,17.2119,10.5533,14.9322,20.3497,13.7522,14.491,18.6311,17.2929,18.0635,25.9884,12.6253,17.3707,135.0603,15.0363,17.7486,15.179,14.5107,16.1822
2016-06-18,,,,,,,,,,10.5507,,,,,,17.2922,,,,,,,,,,
2016-06-19,,,,,,,,,,10.5533,,,,,,17.2923,,,,,,,,,,
2016-06-20,16.4581,14.6105,17.4394,12.6004,10.9175,,13.251,16.8072,17.2502,10.6932,14.9848,20.547,13.9109,14.7809,18.8208,17.4716,18.4937,26.3142,12.6383,17.729,129.9368,15.3763,17.7957,15.7354,14.8477,16.8495
2016-06-21,16.276,14.6758,17.5893,12.6635,11.0067,,13.3905,16.8295,17.3147,10.6906,15.8108,20.5077,13.9515,14.7337,18.884,17.4293,18.7356,26.1777,12.6065,17.8133,107.5237,15.3813,17.8473,15.7894,15.0233,16.8792
2016-06-22,16.2712,14.7163,17.6152,12.7384,11.0787,,13.2087,16.7861,18.8163,10.7569,15.8437,20.5551,13.9789,14.8622,18.8573,17.3936,18.4379,26.0308,12.719,17.9156,24.4588,15.3557,17.8229,15.8532,14.8059,16.9883
2016-06-23,16.3197,15.0092,17.6555,12.9726,11.124,,13.6503,17.0032,18.9806,10.7333,16.4113,20.7147,14.0493,15.3365,19.1196,17.529,18.5639,26.502,12.6545,18.0239,25.1777,14.7026,18.0627,16.0884,14.9616,17.2121
2016-06-24,15.7713,13.7809,17.5023,12.0916,10.8229,,13.2826,16.4271,18.7042,10.4075,16.411,20.1491,13.5944,14.7393,18.3537,17.1353,17.0151,25.5088,12.5036,17.3511,24.7069,14.3444,17.4186,14.9994,13.8195,16.3895
2016-06-25,,,,,,,,,,10.4075,,,,,,17.1353,,,,,,,,,,
2016-06-26,,,,,,,,,,10.4043,,,,,,17.1287,,,,,,,,,,
2016-06-27,15.8342,13.376,17.2546,11.7501,10.849,,13.0573,16.1971,18.8407,10.3943,16.2074,19.7129,13.5476,14.3542,18.0002,17.1639,17.3973,24.5489,12.6773,16.9762,24.5969,14.26,17.1079,14.48,14.0154,15.6596
2016-06-28,15.7329,13.7461,17.2841,12.0043,10.8324,,13.267,16.4536,18.7044,10.4125,16.7172,19.8957,13.6756,14.7621,18.38,17.2114,17.4019,24.9485,12.7314,17.3741,24.8326,14.2328,17.4136,14.9037,13.9976,16.1684
2016-06-29,15.8626,14.0883,17.4119,12.2202,10.9737,,13.5329,16.7434,18.8847,10.5133,17.2416,20.3934,13.9618,15.3896,18.6979,17.9871,17.2095,25.4816,12.796,17.8553,25.3636,14.2328,17.7184,15.367,14.1231,16.7531
2016-06-30,16.1453,14.2259,17.5129,12.3316,11.186,,13.7031,16.969,18.9828,10.5982,17.3111,20.6676,14.0738,15.4684,18.9409,18.1703,17.2544,26.03,12.8109,17.9866,25.6795,14.44,17.9734,15.5404,14.1286,17.006
2016-07-01,16.1987,14.3612,17.5174,12.4495,11.1894,,13.857,16.9912,19.1419,10.6798,17.6218,20.8208,14.1218,15.5903,19.0443,18.2772,17.386,26.1306,12.8175,18.1734,25.867,14.5496,18.0149,15.6862,14.244,17.1882
2016-07-02,,,,,,,,,,10.6799,,,,,,18.2772,,,,,,,,,,
2016-07-03,,,,,,,,,,10.6729,,,,,,18.2772,,,,,,,,,,
2016-07-04,16.3682,14.2396,17.5174,12.3352,11.3823,,13.9678,17.0008,19.6351,10.7038,17.6873,20.9562,14.2109,15.5673,19.0454,18.3524,17.5517,26.1311,13.0124,18.0963,25.8513,14.6172,18.017,15.577,14.3469,17.0684
