date,S&P/ASX 200 (Australia),CAC 40 (Francia),Colcap (Colombia),DAX (Alemania),Hang Seng (Hong Kong),Hang Seng Tech (Hong Kong),Bovespa (Brasil),Dow Jones (US),IPSA (Chile),Kospi Index (Corea),Merval (Argentina),Mexbol (Mexico),MSCI EM Small Cap,MSCI EM LatAm,Nasdaq 100 (US),Nifty 50 (India),Nikkei 225 (Japon),Russell 2000 (US),CSI 300 (China),Swiss Market (Suiza),SMLLBV (Brasil),BVL (Peru),S&P 500 (US),Stoxx Europe 600,Topix Index (Japon),FTSE 100 (UK)
2021-02-03,27.7052,26.5017,21.1969,21.0157,15.2612,64.9938,30.7829,27.5055,26.8562,7.8466,94.156,27.9703,23.7775,27.7913,37.1245,21.4307,36.1957,119.3358,13.6506,22.558,,84.2006,29.9998,24.8933,26.5835,21.9664
2021-02-04,27.766,26.8212,21.2063,21.0798,15.1533,63.9698,30.6375,27.8841,26.3099,7.7638,95.7138,28.1042,23.7525,27.4351,37.5951,21.5164,35.3949,117.4697,13.6213,23.2,,83.886,30.8148,25.1288,26.2318,22.327
2021-02-05,28.1249,27.4677,21.3752,20.9557,15.2408,63.3129,31.8931,27.9671,26.5332,7.8524,95.0746,28.0903,23.9565,28.5812,37.7401,21.5235,35.6893,118.4075,13.6458,22.9752,,84.7848,30.9432,24.9666,26.3004,22.3671
2021-02-06,,,,,,,,,,7.8524,,,,,,21.548,,,,,,,,,,
2021-02-07,,,,,,,,,,7.8525,,,,,,21.5113,,,,,,,,,,
2021-02-08,28.2229,27.6316,21.4921,20.9474,15.2608,63.1049,33.862,28.1841,26.7422,13.7607,102.0591,28.7208,24.1686,30.0764,37.9829,21.7274,33.2353,119.4524,13.841,23.0263,,90.2953,31.2192,25.0288,25.8481,22.4578
2021-02-09,28.1021,28.1698,21.6015,20.8858,15.3224,64.3555,33.5642,28.1847,27.1032,13.7268,102.9389,28.6868,24.4846,29.525,38.1679,21.691,33.0051,127.1205,14.144,23.0793,,83.829,31.4201,25.141,25.5838,22.4816
2021-02-10,28.5615,29.3905,20.6415,20.8454,15.6175,66.0006,32.5049,28.2309,26.9965,13.7557,103.2849,32.1804,25.0449,29.2354,38.0904,21.5879,24.6597,138.7813,14.45,23.1426,,86.3586,31.4311,25.206,19.7742,22.4757
2021-02-11,28.7191,28.952,20.5452,21.0666,15.6864,67.2586,33.2536,20.2761,27.1191,13.7565,144.2975,36.2305,25.164,30.3243,38.3252,21.5998,24.6576,142.3298,14.4496,22.7325,,83.2163,31.5409,25.4419,19.7265,22.8987
2021-02-12,28.4805,29.0863,20.5176,21.0713,15.6856,67.1038,33.3095,20.3311,27.4225,13.7565,285.8854,36.3272,25.1905,30.5377,38.5244,21.5508,24.6124,142.8926,14.4488,22.7591,,84.4758,31.7095,25.4851,19.7381,23.0178
2021-02-13,,,,,,,,,,13.7566,,,,,,21.5584,,,,,,,,,,
2021-02-14,,,,,,,,,,13.7516,,,,,,21.5679,,,,,,,,,,
2021-02-15,28.8987,29.3681,20.6968,21.1617,15.6872,67.0963,32.1939,20.3247,27.6217,13.973,254.7368,36.4438,25.4098,29.8361,38.5243,21.8669,25.0219,142.3405,14.4489,22.8815,,78.943,31.7105,25.8671,19.8837,23.8403
2021-02-16,29.3269,29.3745,20.3826,21.0906,15.9889,68.995,32.1388,20.3852,27.8187,14.0311,254.7387,36.7281,25.5403,29.8009,38.4327,21.9129,25.2772,144.9607,14.4482,22.8116,,99.2057,31.7637,25.7939,19.9466,23.5485
2021-02-17,29.127,29.0234,20.4293,20.8335,16.1687,70.6048,32.3774,20.4198,27.2575,13.8661,322.602,37.0266,25.7839,29.7612,38.327,21.7679,25.1405,143.8845,14.448,22.6048,,99.5775,31.6959,25.607,19.9079,23.4646
2021-02-18,29.084,17.1589,20.2407,20.396,15.9327,68.3167,32.3413,20.3142,27.0092,13.6462,330.3877,37.4486,27.4543,29.4779,38.1424,21.6392,25.1091,147.4023,14.357,18.3755,,98.6473,31.5691,25.3781,19.6993,23.0418
2021-02-19,28.8194,17.3441,20.2944,20.0589,15.9148,68.1378,32.0279,20.3283,27.6375,13.7633,325.0707,37.7845,27.4458,29.7475,37.9852,21.4759,24.8453,145.3547,14.3814,18.3787,,99.8976,31.3951,25.466,19.5618,22.924
2021-02-20,,,,,,,,,,13.7634,,,,,,21.4759,,,,,,,,,,
2021-02-21,,,,,,,,,,13.806,,,,,,21.4631,,,,,,,,,,
2021-02-22,28.7793,17.3728,20.2981,19.9779,15.8107,64.4822,28.9405,20.3231,27.2048,13.6857,,37.8237,27.2262,27.3141,36.9864,20.9953,24.9248,184.4938,13.9264,18.326,,101.5886,31.1244,25.3929,19.6156,22.9435
2021-02-23,18.833,17.3747,20.3446,19.6501,16.0322,63.8006,29.6368,20.2989,26.4787,13.6622,103.0212,38.1345,27.2218,28.041,36.9307,21.0141,24.918,172.7281,13.8908,18.1712,,101.5864,22.3661,25.0895,19.6064,22.9524
2021-02-24,18.6648,17.4084,21.7885,19.8321,15.3657,60.5432,19.0676,20.6063,25.7336,13.3135,106.7884,38.0686,26.7066,20.2663,37.2797,21.4146,24.3698,180.5542,13.5569,18.3483,,101.6748,22.636,25.1125,19.1819,22.666
2021-02-25,18.8483,17.3461,20.7322,21.5773,15.5216,62.3387,17.8505,20.2636,27.3001,13.7648,105.3116,14.6355,27.0524,18.5564,36.0519,21.6256,24.7325,141.2637,13.645,18.202,,15.6246,22.0869,17.5767,19.4095,22.667
2021-02-26,18.2988,17.0521,21.025,21.4684,15.0283,59.3441,17.5041,19.9495,24.4875,13.363,101.365,14.7423,26.5596,18.0349,36.2695,20.8472,23.7481,34.0974,13.313,17.9648,,15.7296,21.9585,17.2581,18.7539,22.1598
2021-02-27,,,,,,,,,,13.3632,,,,,,20.8499,,,,,,,,,,
2021-02-28,,,,,,,,,,13.3652,,,,,,20.8435,,,,,,,,,,
2021-03-01,18.6385,17.3151,22.6589,21.7746,15.2733,61.6958,17.4958,20.2628,24.831,13.3608,101.9445,14.824,26.8454,18.3724,37.3274,21.17,24.2114,35.4287,13.5207,18.2537,,15.8794,22.4431,17.5592,19.0881,22.5331
2021-03-02,18.6027,17.3329,22.5643,21.7712,15.0924,61.4887,17.5815,20.1632,25.2731,13.5031,101.9873,15.1529,26.8366,11.8221,36.7083,21.4099,23.9541,34.6976,13.3492,18.4064,,15.9056,22.2538,17.5657,19.0904,22.7334
2021-03-03,18.7503,17.3808,22.5171,21.8316,15.4972,62.0564,17.515,20.0858,15.5351,13.6612,100.2868,15.3729,27.097,11.8421,35.6851,21.8594,23.9934,34.3192,13.6298,18.3069,,15.9241,21.9548,17.5684,19.1652,23.2762
2021-03-04,18.4944,17.441,21.7861,15.7527,15.1106,58.4461,10.8518,19.8561,15.0677,13.4606,22.1607,15.2475,27.3939,11.7828,35.1779,21.6127,23.4675,33.3263,13.1981,18.1364,,15.6193,21.6489,17.5,18.8984,14.8318
2021-03-05,18.2778,17.2955,21.9144,15.5971,15.0398,57.2671,11.046,20.1804,15.1021,13.393,21.8918,15.3608,27.1936,11.7248,35.7551,21.4348,23.4309,34.0105,13.1537,17.8968,,15.618,22.0561,17.3525,19.0086,14.7468
2021-03-06,,,,,,,,,,13.3935,,,,,,21.4348,,,,,,,,,,
2021-03-07,,,,,,,,,,13.3896,,,,,,21.3939,,,,,,,,,,
2021-03-08,18.3449,17.6229,12.0204,16.1043,14.7426,53.6153,10.5612,20.3649,15.1194,13.2378,18.7253,15.4222,26.7178,11.5303,34.7121,21.3901,23.3176,34.0551,12.6944,18.2351,,15.5571,21.9203,17.6909,18.9471,14.9464
2021-03-09,18.4394,17.6932,12.2521,16.1596,14.8608,53.4624,10.6186,20.3592,15.5334,13.1374,19.1463,15.4415,26.7392,11.5832,36.1103,21.5676,23.5322,34.7492,12.4213,18.3137,,15.5626,22.224,17.8038,19.1425,14.9241
2021-03-10,18.2814,17.8611,12.3137,16.2901,14.9377,54.4973,10.7916,20.6677,15.8616,13.0535,12.6186,15.5912,27.735,11.8445,35.9906,21.6819,23.5055,35.3461,12.5095,18.3998,,15.6004,22.3615,17.8655,19.1274,14.8973
2021-03-11,18.3055,17.9988,12.3936,16.3308,15.3877,58.6401,10.936,20.791,15.7395,13.3072,12.8116,15.6367,27.9918,12.1651,27.7678,21.6821,23.6563,36.0367,12.8222,18.3555,,15.595,22.5683,17.9504,19.1733,14.9279
2021-03-12,18.4464,17.9825,12.424,16.2382,15.009,57.3931,10.8601,20.9982,15.7744,13.4707,12.9696,15.6684,28.3496,12.0876,27.5278,21.4953,24.0434,36.2778,12.8663,18.2866,,15.6054,22.5889,17.8686,19.4232,14.8999
2021-03-13,,,,,,,,,,13.4707,,,,,,21.4953,,,,,,,,,,
2021-03-14,,,,,,,,,,13.5002,,,,,,21.4958,,,,,,,,,,
2021-03-15,18.4456,17.8869,12.4812,16.2242,15.0548,56.0888,10.7287,21.0923,15.7612,13.4175,13.2117,15.661,28.7142,11.7848,27.8456,21.3662,23.9536,36.2957,12.5827,18.3412,,15.5327,22.7097,17.8595,19.4584,14.8226
2021-03-16,18.5846,17.9604,12.4225,16.302,15.1822,59.0836,10.6381,20.9798,15.5446,13.4969,12.9864,15.8764,29.4221,11.8861,27.9892,21.3568,24.0682,35.6932,12.7071,18.4764,,15.296,22.6581,18.0008,19.5604,14.9419
2021-03-17,18.4866,17.9546,12.361,16.3445,15.1833,59.174,10.7911,21.1078,15.4246,13.3938,13.0984,15.6874,29.4533,11.7613,28.0941,21.0696,24.0374,35.9564,14.6663,18.4419,19.33,15.367,22.7146,17.9193,19.5634,14.8391
2021-03-18,18.2578,17.9682,12.2005,16.4773,15.6086,59.8811,10.5248,20.9784,15.3364,13.499,12.731,15.6227,30.0085,11.6637,27.22,20.8424,24.2573,34.8713,14.7895,18.5268,18.794,15.2646,22.3752,17.9479,19.8122,14.8041
2021-03-19,18.1496,17.71,12.2004,16.2577,15.3153,59.1025,10.6622,20.8095,15.2395,13.3594,12.7988,15.4391,14.2754,11.7548,27.3764,21.106,23.7925,35.1735,14.3958,18.5158,19.3728,15.1903,22.3448,17.7887,19.8118,14.6163
2021-03-20,,,,,,,,,,13.3592,,,,,,21.106,,,,,,,,,,
2021-03-21,,,,,,,,,,13.3605,,,,,,21.1059,,,,,,,,,,
2021-03-22,18.3611,17.8178,12.2029,16.4285,15.2709,58.82,10.4968,20.8358,15.0555,13.3347,13.9176,15.4502,14.2553,11.5113,27.8795,21.125,23.2511,35.7952,14.5846,18.6527,19.4662,14.1936,22.5237,17.9794,19.5529,14.6606
2021-03-23,18.2613,17.7134,12.2045,16.4279,15.1066,57.6809,10.348,20.629,14.9528,13.1678,13.7019,15.1865,14.1516,11.3946,27.7532,21.211,23.0988,34.5329,14.4652,18.73,19.597,13.8812,22.3539,17.9288,19.3641,14.5358
2021-03-24,18.2624,17.697,12.2503,16.3122,14.7879,58.3911,10.1628,20.6322,14.8821,13.0947,13.7019,15.1142,13.9133,11.1165,27.302,20.8452,22.6154,33.6167,14.2396,18.6653,19.2163,13.8831,22.225,17.8911,18.9545,14.5113
2021-03-25,18.2725,17.6985,12.1973,16.3015,12.7837,58.1567,10.244,20.7076,14.6612,13.1374,13.1848,15.2677,13.8649,11.1188,27.2612,20.4243,22.8706,34.6307,14.2675,18.6876,19.5903,13.6775,22.3353,17.8544,19.2091,14.4471
2021-03-26,18.364,17.8024,11.9895,16.4372,12.9632,39.9358,10.3254,20.981,14.911,13.2701,13.1693,15.4222,14.0244,11.2412,27.6812,20.6826,23.2494,35.3291,14.5493,18.6992,19.4807,13.7832,22.7027,18.0083,19.5097,14.5729
2021-03-27,,,,,,,,,,13.2701,,,,,,20.6826,,,,,,,,,,
2021-03-28,,,,,,,,,,13.2705,,,,,,20.6826,,,,,,,,,,
2021-03-29,18.2703,17.8704,12.0393,16.4994,13.0134,40.4904,10.3626,21.0435,15.1047,13.1989,12.9955,15.5349,13.949,11.2043,27.6518,20.6671,23.4185,34.1702,14.5964,18.6387,19.3468,13.7744,22.6843,18.0336,19.4522,14.5666
2021-03-30,18.0724,18.0333,12.1241,16.7302,13.1066,41.6662,10.3608,20.9979,15.1249,13.3191,13.2507,15.6113,14.0745,11.3742,27.4902,21.1444,23.4591,34.7218,14.9347,18.7354,19.9767,13.794,22.5971,18.1508,19.3051,14.6109
2021-03-31,18.2128,17.9453,12.0272,16.7421,12.9711,41.6594,10.2816,20.9434,15.0226,13.278,13.2112,15.395,14.0762,11.3742,27.8109,21.1401,23.2456,34.926,14.8088,18.6558,19.8799,13.7257,22.63,18.0846,19.0783,14.4839
2021-04-01,18.2866,18.0226,12.0202,16.8106,13.2561,43.6055,10.1542,21.0089,14.9238,13.4062,13.2112,15.4139,14.229,11.2021,28.2556,21.3909,23.4114,35.4415,14.9924,18.8058,19.9159,13.7307,22.8593,18.1741,19.1017,14.4842
2021-04-02,18.2891,18.0206,12.0202,16.8106,13.2615,43.579,10.1533,21.0081,14.9238,13.5259,13.2112,15.4139,14.237,11.2344,28.2601,21.3909,23.7524,35.4369,15.1389,18.8058,19.9159,13.7312,22.8569,18.1734,19.2404,14.4843
2021-04-03,,,,,,,,,,13.5259,,,,,,21.3845,,,,,,,,,,
2021-04-04,,,,,,,,,,13.5246,,,,,,21.386,,,,,,,,,,
2021-04-05,18.2875,18.0341,12.082,16.8133,13.2411,43.5725,10.3625,21.2056,14.664,13.5273,13.3934,15.7651,14.2147,11.4309,28.8283,21.0629,23.9467,35.5369,15.1379,18.8117,20.0551,13.7758,23.159,18.1758,19.3385,14.4899
2021-04-06,18.4357,18.1337,12.0818,16.8978,13.2308,43.5114,10.3614,21.1501,14.6147,13.5357,13.9058,15.5811,14.2822,11.4431,28.7824,21.1462,23.6511,35.4797,15.0686,19.077,20.3288,14.3847,23.1238,18.3316,19.0584,14.6104
2021-04-07,18.5475,18.1366,12.1952,16.8597,13.1127,42.9287,10.3055,21.105,14.6074,13.5539,14.025,15.554,14.3007,11.5304,28.8838,21.2565,23.7033,34.9294,14.9619,19.0988,19.4276,14.245,23.1383,18.3075,19.1628,14.7148
2021-04-08,18.7479,18.248,12.1031,16.851,13.2812,43.3194,10.3168,21.1238,14.7557,13.5196,13.9702,15.6653,14.389,11.379,29.2089,21.2923,23.6172,35.2126,14.9717,19.2647,19.8671,14.6096,23.2115,18.4157,18.9421,14.8112
2021-04-09,18.7242,18.272,12.0629,16.881,13.1424,42.5163,10.2621,21.2657,14.9062,13.4318,13.6954,15.47,14.3768,11.4188,29.3928,21.2383,23.7254,35.2221,14.7567,19.3349,19.9232,14.6086,23.3806,18.438,19.0423,14.7352
2021-04-10,,,,,,,,,,13.4295,,,,,,21.2396,,,,,,,,,,
2021-04-11,,,,,,,,,,13.4142,,,,,,21.2224,,,,,,,,,,
2021-04-12,18.6282,18.1267,12.0287,16.8068,13.0297,41.5837,10.1983,21.2148,14.731,13.3716,11.4671,15.4359,14.1861,11.2512,29.3456,19.9249,23.5134,34.9883,14.5159,19.3244,20.0955,14.4031,23.3524,18.302,18.9946,14.5721
2021-04-13,18.5933,18.1264,12.2069,16.7494,13.0553,40.9695,10.0824,21.1665,14.5829,13.5318,11.3469,15.5233,14.1816,11.0448,29.6918,20.1883,23.6596,34.9357,14.4994,19.2286,20.1187,14.4715,23.4242,18.2812,18.9289,14.512
2021-04-14,18.6843,18.1123,12.2827,16.7462,13.1984,41.9232,10.0511,20.6542,14.6406,13.5468,11.2666,15.8787,14.2948,11.1762,29.2919,20.1757,23.5206,35.2359,14.6325,19.2691,20.0802,13.8245,23.2302,18.3166,18.8006,14.6253
2021-04-15,18.7764,18.233,12.2078,16.7548,13.1622,41.7571,10.0757,20.5655,14.6731,13.5955,10.9674,15.8587,14.3659,11.1832,29.7619,20.2966,23.5559,35.3058,14.529,19.3274,20.0813,13.6844,23.3576,18.3873,18.8757,14.6896
2021-04-16,18.7982,18.3759,12.1584,16.9026,13.2301,42.0105,10.0883,20.6376,14.7505,13.6197,11.1234,15.9569,14.5458,11.2166,29.7974,20.3355,23.5964,35.3508,14.6122,19.4519,20.2355,13.6272,23.3945,18.5427,18.9053,14.7672
2021-04-17,,,,,,,,,,13.6197,,,,,,20.3305,,,,,,,,,,
2021-04-18,,,,,,,,,,13.6153,,,,,,20.3574,,,,,,,,,,
2021-04-19,18.7499,18.3515,12.115,16.7146,13.3574,42.6073,10.0326,20.4873,14.7755,13.5919,11.2223,15.6502,14.511,11.1787,29.4514,20.0219,22.3941,34.7967,15.0601,19.3913,20.0733,13.0972,23.1782,18.4794,18.5309,14.7242
2021-04-20,18.5769,17.9479,12.0723,16.4041,13.3754,42.4323,9.9798,20.2563,14.8376,13.7189,9.0127,15.7746,14.512,11.0978,29.2841,19.9335,21.9233,33.9705,15.0616,19.1555,19.9534,12.6092,23.022,18.1033,18.2363,14.3583
2021-04-21,18.5177,18.0695,12.015,16.4471,13.1044,41.6402,9.9776,20.4557,15.1749,13.457,9.1365,15.8597,14.4056,11.0703,29.5032,19.931,21.5262,34.6013,15.137,19.3858,19.9861,12.6237,23.228,18.1785,17.9028,14.4552
2021-04-22,18.6193,18.2109,11.9363,16.5112,13.1617,42.0916,9.735,20.2025,14.8864,13.4367,8.9071,15.8912,14.3932,10.8873,29.1063,20.0766,22.0333,34.2933,15.1146,19.3901,19.6792,12.2138,22.9471,18.2656,18.2256,14.5024
2021-04-23,18.2339,18.2462,11.8059,16.4317,13.2882,43.0477,9.8268,20.2842,14.8642,13.4372,8.9136,15.8846,14.4548,10.9662,29.5139,19.9938,21.8336,34.6386,15.2786,19.0128,19.4054,12.2625,23.169,18.207,18.145,14.5158
2021-04-24,,,,,,,,,,13.4352,,,,,,19.9939,,,,,,,,,,
2021-04-25,,,,,,,,,,13.4322,,,,,,19.9884,,,,,,,,,,
2021-04-26,18.2492,18.3028,11.616,16.3232,13.1654,43.4175,9.7405,20.2187,15.2068,13.4897,8.1285,15.7636,14.5678,10.8704,29.6842,20.1885,21.8458,34.8101,14.844,18.8242,19.5343,12.4186,23.18,18.2301,18.1464,14.5966
2021-04-27,18.1872,18.2532,11.6826,16.2357,12.9714,43.5824,9.5994,20.1822,14.8421,13.415,8.3479,15.6061,14.5811,10.7444,29.3526,20.4334,21.6255,34.6115,14.8987,18.6341,19.4283,12.2879,23.0487,18.1246,18.0228,14.4175
2021-04-28,18.2555,18.3336,11.5653,16.1658,12.9645,43.6485,9.7417,19.9199,14.357,13.1306,8.5918,15.5349,14.5086,10.7936,28.2904,20.7302,21.4998,34.2794,14.9791,18.5684,19.4963,12.121,22.677,18.023,17.9306,14.352
2021-04-29,18.3033,18.236,11.4857,15.8951,13.0494,42.6692,9.6216,19.9619,14.2278,12.9286,8.5358,15.5436,14.5169,10.717,28.1874,20.778,21.499,33.4792,15.0728,18.5432,19.6233,12.2739,22.7297,17.902,17.9291,14.2957
2021-04-30,18.2096,18.0414,11.2395,15.7595,12.7881,41.6498,9.5346,19.8101,13.9663,12.743,8.2947,14.9939,14.3736,10.4808,27.7975,20.4576,21.2436,32.7364,14.948,18.4164,19.4875,12.3599,22.4849,17.7895,17.8037,14.2398
2021-05-01,,,,,,,,,,12.7432,,,,,,20.4751,,,,,,,,,,
2021-05-02,,,,,,,,,,12.7431,,,,,,20.4338,,,,,,,,,,
2021-05-03,18.1743,18.0845,10.968,15.88,12.6394,41.2896,9.8928,19.949,14.2906,12.6405,8.2607,14.9098,14.1419,10.7059,27.6493,20.4323,21.2433,32.6206,14.9824,18.5748,22.4913,12.4135,22.4713,17.8732,17.8037,14.2365
2021-05-04,18.2626,17.9272,11.0077,15.4792,12.7275,41.5921,9.7773,19.9075,14.3837,12.7423,7.6791,14.8588,14.0034,10.4198,27.1277,20.2312,21.2662,31.7842,14.9801,18.327,22.479,12.3271,22.2681,17.5896,17.8033,14.0839
2021-05-05,18.2776,18.107,11.111,15.7706,12.6458,40.6279,9.9105,19.957,14.5512,12.7449,7.7494,14.8773,13.9918,10.6404,27.0375,20.4083,21.2692,31.5116,15.0267,18.5575,22.8715,12.3932,22.2389,17.8508,17.8026,14.3009
2021-05-06,18.1228,17.9957,11.3476,15.697,12.7299,40.7335,9.8393,20.1416,14.4109,12.829,7.7469,15.0913,14.0733,10.6819,27.1783,20.3814,21.6253,31.2744,14.8226,18.5263,23.3246,12.4201,22.3868,17.771,17.9798,14.3639
2021-05-07,18.2024,18.0479,11.9077,15.964,12.7024,39.9487,10.0166,20.3068,14.2653,12.8674,8.0893,15.1834,14.2368,10.8182,27.3784,20.8449,21.6457,31.662,14.6839,18.6953,23.5871,12.8749,22.5423,17.9486,18.0182,14.5082
2021-05-08,,,,,,,,,,12.8675,,,,,,20.8454,,,,,,,,,,
2021-05-09,,,,,,,,,,12.8519,,,,,,20.8197,,,,,,,,,,
2021-05-10,18.8221,17.9217,12.2426,15.9475,12.6479,39.6019,10.0275,20.9448,14.044,13.0016,7.8421,15.4023,14.2362,10.8542,26.6509,20.9749,21.6933,30.8775,14.6718,18.6469,23.3254,13.3631,22.2849,17.9227,18.0688,14.5498
2021-05-11,18.5563,17.5726,12.2681,15.6459,12.3898,38.3637,10.0031,20.0252,13.8004,12.8018,7.6653,15.3232,13.9803,10.6934,26.6646,20.8325,20.9748,31.3983,14.7555,18.4241,23.188,13.3399,22.0846,17.5618,17.5564,14.2269
2021-05-12,18.2065,17.6002,12.2052,15.6312,12.5004,39.7221,9.7401,19.6316,13.633,12.6271,7.871,15.0138,13.7793,10.4914,25.9657,20.6144,17.3644,30.5734,14.8264,18.4813,22.3951,13.9158,21.6125,17.5853,16.0856,14.3046
2021-05-13,18.0412,17.5622,11.9224,15.6144,12.3289,39.2692,9.801,19.8717,13.3564,12.3786,7.6013,14.9043,13.4955,10.3996,26.1725,20.5912,16.88,30.919,14.6713,18.4613,22.9695,13.7039,21.8555,17.526,15.7605,14.1231
2021-05-14,18.1344,17.8336,12.0148,15.7917,12.4805,38.0667,9.9747,20.0969,13.7531,12.4931,7.9365,15.0879,13.5408,10.6766,26.7404,20.5566,17.1635,31.7023,15.0227,18.6111,23.413,13.9658,22.1807,17.7219,15.878,14.2585
2021-05-15,,,,,,,,,,12.4797,,,,,,20.556,,,,,,,,,,
2021-05-16,,,,,,,,,,12.4531,,,,,,20.5671,,,,,,,,,,
2021-05-17,18.1474,17.7496,11.8425,15.7186,12.5649,38.7005,10.086,20.0569,12.3786,12.3439,7.9696,15.0466,13.2702,10.674,26.5604,20.9709,16.9858,31.7995,15.2046,18.6326,23.5579,14.0452,22.0956,17.6839,15.7737,14.26
2021-05-18,18.234,17.7058,11.5886,15.6902,12.7402,39.331,10.0069,19.7767,12.3437,12.495,7.9885,15.1199,13.4742,10.5981,26.394,21.2444,17.315,31.4301,15.2134,18.6291,23.6651,13.9221,21.8818,17.7129,16.0228,14.2907
2021-05-19,17.7726,17.4543,11.5125,15.4107,12.7148,39.3426,9.9578,19.6844,12.09,12.4936,7.847,14.9871,13.4982,10.5026,26.4592,21.0985,17.0882,31.1419,15.1668,18.4802,23.5354,13.5984,21.7937,17.4411,15.9332,14.0889
2021-05-20,18.0406,17.6531,11.4185,15.6184,12.6701,40.1361,9.9571,19.7942,11.7554,12.4425,8.0126,15.0855,13.4524,10.5383,26.9559,20.9313,17.1219,31.2803,15.2197,18.7069,23.7672,13.4416,22.0116,17.6585,15.9366,14.2461
2021-05-21,18.0428,17.7857,11.2369,15.677,12.6848,40.8557,9.9497,19.8609,11.9019,12.4276,7.8698,15.0438,13.4588,10.498,26.7464,21.3197,17.2438,31.33,15.0668,18.7375,23.5506,13.0318,21.9666,17.7472,16.0123,14.2344
2021-05-22,,,,,,,,,,12.4276,,,,,,21.3232,,,,,,,,,,
2021-05-23,,,,,,,,,,12.4275,,,,,,21.2731,,,,,,,,,,
2021-05-24,18.094,17.8484,11.2367,15.6505,12.656,40.366,10.0278,19.971,11.8791,12.3889,7.8758,14.9567,13.5282,10.461,27.2032,21.4285,17.2743,31.502,15.1555,18.7148,24.2988,12.8608,22.1749,17.7557,16.0959,14.268
2021-05-25,18.2863,17.7933,11.0217,15.6531,12.8361,41.1347,9.9402,19.9138,11.8074,12.4909,7.8758,14.7458,13.6328,10.3867,27.2382,21.2976,17.4071,31.1467,15.6349,18.8554,24.5659,12.7575,22.1207,17.7569,16.1788,14.2077
2021-05-26,18.2225,17.7924,11.1139,15.6934,12.9289,41.3908,10.0199,19.9198,11.9367,12.4681,7.9295,14.7585,13.7674,10.465,27.3175,21.3801,17.4781,31.8509,15.6369,18.9306,24.8569,12.7142,22.1521,17.7574,16.2174,14.179
2021-05-27,18.2248,17.88,11.0506,15.646,12.8776,40.9801,10.0532,20.0511,12.0912,12.4937,7.7456,14.8758,13.8587,10.5456,27.1985,21.4005,17.3889,32.1129,15.7032,18.9162,25.1853,12.5952,22.1622,17.7814,16.0912,14.1581
2021-05-28,18.1998,18.0158,11.4388,15.7594,12.8864,40.1433,10.1688,20.0717,12.3795,12.5603,8.2657,15.0132,14.9215,10.5759,27.2569,21.594,18.4802,31.9865,15.6485,19.0528,25.1666,13.2326,22.1772,17.8773,16.6492,14.1233
2021-05-29,,,,,,,,,,12.5603,,,,,,21.5936,,,,,,,,,,
2021-05-30,,,,,,,,,,12.5616,,,,,,21.6036,,,,,,,,,,
2021-05-31,18.1599,17.9014,11.3817,15.659,12.8697,41.1929,10.2286,20.0686,12.6722,12.6282,8.2672,15.2809,14.9816,10.6035,27.2594,21.8118,18.279,31.9109,15.6537,18.9183,25.0874,13.2523,22.1715,17.7796,16.4464,14.115
2021-06-01,18.0973,17.9993,11.633,15.8011,13.0267,42.4236,10.3425,20.0964,12.7648,12.6886,8.6121,15.2291,15.0733,10.6926,27.193,21.8404,18.1983,32.2803,15.6784,19.0341,25.4947,13.2226,22.1716,17.9058,16.4067,14.2094
2021-06-02,18.2649,18.068,11.8883,15.8237,12.9541,42.0148,10.3996,20.1117,12.7821,12.671,8.8056,15.2465,15.097,10.6976,27.2421,21.854,18.289,32.3066,15.5228,19.1049,25.6939,13.3653,22.2047,17.9384,16.5255,14.2368
2021-06-03,18.3016,17.9846,11.9929,15.8111,12.8195,41.7654,10.4255,20.0924,12.2875,12.7575,9.0388,15.2043,15.186,10.7234,27.0271,22.0144,18.3356,32.0291,15.4943,19.1425,25.707,13.5252,22.1332,17.8756,16.6553,14.1078
2021-06-04,18.3715,17.9991,11.8663,15.8671,12.7963,41.42,10.466,20.1972,12.2552,12.7028,9.3383,15.1642,15.1322,10.7603,27.5041,21.9414,18.2682,32.1188,15.5735,19.2838,25.9648,14.1364,22.3079,17.9412,16.6281,14.1183
2021-06-05,,,,,,,,,,12.7028,,,,,,21.9414,,,,,,,,,,
2021-06-06,,,,,,,,,,12.7028,,,,,,21.9461,,,,,,,,,,
2021-06-07,18.3488,18.0619,11.9164,15.8383,13.5243,45.772,10.5244,20.1173,11.9712,12.6971,9.6216,15.4788,15.2874,10.7921,27.5743,22.0629,18.2531,32.5736,15.5807,19.407,26.9487,13.0135,22.2844,17.9804,16.5094,14.1457
2021-06-08,18.3474,18.1014,12.0532,15.8001,13.5136,45.3682,10.4428,20.0944,12.0905,12.7465,9.0329,15.3081,15.2894,10.7547,27.5828,22.0475,18.2157,32.8096,15.465,19.4462,26.9355,13.0387,22.2864,17.9879,16.5491,14.1632
2021-06-09,18.2884,18.1141,12.004,15.7332,13.4915,45.2395,10.447,19.9981,12.3776,12.6108,9.2758,15.2986,15.1599,10.7329,27.5918,21.899,18.1337,32.6284,15.4786,19.6549,27.1696,12.5428,22.2406,17.9925,16.4817,14.1209
