FILE,DATE,FUND,BENCHMARK,SECURITY,FUND_AVG_WEIGHT,FUND_CONTRIB,BENCH_AVG_WEIGHT,BENCH_CONTRIB,SELECT. EFFECT,ALLOC. EFFECT,TOTAL EFFECT,ROW_TYPE
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,ENGI11 BZ Equity,0.0,0.0,0.0034602407807745434,0.00046586267708883074,0.0,-0.00046586267708883074,-0.00046586267708883074,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,AXIA6 BZ Equity,0.0,0.0,0.003032411680837757,0.0004691929885106943,0.0,-0.0004691929885106943,-0.0004691929885106943,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,BBSE3 BZ Equity,0.0,0.0,0.005844491699214075,0.0004957128824618985,0.0,-0.0004957128824618985,-0.0004957128824618985,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,DLO US Equity,0.011268305668671522,-0.000573958509398573,0.0,0.0,0.0,-0.000573958509398573,-0.000573958509398573,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,SIGMAFA MM Equity,0.0,0.0,0.004245584802546341,0.0005800317486009961,0.0,-0.0005800317486009961,-0.0005800317486009961,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,MOTV3 BZ Equity,0.0,0.0,0.003692878861988819,0.0006113059491677886,0.0,-0.0006113059491677886,-0.0006113059491677886,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,FIBRAPL MM Equity,0.0,0.0,0.005990061917945129,0.0006174413638798178,0.0,-0.0006174413638798178,-0.0006174413638798178,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,GAPB MM Equity,0.0,0.0,0.012915213645159166,0.0006987587716359544,0.0,-0.0006987587716359544,-0.0006987587716359544,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,KOFUBL MM Equity,0.0,0.0,0.006538358199113174,0.0007176053119640421,0.0,-0.0007176053119640421,-0.0007176053119640421,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,JBS US Equity,0.0,0.0,0.007451413823990456,0.0007241590073806754,0.0,-0.0007241590073806754,-0.0007241590073806754,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,MALLPLAZ CI Equity,0.0,0.0,0.0038270700525887924,0.0008888453193242264,0.0,-0.0008888453193242264,-0.0008888453193242264,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,TIMS3 BZ Equity,0.0,0.0,0.004532297208743025,0.0008930363443625453,0.0,-0.0008930363443625453,-0.0008930363443625453,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,BSAN CI Equity,0.0,0.0,0.00689287033343079,0.0009002221446417077,0.0,-0.0009002221446417077,-0.0009002221446417077,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,SQM/B CI Equity,0.004800099282961526,0.0005060909080269241,0.01376759180437805,0.001462907613620232,-3.9548492088784795e-06,-0.0009528618563844294,-0.0009568167055933078,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,GGBR4 BZ Equity,0.0,0.0,0.006580556536597555,0.0009717310379603936,0.0,-0.0009717310379603936,-0.0009717310379603936,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,UGPA3 BZ Equity,0.0,0.0,0.0037992704525864627,0.0010013192831776975,0.0,-0.0010013192831776975,-0.0010013192831776975,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,ISA CB Equity,0.0,0.0,0.00434288476188236,0.0010232666232717258,0.0,-0.0010232666232717258,-0.0010232666232717258,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,XP US Equity,0.002986298346374128,0.0005572539257885257,0.008987992286239515,0.0016892059852901063,-3.991887503964372e-06,-0.0011279601719976161,-0.0011319520595015806,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,VIVT3 BZ Equity,0.0,0.0,0.0064234520303552535,0.001184898224708359,0.0,-0.001184898224708359,-0.001184898224708359,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,BCI CI Equity,0.0,0.0,0.007706524427081939,0.0012284059452276164,0.0,-0.0012284059452276164,-0.0012284059452276164,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,VBBR3 BZ Equity,0.0,0.0,0.006648780530329696,0.0012549044658958684,0.0,-0.0012549044658958684,-0.0012549044658958684,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,BBDC3 BZ Equity,0.0,0.0,0.006146055864759366,0.0013923055704906462,0.0,-0.0013923055704906462,-0.0013923055704906462,company
PAs  Presentación Guille 31-01-2026.xlsx,2026-01-31,GLORY,GDUEEGFL Index,CIBEST CB Equity,0.0,0.0,0.006654118664692839,0.0015103581152233086,0.0,-0.0015103581152233086,-0.0015103581152233086,company
