FILE,DATE,FUND,BENCHMARK,SECURITY,FUND_AVG_WEIGHT,FUND_CONTRIB,BENCH_AVG_WEIGHT,BENCH_CONTRIB,SELECT. EFFECT,ALLOC. EFFECT,TOTAL EFFECT,ROW_TYPE
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,MULTIPLAN,0.032232804038308555,0.011358154833240302,0.0,0.0,0.0,0.011358154833240302,0.011358154833240302,company
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,B3,0.0432527433429592,0.016215028940695386,0.01901615720357147,0.007142049557303669,-2.9748231568062916e-05,0.009102727614959779,0.009072979383391716,company
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,GRUPO MEXICO,0.06273400831833054,0.020915422306456603,0.04144793342185102,0.013944805320696876,-0.00019090220150796283,0.007161519187267689,0.006970616985759726,company
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,GENTERA,0.030304544976827913,0.0041731704163878855,0.0,0.0,0.0,0.0041731704163878855,0.0041731704163878855,company
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,CREDICORP,0.04254413020161464,0.008663572338262664,0.02664427798637923,0.005355242542060062,0.0001126130633632011,0.0031957167328394006,0.0033083297962026017,company
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,BANCO BTG PACTUAL,0.02918589228892335,0.006931877873464357,0.01551142770724001,0.003717616587161549,-6.309121205496943e-05,0.0032773524983577772,0.003214261286302808,company
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,DIRECIONAL ENGENHARIA,0.014426413205208013,0.0031326684791855596,0.0,0.0,0.0,0.0031326684791855596,0.0031326684791855596,company
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,PETRO RIO,0.017460592027714765,0.006472993773739379,0.009277508492068716,0.0034888054734061417,-9.305885636924898e-05,0.0030772471567024856,0.002984188300333237,company
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,CYRELA,0.008673276785587707,0.0025246076329991317,0.0,0.0,0.0,0.0025246076329991317,0.0025246076329991317,company
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,PARQUE ARAUCO,0.006304858094282552,0.002459487715416476,0.0,0.0,0.0,0.002459487715416476,0.002459487715416476,company
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,GRUPO FINANCIERO BANORTE,0.044045317414532284,0.009599991042037227,0.03269785344231298,0.007202325521820143,-0.00010182973011297648,0.0024994952503300596,0.002397665520217083,company
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,EQUATORIAL ENERGIA,0.02380303269630953,0.004124754406094541,0.010748407486013908,0.0018910553437231268,-6.310805034324008e-05,0.002296807112714654,0.0022336990623714145,company
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,COSAN,0.00820071394766823,0.0021473737790557307,0.0,0.0,0.0,0.0021473737790557307,0.0021473737790557307,company
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,VISTA OIL & GAS,0.011945178263734951,0.0020396951677633356,0.0,0.0,0.0,0.0020396951677633356,0.0020396951677633356,company
PAs  Presentación Guille 28-02-2026.xlsx,2026-02-28,GLORY,GDUEEGFL Index,BUENAVENTURA,0.01091961964211833,0.005395349792598783,0.00698556521930287,0.0034896932377205445,-5.9630817743810786e-05,0.0019652873726220496,0.0019056565548782388,company
