COMPANIES (MERCER),% PORTFOLIO,% M1LAIM,OVERWEIGHT/UNDERWEIGHT
ULTRAPAR,0,0.0037199316,-0.0037199316
CIA ENERGETICA MINAS GERAIS,0,0.0037425463,-0.0037425463
STONECO,0,0.0038285523,-0.0038285523
ALFA,0,0.003849198,-0.003849198
GRUPO CARSO,0,0.0039503253,-0.0039503253
GRUPO FINANCIERO INBURSA,0,0.0040567577,-0.0040567577
ENEVA,0,0.004076921,-0.004076921
TIM PARTICIPACOES,0,0.004156531,-0.004156531
GRUPO INV. SURAMERICANA,2.5545888448962003e-05,0.0042149928,-0.004189446911551038
CENCOSUD,0,0.0044986791,-0.0044986791
FIBRA UNO,0,0.0047793088,-0.0047793088
BB SEGURIDADE,0,0.0050116865,-0.0050116865
BIMBO,0,0.005103304,-0.005103304
XP,0.0026384921367088006,0.0078472045,-0.005208712363291199
PROLOGIS PROPERTY MEXICO,0,0.0053426156,-0.0053426156
COCA-COLA FEMSA,0,0.0058267947,-0.0058267947
TELEFONICA BRASIL,0,0.0060342093,-0.0060342093
BANCO SANTANDER,0,0.0060704811,-0.0060704811
ARCA CONTINENTAL,0,0.0061628141,-0.0061628141
JBS,0,0.0064740179,-0.0064740179
SUZANO PAPEL,0,0.006711919,-0.006711919
BCI,0,0.0067547599,-0.0067547599
GERDAU,0,0.007066869900000001,-0.007066869900000001
LATAM AIRLINES,0,0.0103548607,-0.0103548607
GRUPO AEROPORTUARIO DEL PACIFICO,0,0.011134122,-0.011134122
EMBRAER,0,0.0124115796,-0.0124115796
INDUSTRIAS PENOLES,0,0.0126848368,-0.0126848368
CIA. SANEAMENTO BASICO EST. SP,0,0.0136280544,-0.0136280544
AMBEV,0,0.0140216724,-0.0140216724
BANCOLOMBIA,0,0.014661840200000002,-0.014661840200000002
ITAUSA,0,0.0160560964,-0.0160560964
AMERICA MOVIL,0.003390823759611394,0.0195634385,-0.016172614740388606
WEG,0,0.0167406934,-0.0167406934
SOUTHERN COPPER,0,0.0181175952,-0.0181175952
CEMEX,0,0.0185122707,-0.0185122707
BANCO BRADESCO,0.007822191898695196,0.0264088383,-0.018586646401304807
PETROBRAS,0.022755219674210018,0.0604440621,-0.03768884242578999
