COMPANIES (MSCLUX),% PORTFOLIO,% MSLUELAN,OVERWEIGHT/UNDERWEIGHT
GRUPO ARGOS,0,0.013944711,-0.013944711
MACQUARIE MEXICO,0,0.0146719268,-0.0146719268
ALLOS SA,0.0019277208848615425,0.0176643827,-0.01573666181513846
QUALITAS CONTROLADORA,0,0.0171315325,-0.0171315325
CIA DE SANEAMENTO DO PARANA,0,0.017159632600000002,-0.017159632600000002
CIA SANEAMENTO MINAS GERAIS,0,0.0173159515,-0.0173159515
CEMENTOS ARGOS,0,0.0184276104,-0.0184276104
AURA MINERALS,0,0.0206641568,-0.0206641568
SENDAS DISTRIBUIDORA,0,0.0218657605,-0.0218657605
PARQUE ARAUCO,0,0.0236867632,-0.0236867632
GRUPO INV. SURAMERICANA,0,0.0360143143,-0.0360143143
