COMPANIES (MSCLUX),% PORTFOLIO,% MSLUELAN,OVERWEIGHT/UNDERWEIGHT
LOCAWEB,0.04214834934418124,0,0.04214834934418124
MINSUR,0.03815886540003179,0,0.03815886540003179
CYRELA,0.04239013535557351,0.0122875433,0.03010259205557351
MULTIPLAN,0.04484884508103332,0.0170217299,0.027827115181033316
ENTEL,0.03013029783606863,0.007076231,0.023054066836068633
MILLS ESTRUTURAS,0.021992760240469145,0,0.021992760240469145
MARCOPOLO,0.03177456268838905,0.0099616132,0.021812949488389053
CCU,0.02921278659701687,0.0083443645,0.02086842209701687
VIVARA,0.02673167716152906,0.0060084051,0.02072327206152906
MALL PLAZA,0.019502892607528164,0,0.019502892607528164
GRUPO SPORTS,0.019268356144671914,0,0.019268356144671914
COGNA EDUCACAO,0.03325280186438723,0.0148515605,0.018401241364387227
DLOCAL,0.01699012893251029,0,0.01699012893251029
MOURA DUBEUX ENGENHARIA,0.016620715671161652,0,0.016620715671161652
INTERCORP,0.02847751490198692,0.0135887943,0.014888720601986922
FERREYROS,0.014402239122640503,0,0.014402239122640503
PAMPA ENERGIA,0.01347177275730521,0,0.01347177275730521
BRAVA ENERGIA,0.02371841501710734,0.0109196979,0.012798717117107339
C&A MODAS,0.016728313594160223,0.0040024167,0.012725896894160222
FLEURY,0.018944589961899506,0.0067367775,0.012207812461899507
M DIAS BRANCO,0.014661541661728119,0.0028205743,0.011840967361728119
GRUPO SBF,0.011691719941637552,0,0.011691719941637552
VULCABRAS AZALEIA,0.012362094304140103,0.0023477838,0.010014310504140103
CURY CONSTRUTORA E INCORPORADORA,0.0178777434939116,0.0080806544,0.0097970890939116
DIRECIONAL ENGENHARIA,0.017315003803760717,0.0076059063,0.009709097503760717
ANDINO INVEST HOLDING,0.009015637991825321,0,0.009015637991825321
FARM PAGUE MENOS,0.008775077523222619,0,0.008775077523222619
CENCOSUD SHOPPING,0.00826249455855076,0,0.00826249455855076
CAMANCHACA,0.008045050428960004,0,0.008045050428960004
OPERADORA SITES MEXICANOS,0.007725997491809923,0,0.007725997491809923
LOMA NEGRA,0.0073385546061070775,0,0.0073385546061070775
BANCO SANTANDER BRASIL,0.00703438990416543,0,0.00703438990416543
ULTRAPAR,0.006696265712623244,0,0.006696265712623244
GENTERA,0.032525890199022744,0.026523483,0.006002407199022744
SALFACORP,0.005090432716297056,0,0.005090432716297056
BRADESPAR,0.014677265139686146,0.0099803873,0.004696877839686146
GBM,0.003498006063243766,0,0.003498006063243766
ORIZON VALORIZACAO DE RESIDUOS,0.0088792514821039,0.0056315491,0.0032477023821038996
GRUPO CEMENTOS CHIHUAHUA,0.01881769414689952,0.0158323011,0.0029853930468995184
GRUPO TRAXION,0.0026998592792211217,0,0.0026998592792211217
COPA HOLDINGS,0.001909409144265145,0,0.001909409144265145
COSAN,0.013723972811663628,0.0118692238,0.0018547490116636277
PAGSEGURO DIGITAL,0.017039114226713316,0.0157781062,0.0012610080267133165
GRUPO MATEUS,0.005728669819317011,0.0045210744,0.0012075954193170113
INTER & CO,0.020364228924872756,0.0194202558,0.0009439731248727552
GENOMMA LAB,0.00678309666582242,0.0060064449,0.00077665176582242
SMARTFIT,0.015111962016735222,0.014393542,0.0007184200167352217
FRAS-LE,0.0035358975012443434,0.0028195397,0.0007163578012443434
INVERSIONES LA CONSTRUCCION,0.008064019402632242,0.007521769,0.000542250402632242
PROCAPS,1.284716883435162e-05,0,1.284716883435162e-05
CAP,0.0053665249293437965,0.0054206707,-5.414577065620315e-05
ITAUCORP,0.017430481624632736,0.0176255739,-0.0001950922753672646
MEGACABLE,0.01449585907895978,0.0149464547,-0.0004505956210402208
EMBOTELLADORA ANDINA,0.016023373029160036,0.017100735,-0.0010773619708399629
TRES TENTOS AGROINDUSTRIAL,0.0015502515086171058,0.0032453153,-0.0016950637913828942
VTEX,0,0.0017603998,-0.0017603998
INTELBRAS,0,0.0018487443,-0.0018487443
LOJAS RENNER,0.0225192458472655,0.024392526,-0.0018732801527345001
AFYA,0,0.0018913,-0.0018913
FERBASA,0,0.0019359623,-0.0019359623
PETRORECONCAVO,0,0.0023936525,-0.0023936525
GRENDENE,0,0.0024932432,-0.0024932432
ENGIE ENERGIA CHILE,0.0047995379501379175,0.0075139377,-0.0027143997498620823
VINCI PARTNERS INVESTMENTS,0,0.0027374931,-0.0027374931
BRASKEM,0,0.0029568469,-0.0029568469
MAHLE-METAL LEVE,0,0.0030514835,-0.0030514835
VAMOS,0,0.0030634179,-0.0030634179
SIMPAR,0,0.00306581,-0.00306581
SAO PAULO ALPARGATAS,0,0.0034301331,-0.0034301331
BANCO ABC BRASIL,0,0.0035509481,-0.0035509481
IGUATEMI,0.006031201283071306,0.0098633524,-0.003832151116928695
VESTA,0.020312473818316364,0.0241459689,-0.003833495081683635
MINEROS,0,0.0040582243,-0.0040582243
SAO MARTINHO,0,0.0040813312,-0.0040813312
HIDROVIAS DO BRASIL,0,0.0041246891,-0.0041246891
RIPLEY,0,0.0043865382,-0.0043865382
DEXCO,0,0.0043930582,-0.0043930582
DANHOS,0,0.0044175852,-0.0044175852
MINERVA,0,0.0044855087,-0.0044855087
REGIONAL,0.014185269348520676,0.0186814648,-0.004496195451479322
LACOMER,0.0001138440847259591,0.0047213137,-0.004607469615274041
BANCO DEL BAJIO,0.015751109786651264,0.0205250178,-0.004773908013348736
INVERSIONES AGUAS METROPOLITANAS,0,0.0048867923,-0.0048867923
ODONTOPREV,0,0.0050534408,-0.0050534408
MRV ENGENHARIA,0,0.0051034149,-0.0051034149
IRB BRASIL RESSEGUROS,0,0.0051346155,-0.0051346155
SMU,0,0.0051367381,-0.0051367381
SLC AGRICOLA,0,0.005174926,-0.005174926
HAPVIDA,0.002104900133202598,0.0073234703,-0.005218570166797402
USIMINAS,0,0.0052437487,-0.0052437487
