COMPANIES (MSCLUX),% PORTFOLIO,% MSLUELAN,OVERWEIGHT/UNDERWEIGHT
MINSUR,0.03799260053526672,0,0.03799260053526672
LOCAWEB,0.03398050788594769,0,0.03398050788594769
CYRELA,0.047264048251457774,0.0135501326,0.033713915651457774
MULTIPLAN,0.051362233467393034,0.019272871,0.03208936246739304
MOURA DUBEUX ENGENHARIA,0.029937743762144253,0,0.029937743762144253
MARCOPOLO,0.03459981408102228,0.0107435076,0.02385630648102228
MILLS ESTRUTURAS,0.023006555856303738,0,0.023006555856303738
MALL PLAZA,0.020547670597834366,0,0.020547670597834366
CCU,0.025970970740446738,0.0073342979,0.01863667284044674
GRUPO SPORTS,0.0173637168751357,0,0.0173637168751357
ENTEL,0.022247889041299422,0.005664075,0.01658381404129942
INTERCORP,0.028892340226604196,0.0136304954,0.015261844826604197
C&A MODAS,0.019375043689642272,0.0045831378,0.01479190588964227
COGNA EDUCACAO,0.026189542151003026,0.0118595536,0.014329988551003026
DLOCAL,0.014274239329954223,0,0.014274239329954223
FERREYROS,0.013753438546398666,0,0.013753438546398666
BRAVA ENERGIA,0.02498242412623673,0.011371287,0.013611137126236728
VIVARA,0.019308378443929207,0.0066424913,0.012665887143929206
PAMPA ENERGIA,0.012307901458708652,0,0.012307901458708652
DIRECIONAL ENGENHARIA,0.02086941359428874,0.0090633491,0.01180606449428874
CURY CONSTRUTORA E INCORPORADORA,0.02083149208243124,0.0093090271,0.011522464982431238
FLEURY,0.018104243234721682,0.0067984818,0.011305761434721683
M DIAS BRANCO,0.013692162160568507,0.0026042341,0.011087928060568507
VULCABRAS AZALEIA,0.013293331835975308,0.0024960311,0.010797300735975308
GRUPO SBF,0.010226477822775663,0,0.010226477822775663
FARM PAGUE MENOS,0.010062977047787436,0,0.010062977047787436
ANDINO INVEST HOLDING,0.008897268443336798,0,0.008897268443336798
CAMANCHACA,0.0073418527957745975,0,0.0073418527957745975
ULTRAPAR,0.007161724450416303,0,0.007161724450416303
OPERADORA SITES MEXICANOS,0.006999681736058791,0,0.006999681736058791
BANCO SANTANDER BRASIL,0.006710168316165563,0,0.006710168316165563
LOMA NEGRA,0.006329476381238104,0,0.006329476381238104
GENTERA,0.03349289259775972,0.0271784832,0.006314409397759721
AGI INC,0.0062834438722399796,0,0.0062834438722399796
SALFACORP,0.005110342267222137,0,0.005110342267222137
BRADESPAR,0.015466405732693204,0.0103978066,0.005068599132693204
ORIZON VALORIZACAO DE RESIDUOS,0.010424801808656754,0.0058642626,0.004560539208656754
GRUPO CEMENTOS CHIHUAHUA,0.020497014278779847,0.0165337588,0.003963255478779848
GBM,0.0035061701699692998,0,0.0035061701699692998
CONSTELLATION,0.0031364862370351207,0,0.0031364862370351207
GRUPO TRAXION,0.002513961009234287,0,0.002513961009234287
ECORODOVIAS,0.008388526014984387,0.0061208492,0.002267676814984387
COSAN,0.015548867558816043,0.0132950911,0.002253776458816043
COPA HOLDINGS,0.0019507069445184127,0,0.0019507069445184127
PAGSEGURO DIGITAL,0.016262815453931607,0.0148885937,0.0013742217539316082
ORBIA,0.00978981681385882,0.0088432686,0.0009465482138588197
SMARTFIT,0.014101796535075364,0.0132791829,0.0008226136350753636
INVERSIONES LA CONSTRUCCION,0.007401260528057586,0.0068253386,0.0005759219280575866
ITAUCORP,0.015396471384346248,0.0152399586,0.00015651278434624695
CAP,0.004609039564792781,0.0046027818,6.257764792781152e-06
PROCAPS,4.386937094502798e-06,0,4.386937094502798e-06
MEGACABLE,0.015012965500935524,0.0153902772,-0.0003773116990644764
EMBOTELLADORA ANDINA,0.014531001455997172,0.0153322702,-0.0008012687440028272
GENOMMA LAB,0.004759785760380791,0.0062433389,-0.0014835531396192089
LOJAS RENNER,0.024044267972003874,0.0257492496,-0.001704981627996125
AFYA,0,0.0017145393,-0.0017145393
VTEX,0,0.0017548982,-0.0017548982
TRES TENTOS AGROINDUSTRIAL,0.0016945450343624382,0.003507179,-0.0018126339656375618
INTELBRAS,0,0.0022618425,-0.0022618425
FERBASA,0,0.0022941777,-0.0022941777
VESTA,0.024930322468964206,0.0273864249,-0.0024561024310357955
VINCI PARTNERS INVESTMENTS,0,0.0024812557,-0.0024812557
ENGIE ENERGIA CHILE,0.004241355608248036,0.0068240304,-0.0025826747917519644
GRENDENE,0,0.0026433596,-0.0026433596
PETRORECONCAVO,0,0.0026706965,-0.0026706965
FRAS-LE,0,0.0028138983,-0.0028138983
BRASKEM,0,0.0029875204,-0.0029875204
SIMPAR,0,0.0031724694,-0.0031724694
MAHLE-METAL LEVE,0,0.0032171183,-0.0032171183
VAMOS,0,0.0035134876,-0.0035134876
BANCO ABC BRASIL,0,0.0037555445,-0.0037555445
MINERVA,0,0.0038557405,-0.0038557405
SAO PAULO ALPARGATAS,0,0.0039004322,-0.0039004322
IGUATEMI,0.006423701291104831,0.0103861872,-0.00396248590889517
MINEROS,0,0.0040878806,-0.0040878806
DEXCO,0,0.004088231,-0.004088231
