COMPANIES (GLORY),% PORTFOLIO,% GDUEEGFL,OVERWEIGHT/UNDERWEIGHT
MULTIPLAN,0.03413957789854436,0,0.03413957789854436
GENTERA,0.0320662371993024,0,0.0320662371993024
MERCADOLIBRE,0.029508009077641305,0,0.029508009077641305
B3,0.04567533602012293,0.0203288525,0.025346483520122927
GRUPO MEXICO,0.06400149806977924,0.0411908116,0.02281068646977924
VISTA OIL & GAS,0.016320038694382144,0,0.016320038694382144
DIRECIONAL ENGENHARIA,0.015216481786625092,0,0.015216481786625092
VIVARA,0.014769301497538653,0,0.014769301497538653
BANCO BTG PACTUAL,0.03051144492223706,0.0159111001,0.014600344822237061
ITAUCORP,0.01443040219461998,0,0.01443040219461998
ITAU,0.07190234006470463,0.0577060852,0.014196254864704626
LOCAWEB,0.0138189730989806,0,0.0138189730989806
EQUATORIAL ENERGIA,0.024128956877393023,0.0106212248,0.013507732077393022
GRUPO FINANCIERO BANORTE,0.045099228715022636,0.0326797737,0.012419455015022639
CREDICORP,0.03820733870307405,0.0261644045,0.012042934203074052
PETRO RIO,0.020772522894047428,0.0100025863,0.010769936594047428
M DIAS BRANCO,0.010563214845614389,0,0.010563214845614389
DLOCAL,0.009713697160198584,0,0.009713697160198584
CYRELA,0.009488473797731031,0,0.009488473797731031
COSAN,0.009088446733892462,0,0.009088446733892462
MILLS ESTRUTURAS,0.008949932071817157,0,0.008949932071817157
BRAVA ENERGIA,0.007938627878966858,0,0.007938627878966858
LOCALIZA,0.018212457045240153,0.0103793037,0.007833153345240153
LOJAS RENNER,0.007772283813264431,0,0.007772283813264431
GRUPO CEMENTOS CHIHUAHUA,0.00693000747792165,0,0.00693000747792165
INVERSIONES LA CONSTRUCCION,0.006806099581213607,0,0.006806099581213607
PARQUE ARAUCO,0.006626509499714224,0,0.006626509499714224
FLEURY,0.006290036001683115,0,0.006290036001683115
AGI INC,0.006250130899675778,0,0.006250130899675778
VULCABRAS AZALEIA,0.004661435911755852,0,0.004661435911755852
AXIA ENERGIA,0.028373920424060443,0.02392136,0.004452560424060444
BUENAVENTURA,0.0112445254651685,0.0070142853,0.004230240165168499
COGNA EDUCACAO,0.004012475785138913,0,0.004012475785138913
GRUPO AEROPORTUARIO SURESTE,0.011527927480659532,0.0075392481,0.003988679380659532
INTERCORP,0.003867397569928401,0,0.003867397569928401
ENTEL,0.003820445340953566,0,0.003820445340953566
GRUPO TRAXION,0.003779106147091963,0,0.003779106147091963
RUMO LOGISTICA,0.008323725516880157,0.0045864516,0.003737273916880157
MINSUR,0.0035192274939863026,0,0.0035192274939863026
GRUPO SPORTS,0.003490152257179357,0,0.003490152257179357
OPERADORA SITES MEXICANOS,0.0034094719791433335,0,0.0034094719791433335
C&A MODAS,0.003186748774767839,0,0.003186748774767839
WAL-MART MEXICO,0.022360188739601685,0.0194459479,0.0029142408396016853
MEGACABLE,0.002778664295263861,0,0.002778664295263861
KIMBERLY-CLARK MEXICO,0.006705396025646815,0.0041045724,0.002600823625646815
CCU,0.001776199793652864,0,0.001776199793652864
GRUPO MATEUS,0.0017084343538503897,0,0.0017084343538503897
SOQUIMICH,0.012855364060597655,0.0114322462,0.0014231178605976554
LOCALIZA RENT A CAR,0.0006702483437254302,0,0.0006702483437254302
NUBANK,0.06645764737959373,0.0658296111,0.0006280362795937217
MARCOPOLO,0.000612690699179376,0,0.000612690699179376
REDE DOR SAO LUIZ,0.00790183514852044,0.0077133303,0.00018850484852044047
REGIONAL,0.0001814644545145343,0,0.0001814644545145343
GRUPO INV. SURAMERICANA,1.9039727680704195e-05,0,1.9039727680704195e-05
PROCAPS,1.0008163726088933e-05,0,1.0008163726088933e-05
ALSEA,4.19870675519353e-06,0,4.19870675519353e-06
TOTVS,0.004039040603010502,0.0045493551,-0.0005103144969894986
FALABELLA,0.004190919760768089,0.004863288,-0.0006723682392319116
RAIA DROGASIL,0.006653722747282431,0.0074329416,-0.0007792188527175692
BANCO CHILE,0.009964467065567676,0.0109702528,-0.0010057857344323243
BANCO DO BRASIL,0.008811457821289769,0.0099068211,-0.0010953632787102305
FOMENTO ECONOMICO MEXICANO,0.020039917459499814,0.0216045578,-0.0015646403405001862
CMPC,0,0.0019248852,-0.0019248852
ENEL AMERICAS,0,0.0020264677,-0.0020264677
ENGIE BRASIL ENERGIA,0,0.0020510114,-0.0020510114
PORTO SEGURO,0,0.0021472801,-0.0021472801
CAIXA SEGURIDADE PARTICIPACOES,0,0.0022993657,-0.0022993657
CPFL ENERGIA,0,0.0024482238,-0.0024482238
GRUPO COMERCIAL CHEDRAUI,0,0.0024816749,-0.0024816749
ENEL CHILE,0,0.0025262157,-0.0025262157
MBRF GLOBAL FOODS,0,0.0025966546,-0.0025966546
GRUPO AEROPORTUARIO CENTRO NORTE,0.0024953240470168003,0.005316246,-0.0028209219529832
GRUMA,0,0.003169998,-0.003169998
CIA PARANAENSE DE ENERGIA,0,0.0033791778,-0.0033791778
ENERGISA,0,0.0034879901,-0.0034879901
KLABIN,0,0.003515062,-0.003515062
PROMOTORA Y OPERADORA DE INF,0,0.0035201325,-0.0035201325
MOTIVA INFRAESTRUTURA,0,0.0035385253,-0.0035385253
COPEC,0,0.0036099508,-0.0036099508
INTERCONEXION ELECTRICA,0,0.0038087415,-0.0038087415
MALL PLAZA,0,0.0038219121,-0.0038219121
ALFA,0,0.0042741417,-0.0042741417
ULTRAPAR,0,0.0043017356,-0.0043017356
STONECO,0,0.0043780122,-0.0043780122
CIA ENERGETICA MINAS GERAIS,0,0.0043782649,-0.0043782649
GRUPO FINANCIERO INBURSA,0,0.0044283042,-0.0044283042
CENCOSUD,0,0.0045653212,-0.0045653212
ENEVA,0,0.0045902786,-0.0045902786
GRUPO CARSO,0,0.0047877727,-0.0047877727
TIM PARTICIPACOES,0,0.0048822833,-0.0048822833
BB SEGURIDADE,0,0.0050887077,-0.0050887077
BIMBO,0,0.0053896575,-0.0053896575
FIBRA UNO,0,0.0055264132,-0.0055264132
PROLOGIS PROPERTY MEXICO,0,0.0058153558,-0.0058153558
GERDAU,0,0.0059864578,-0.0059864578
LATAM AIRLINES,0.003766926627174007,0.010029152,-0.006262225372825992
BANCO SANTANDER,0,0.0065411795,-0.0065411795
COCA-COLA FEMSA,0,0.0065869424,-0.0065869424
BCI,0,0.0066834752,-0.0066834752
XP,0.003500568453701638,0.0102315484,-0.006730979946298362
TELEFONICA BRASIL,0,0.0070091396,-0.0070091396
ARCA CONTINENTAL,0,0.0070178943,-0.0070178943
VIBRA ENERGIA,0,0.0073304824,-0.0073304824
JBS,0,0.0073436169,-0.0073436169
SUZANO PAPEL,0,0.0084401347,-0.0084401347
GRUPO AEROPORTUARIO DEL PACIFICO,0,0.0127492425,-0.0127492425
INDUSTRIAS PENOLES,0,0.0129833074,-0.0129833074
