COMPANIES (MERCER),% PORTFOLIO,% M1LAIM,OVERWEIGHT/UNDERWEIGHT
MULTIPLAN,0.034807081331776325,0.0020142755,0.03279280583177632
GRUPO MEXICO,0.06479261641190846,0.035736514,0.029056102411908466
MERCADOLIBRE,0.027626111570705342,0,0.027626111570705342
GENTERA,0.02907809349580921,0.0032693263,0.02580876719580921
CREDICORP,0.04701912696135202,0.0229734454,0.02404568156135202
B3,0.037153740031829446,0.0160291099,0.021124630131829445
MILLS ESTRUTURAS,0.02110776886866727,0,0.02110776886866727
BANCO BTG PACTUAL,0.03345073733365166,0.0135833527,0.01986738463365166
DIRECIONAL ENGENHARIA,0.01940133525868507,0.0009912709,0.018410064358685068
VIVARA,0.018857129433323207,0.000846288,0.018010841433323207
LOCAWEB,0.015711887261368337,0,0.015711887261368337
INVERSIONES LA CONSTRUCCION,0.016131144975133307,0.0008471227,0.015284022275133308
ITAU,0.06022524077698842,0.046051818,0.014173422776988416
EQUATORIAL ENERGIA,0.022618202629545694,0.0097633538,0.012854848829545695
DLOCAL,0.011593958360803456,0,0.011593958360803456
FLEURY,0.012023537439720833,0.0008033452,0.011220192239720834
GRUPO FINANCIERO BANORTE,0.03757599907361977,0.0268436487,0.010732350373619769
CYRELA,0.011746616820128213,0.0014014393,0.010345177520128214
ITAUCORP,0.01229666330350767,0.0020524243,0.01024423900350767
REDE DOR SAO LUIZ,0.015103181822872166,0.0069467259,0.008156455922872168
WAL-MART MEXICO,0.026590904075894116,0.0187475065,0.007843397575894116
PETRO RIO,0.014962544790402089,0.0076496719,0.007312872890402089
CCU,0.008195587749026238,0.0010151035,0.007180484249026238
KIMBERLY-CLARK MEXICO,0.010510859788981933,0.0035506077,0.006960252088981933
BRAVA ENERGIA,0.00804712212467518,0.0013032366,0.00674388552467518
RAIA DROGASIL,0.013120509247358858,0.0066281489,0.006492360347358858
COSAN,0.007860698825782296,0.0014039608,0.0064567380257822965
INTERCORP,0.007912558295064404,0.001682736,0.006229822295064404
OPERADORA SITES MEXICANOS,0.006198244302174885,0,0.006198244302174885
NUBANK,0.07236558117105067,0.0667351185,0.005630462671050676
AXIA ENERGIA,0.024863054630321017,0.0196692422,0.0051938124303210174
BUENAVENTURA,0.010650243899388597,0.0059850228,0.004665221099388597
M DIAS BRANCO,0.004660491200150388,0.0003496349,0.004310856300150387
GRUPO SPORTS,0.004157487531076632,0,0.004157487531076632
GRUPO CEMENTOS CHIHUAHUA,0.006085655803434416,0.0019709303,0.004114725503434415
VULCABRAS AZALEIA,0.00442169007407992,0.0003313309,0.00409035917407992
COGNA EDUCACAO,0.005265327262580691,0.0015989419,0.0036663853625806906
ENTEL,0.004529814293781215,0.0009138103,0.003616003993781215
SOQUIMICH,0.015365166886304984,0.0119233223,0.003441844586304983
RUMO LOGISTICA,0.007256401175162597,0.0040616039,0.003194797275162597
GRUPO AEROPORTUARIO SURESTE,0.009635204555399662,0.0065637149,0.003071489655399662
FERREYROS,0.002725780203692748,0,0.002725780203692748
BANCO CHILE,0.012708133518012383,0.0103048929,0.0024032406180123835
GRUPO TRAXION,0.002286280479819872,0,0.002286280479819872
GRUPO MATEUS,0.0026530205709230105,0.0005265094,0.0021265111709230103
C&A MODAS,0.002324561792322349,0.0004900435,0.0018345182923223489
GLOBANT,0.0017482885033024156,0,0.0017482885033024156
VISTA OIL & GAS,0.0013068513384595964,0,0.0013068513384595964
PARQUE ARAUCO,0.0036831926529827647,0.0026890892,0.0009941034529827647
MEGACABLE,0.002349075823510791,0.0015939817,0.0007550941235107912
TOTVS,0.005474826664278913,0.0050006531,0.00047417356427891227
ALSEA,0.002122084125763659,0.0018012709,0.0003208132257636587
LOCALIZA RENT A CAR,0.000298229336837766,0,0.000298229336837766
PROCAPS,2.5665654122542115e-05,0,2.5665654122542115e-05
MARCOPOLO,0.001139332793735984,0.0011877283,-4.8395506264016074e-05
BANCO DO BRASIL,0.00784907650764921,0.007910579,-6.150249235078835e-05
FERBASA,0,0.0002358982,-0.0002358982
INTELBRAS,0,0.0002393494,-0.0002393494
VTEX,0,0.000250713,-0.000250713
AFYA,0,0.0002538601,-0.0002538601
PETRORECONCAVO,0,0.0002840856,-0.0002840856
LOCALIZA,0.008073898443400706,0.0083694815,-0.00029558305659929326
GRENDENE,0,0.0003050586,-0.0003050586
BRASKEM,0,0.0003203695,-0.0003203695
VAMOS,0,0.0003378969,-0.0003378969
SIMPAR,0,0.000346022,-0.000346022
FRAS-LE,0,0.0003496108,-0.0003496108
VINCI PARTNERS INVESTMENTS,0,0.0003693679,-0.0003693679
MAHLE-METAL LEVE,0,0.0003777211,-0.0003777211
SAO PAULO ALPARGATAS,0,0.0004187955,-0.0004187955
BANCO ABC BRASIL,0,0.0004244116,-0.0004244116
TRES TENTOS AGROINDUSTRIAL,0,0.0004331613,-0.0004331613
MINEROS,0,0.0004455965,-0.0004455965
SAO MARTINHO,0,0.0004891655,-0.0004891655
MINERVA,0,0.0005019931,-0.0005019931
HIDROVIAS DO BRASIL,0,0.0005063899,-0.0005063899
DEXCO,0,0.000511654,-0.000511654
DANHOS,0,0.0005595788,-0.0005595788
RIPLEY,0,0.0005696067,-0.0005696067
INVERSIONES AGUAS METROPOLITANAS,0,0.0005984751,-0.0005984751
LACOMER,0,0.0006018089,-0.0006018089
SLC AGRICOLA,0,0.0006122318,-0.0006122318
IRB BRASIL RESSEGUROS,0,0.0006136327,-0.0006136327
ODONTOPREV,0,0.0006427954,-0.0006427954
UNIPAR PARTICIPACOES,0,0.0006642588,-0.0006642588
SMU,0,0.0006644107,-0.0006644107
AZZAS 2154,0,0.0006692619,-0.0006692619
MRV ENGENHARIA,0,0.000677507,-0.000677507
USIMINAS,0,0.0006796525,-0.0006796525
BANCO PANAMERICANO,0,0.0006799904,-0.0006799904
CAP,0,0.0006905837,-0.0006905837
FALABELLA,0.004282491999546625,0.0049865841,-0.0007040921004533747
BANCO EST. RIO GRANDE DO SUL,0,0.0007119326,-0.0007119326
MAGAZINE LUIZA,0,0.0007251585,-0.0007251585
CONCHA Y TORO,0,0.0007267202,-0.0007267202
ORIZON VALORIZACAO DE RESIDUOS,0,0.00072718,-0.00072718
HAPVIDA,0.00029005785881867495,0.0010487003,-0.000758642441181325
GENOMMA LAB,0,0.0007744379,-0.0007744379
ECORODOVIAS,0,0.0008046539,-0.0008046539
ENGIE ENERGIA CHILE,0,0.0008784323,-0.0008784323
ALPEK,0,0.00089186,-0.00089186
AUREN ENERGIA,0,0.0008991638,-0.0008991638
ORBIA,0,0.0009164558,-0.0009164558
SIGMA LITHIUM,0,0.0009319508,-0.0009319508
BOLSA MEXICANA,0,0.000960535,-0.000960535
VAPORES,0,0.0010073874,-0.0010073874
CURY CONSTRUTORA E INCORPORADORA,0,0.0010367161,-0.0010367161
VOLARIS,0,0.0010529607,-0.0010529607
