COMPANIES (MERCER),% PORTFOLIO,% M1LAIM,OVERWEIGHT/UNDERWEIGHT
CIA SANEAMENTO MINAS GERAIS,0,0.0020221272,-0.0020221272
CAIXA SEGURIDADE PARTICIPACOES,0,0.0020615824,-0.0020615824
ALLOS SA,0,0.0020628164,-0.0020628164
INTER & CO,0,0.0021085674,-0.0021085674
CEMENTOS ARGOS,0,0.0021519448,-0.0021519448
CPFL ENERGIA,0,0.0022283457,-0.0022283457
MBRF GLOBAL FOODS,0,0.0023177978,-0.0023177978
ENEL CHILE,0,0.0023295904,-0.0023295904
GRUPO COMERCIAL CHEDRAUI,0,0.0023670036,-0.0023670036
FOMENTO ECONOMICO MEXICANO,0.01724113373937094,0.019642215,-0.0024010812606290594
AURA MINERALS,0,0.0024131249,-0.0024131249
BANCO DEL BAJIO,0,0.0024922486,-0.0024922486
SENDAS DISTRIBUIDORA,0,0.0025534461,-0.0025534461
VIBRA ENERGIA,0.003942397280838854,0.0065226992,-0.0025803019191611458
GRUPO AEROPORTUARIO CENTRO NORTE,0.0019071710516589836,0.0045625217,-0.002655350648341016
CIA PARANAENSE DE ENERGIA,0,0.0029060348,-0.0029060348
LOJAS RENNER,0,0.0029452675,-0.0029452675
VESTA,0,0.0030060484,-0.0030060484
ENERGISA,0,0.0030146757,-0.0030146757
GRUMA,0,0.0031479624,-0.0031479624
MOTIVA INFRAESTRUTURA,0,0.0031508213,-0.0031508213
KLABIN,0,0.0031828452,-0.0031828452
PROMOTORA Y OPERADORA DE INF,0,0.0032525256,-0.0032525256
COPEC,0,0.0033109954,-0.0033109954
MALL PLAZA,0,0.0033628782,-0.0033628782
INTERCONEXION ELECTRICA,0,0.0034452113,-0.0034452113
ULTRAPAR,0,0.0037291923,-0.0037291923
STONECO,0,0.003752674,-0.003752674
ALFA,0,0.0038107389,-0.0038107389
CIA ENERGETICA MINAS GERAIS,0,0.0038427271,-0.0038427271
ENEVA,0,0.0039570562,-0.0039570562
GRUPO FINANCIERO INBURSA,0,0.004129581,-0.004129581
GRUPO INV. SURAMERICANA,2.590907855631955e-05,0.00420569,-0.00417978092144368
GRUPO CARSO,0,0.0042483447,-0.0042483447
CENCOSUD,0,0.0043664985,-0.0043664985
TIM PARTICIPACOES,0,0.0044064109,-0.0044064109
BB SEGURIDADE,0,0.0045115457,-0.0045115457
FIBRA UNO,0,0.0049302615,-0.0049302615
BIMBO,0,0.0051331585,-0.0051331585
XP,0.002727465171845041,0.0079849386,-0.005257473428154959
PROLOGIS PROPERTY MEXICO,0,0.0052894406,-0.0052894406
LATAM AIRLINES,0.004025630024907995,0.0093361253,-0.005310495275092005
BANCO SANTANDER,0,0.0058515637,-0.0058515637
COCA-COLA FEMSA,0,0.0059216613,-0.0059216613
BCI,0,0.0061619427,-0.0061619427
TELEFONICA BRASIL,0,0.0063010015,-0.0063010015
ARCA CONTINENTAL,0,0.0063074916,-0.0063074916
JBS,0,0.0065016555,-0.0065016555
GERDAU,0,0.0068968927,-0.0068968927
SUZANO PAPEL,0,0.0077298365,-0.0077298365
GRUPO AEROPORTUARIO DEL PACIFICO,0,0.0108593776,-0.0108593776
INDUSTRIAS PENOLES,0,0.0122535258,-0.0122535258
EMBRAER,0,0.0124456336,-0.0124456336
CIA. SANEAMENTO BASICO EST. SP,0,0.0143170893,-0.0143170893
BANCOLOMBIA,0,0.0146568285,-0.0146568285
AMBEV,0,0.0147330986,-0.0147330986
ITAUSA,0,0.0163823986,-0.0163823986
WEG,0,0.0172134473,-0.0172134473
AMERICA MOVIL,0.003803024109046531,0.0214981774,-0.017695153290953468
SOUTHERN COPPER,0,0.0179581399,-0.0179581399
BANCO BRADESCO,0.008012289006230036,0.0266332481,-0.018620959093769963
CEMEX,0,0.0189591478,-0.0189591478
PETROBRAS,0.023429661817317447,0.0606986244,-0.03726896258268255
