date,S&P/ASX 200,CAC 40,Colcap,DAX,Hang Seng,Ibovespa,Dow Jones,IPSA,Merval,Mexbol,Nasdaq 100,Nikkei 225,Russell 2000,Swiss Market,SMLLBV,Bvl,S&P 500,FTSE 100
2021-02-17,29.0941,29.0234,20.4293,20.8335,16.1687,32.3774,20.4198,27.2575,322.602,37.0266,38.327,25.1405,146.7248,22.6048,,99.5775,31.6959,23.4646
2021-02-18,29.0512,17.1589,20.2407,20.396,15.9327,32.3413,20.3142,27.0092,330.3877,37.4486,38.1424,25.1091,150.4451,18.3755,,98.6473,31.5691,23.0418
2021-02-19,28.7867,17.3441,20.2944,20.0589,15.9148,32.0279,20.3283,27.6375,325.0707,37.7845,37.9852,24.8453,148.2396,18.3787,,99.8976,31.3951,22.924
2021-02-22,28.7467,17.3728,20.2981,19.9779,15.8107,28.9405,20.3231,27.2048,,37.8237,36.9864,24.9248,189.2749,18.326,,101.5886,31.1244,22.9435
2021-02-23,18.833,17.3747,20.3446,19.6501,16.0322,29.6368,20.2989,26.4787,103.0212,38.1345,36.9307,24.918,176.9352,18.1712,,101.5864,22.3661,22.9524
2021-02-24,18.6648,17.4084,21.7885,19.8321,15.3657,19.0676,20.6063,25.7336,106.7884,38.0686,37.2797,24.3698,185.0492,18.3483,,101.6748,22.636,22.666
2021-02-25,18.8483,17.3461,20.7322,21.5773,15.5216,17.8505,20.2636,27.3001,105.3116,14.6355,36.0519,24.7325,144.063,18.202,,15.6246,22.0869,22.667
2021-02-26,18.2988,17.0521,21.025,21.4684,15.0283,17.5041,19.9495,24.4875,101.365,14.7423,36.2695,23.7481,34.0979,17.9648,,15.7296,21.9585,22.1598
2021-03-01,18.6385,17.3151,22.6589,21.7746,15.2733,17.4958,20.2628,24.831,101.9445,14.824,37.3273,24.2114,35.4292,18.2537,,15.8794,22.4431,22.5331
2021-03-02,18.6027,17.3329,22.5643,21.7712,15.0924,17.5815,20.1632,25.2731,101.9873,15.1529,36.7083,23.9541,34.6981,18.4064,,15.9056,22.2538,22.7334
2021-03-03,18.7503,17.3808,22.5171,21.8316,15.4972,17.515,20.0858,15.5351,100.2868,15.3729,35.6851,23.9934,34.3197,18.3069,,15.9241,21.9548,23.2762
2021-03-04,18.4944,17.441,21.7861,15.7527,15.1106,10.8518,19.8561,15.0677,22.1607,15.2475,35.1778,23.4675,33.3267,18.1364,,15.6193,21.6489,14.8318
2021-03-05,18.2778,17.2955,21.9144,15.5971,15.0398,11.046,20.1804,15.1021,21.8918,15.3608,35.755,23.4309,34.011,17.8968,,15.618,22.0561,14.7468
2021-03-08,18.3449,17.6229,12.0204,16.1043,14.7426,10.5612,20.3649,15.1194,18.7253,15.4222,34.7121,23.3176,34.0555,18.2351,,15.5571,21.9203,14.9464
2021-03-09,18.4394,17.6932,12.2521,16.1596,14.8608,10.6186,20.3592,15.5334,19.1463,15.4415,36.1103,23.5322,34.7506,18.3137,,15.5626,22.224,14.9241
2021-03-10,18.2814,17.8611,12.3137,16.2901,14.9377,10.7916,20.6677,15.8616,12.6186,15.5912,35.9906,23.5055,35.3468,18.3998,,15.6004,22.3615,14.8973
2021-03-11,18.3055,17.9988,12.3936,16.3308,15.3877,10.936,20.791,15.7395,12.8116,15.6367,27.7678,23.6563,36.0375,18.3555,,15.595,22.5683,14.9279
2021-03-12,18.4464,17.9825,12.424,16.2382,15.009,10.8601,20.9982,15.7744,12.9696,15.6684,27.5278,24.0434,36.2786,18.2866,,15.6054,22.5889,14.8999
2021-03-15,18.4456,17.8869,12.4812,16.2242,15.0548,10.7287,21.0923,15.7612,13.2117,15.661,27.8456,23.9536,36.2965,18.3412,,15.5327,22.7097,14.8226
2021-03-16,18.5846,17.9604,12.4225,16.302,15.1822,10.6381,20.9798,15.5446,12.9864,15.8764,27.9892,24.0682,35.694,18.4764,,15.296,22.6581,14.9419
2021-03-17,18.4866,17.9546,12.361,16.3445,15.1833,10.7911,21.1078,15.4246,13.0984,15.6874,28.0941,24.0374,35.9571,18.4419,19.33,15.367,22.7146,14.8391
2021-03-18,18.2578,17.9682,12.2005,16.4773,15.6086,10.5248,20.9784,15.3364,12.731,15.6227,27.22,24.2573,34.8721,18.5268,18.794,15.2646,22.3752,14.8041
2021-03-19,18.1496,17.71,12.2004,16.2577,15.3153,10.6622,20.8095,15.2395,12.7988,15.4391,27.3764,23.7925,35.1743,18.5158,19.3728,15.1903,22.3448,14.6163
2021-03-22,18.3611,17.8178,12.2029,16.4285,15.2709,10.4968,20.8358,15.0555,13.9176,15.4502,27.8795,23.2511,35.796,18.6527,19.4662,14.1936,22.5237,14.6606
2021-03-23,18.2613,17.7134,12.2045,16.4279,15.1066,10.348,20.629,14.9528,13.7019,15.1865,27.7532,23.0988,34.5336,18.73,19.597,13.8812,22.3539,14.5358
2021-03-24,18.2624,17.697,12.2503,16.3122,14.7879,10.1628,20.6322,14.8821,13.7019,15.1142,27.302,22.6154,33.6168,18.6653,19.2163,13.8831,22.225,14.5113
2021-03-25,18.2725,17.6985,12.1973,16.3015,12.7837,10.244,20.7076,14.6612,13.1848,15.2677,27.2612,22.8706,34.6305,18.6876,19.5903,13.6775,22.3353,14.4471
2021-03-26,18.364,17.8024,11.9895,16.4372,12.9632,10.3254,20.981,14.911,13.1693,15.4222,27.6812,23.2494,35.328,18.6992,19.4807,13.7832,22.7027,14.5729
2021-03-29,18.2703,17.8704,12.0393,16.4994,13.0134,10.3626,21.0435,15.1047,12.9955,15.5349,27.6518,23.4185,34.169,18.6387,19.3468,13.7744,22.6843,14.5666
2021-03-30,18.0724,18.0333,12.1241,16.7302,13.1066,10.3608,20.9979,15.1249,13.2507,15.6113,27.4902,23.4591,34.7206,18.7354,19.9767,13.794,22.5971,14.6109
2021-03-31,18.2128,17.9453,12.0272,16.7421,12.9711,10.2816,20.9434,15.0226,13.2112,15.395,27.8109,23.2456,34.9248,18.6558,19.8799,13.7257,22.63,14.4839
2021-04-01,18.2866,18.0226,12.0202,16.8106,13.2561,10.1542,21.0089,14.9238,13.2112,15.4139,28.2556,23.4114,35.4403,18.8058,19.9159,13.7307,22.8593,14.4842
2021-04-02,18.2891,18.0206,12.0202,16.8106,13.2615,10.1533,21.0081,14.9238,13.2112,15.4139,28.2601,23.7524,35.4357,18.8058,19.9159,13.7312,22.8569,14.4843
2021-04-05,18.2875,18.0341,12.082,16.8133,13.2411,10.3625,21.2056,14.664,13.3934,15.7651,28.8283,23.9467,35.5358,18.8117,20.0551,13.7758,23.159,14.4899
2021-04-06,18.4357,18.1337,12.0818,16.8978,13.2308,10.3614,21.1501,14.6147,13.9058,15.5811,28.7824,23.6511,35.4785,19.077,20.3288,14.3847,23.1238,14.6104
2021-04-07,18.5475,18.1366,12.1952,16.8597,13.1127,10.3055,21.105,14.6074,14.025,15.554,28.8837,23.7033,34.9283,19.0988,19.4276,14.245,23.1382,14.7148
2021-04-08,18.7479,18.248,12.1031,16.851,13.2812,10.3168,21.1238,14.7557,13.9702,15.6653,29.2088,23.6172,35.2114,19.2647,19.8671,14.6096,23.2115,14.8112
2021-04-09,18.7242,18.272,12.0629,16.881,13.1424,10.2621,21.2657,14.9062,13.6954,15.47,29.3927,23.7254,35.2209,19.3349,19.9232,14.6086,23.3805,14.7352
2021-04-12,18.6282,18.1267,12.0287,16.8068,13.0297,10.1983,21.2148,14.731,11.4671,15.4359,29.3455,23.5134,34.9872,19.3244,20.0955,14.4031,23.3524,14.5721
2021-04-13,18.5933,18.1264,12.2069,16.7494,13.0553,10.0824,21.1665,14.5829,11.3469,15.5233,29.6917,23.6596,34.9346,19.2286,20.1187,14.4715,23.4242,14.512
2021-04-14,18.6843,18.1123,12.2827,16.7462,13.1984,10.0511,20.6542,14.6406,11.2666,15.8787,29.2919,23.5206,35.2349,19.2691,20.0802,13.8245,23.2302,14.6253
2021-04-15,18.7764,18.233,12.2078,16.7548,13.1622,10.0757,20.5655,14.6731,10.9674,15.8587,29.7618,23.5559,35.3049,19.3274,20.0813,13.6844,23.3576,14.6896
2021-04-16,18.7982,18.3759,12.1584,16.9026,13.2301,10.0883,20.6376,14.7505,11.1234,15.9569,29.7973,23.5964,35.3499,19.4519,20.2355,13.6272,23.3945,14.7672
2021-04-19,18.7499,18.3515,12.115,16.7146,13.3574,10.0326,20.4873,14.7755,11.2223,15.6502,29.4513,22.3941,34.7958,19.3913,20.0733,13.0972,23.1781,14.7242
2021-04-20,18.5769,17.9479,12.0723,16.4041,13.3754,9.9798,20.2563,14.8376,9.0127,15.7746,29.284,21.9233,33.9696,19.1555,19.9534,12.6092,23.0219,14.3583
2021-04-21,18.5177,18.0695,12.015,16.4471,13.1044,9.9776,20.4557,15.1749,9.1365,15.8597,29.5031,21.5262,34.6004,19.3858,19.9861,12.6237,23.228,14.4552
2021-04-22,18.6193,18.2109,11.9363,16.5112,13.1617,9.735,20.2025,14.8864,8.9071,15.8912,29.1062,22.0333,34.2924,19.3901,19.6792,12.2138,22.947,14.5024
2021-04-23,18.2339,18.2462,11.8059,16.4317,13.2882,9.8268,20.2842,14.8642,8.9136,15.8846,29.5138,21.8336,34.6377,19.0128,19.4054,12.2625,23.169,14.5158
2021-04-26,18.2492,18.3028,11.616,16.3232,13.1654,9.7405,20.2187,15.2068,8.1285,15.7636,29.6841,21.8458,34.8092,18.8242,19.5343,12.4186,23.18,14.5966
2021-04-27,18.1872,18.2532,11.6826,16.2357,12.9714,9.5994,20.1822,14.8421,8.3479,15.6061,29.3526,21.6255,34.6106,18.6341,19.4283,12.2879,23.0487,14.4175
2021-04-28,18.2555,18.3336,11.5653,16.1658,12.9645,9.7417,19.9199,14.357,8.5918,15.5349,28.2904,21.4998,34.2785,18.5684,19.4963,12.121,22.677,14.352
2021-04-29,18.3033,18.236,11.4857,15.8951,13.0494,9.6216,19.9619,14.2278,8.5358,15.5436,28.1874,21.499,33.4784,18.5432,19.6233,12.2739,22.7297,14.2957
2021-04-30,18.2096,18.0414,11.2395,15.7595,12.7881,9.5346,19.8101,13.9663,8.2947,14.9939,27.7974,21.2436,32.7356,18.4164,19.4875,12.3599,22.4848,14.2398
2021-05-03,18.1743,18.0845,10.968,15.88,12.6394,9.8928,19.949,14.2906,8.2607,14.9098,27.6493,21.2433,32.6198,18.5748,22.4913,12.4135,22.4713,14.2365
2021-05-04,18.2626,17.9272,11.0077,15.4792,12.7275,9.7773,19.9075,14.3837,7.6791,14.8588,27.1277,21.2662,31.7834,18.327,22.479,12.3271,22.2681,14.0839
2021-05-05,18.2776,18.107,11.111,15.7706,12.6458,9.9105,19.957,14.5512,7.7494,14.8773,27.0374,21.2692,31.5108,18.5575,22.8715,12.3932,22.2389,14.3009
2021-05-06,18.1228,17.9957,11.3476,15.697,12.7299,9.8393,20.1416,14.4109,7.7469,15.0913,27.1782,21.6253,31.2733,18.5263,23.3246,12.4201,22.3868,14.3639
2021-05-07,18.2024,18.0479,11.9077,15.964,12.7024,10.0166,20.3068,14.2653,8.0893,15.1834,27.3784,21.6457,31.6607,18.6953,23.5871,12.8749,22.5423,14.5082
2021-05-10,18.8221,17.9217,12.2426,15.9475,12.6479,10.0275,20.9448,14.044,7.8421,15.4023,26.6509,21.6933,30.8762,18.6469,23.3254,13.3631,22.2849,14.5498
2021-05-11,18.5563,17.5726,12.2681,15.6459,12.3898,10.0031,20.0252,13.8004,7.6653,15.3232,26.6646,20.9748,31.397,18.4241,23.188,13.3399,22.0846,14.2269
2021-05-12,18.2065,17.6002,12.2052,15.6312,12.5004,9.7401,19.6316,13.633,7.871,15.0138,25.9656,17.3644,30.5721,18.4813,22.3951,13.9158,21.6125,14.3046
2021-05-13,18.0412,17.5622,11.9224,15.6144,12.3289,9.801,19.8717,13.3564,7.6013,14.9043,26.1725,16.88,30.9177,18.4613,22.9695,13.7039,21.8555,14.1231
2021-05-14,18.1344,17.8336,12.0148,15.7917,12.4805,9.9747,20.0969,13.7531,7.9365,15.0879,26.7403,17.1635,31.7009,18.6111,23.413,13.9658,22.1807,14.2585
2021-05-17,18.1474,17.7496,11.8425,15.7186,12.5649,10.086,20.0569,12.3786,7.9696,15.0466,26.5603,16.9858,31.7986,18.6326,23.5579,14.0452,22.0956,14.26
2021-05-18,18.234,17.7058,11.5886,15.6902,12.7402,10.0069,19.7767,12.3437,7.9885,15.1199,26.394,17.315,31.4291,18.6291,23.6651,13.9221,21.8818,14.2907
2021-05-19,17.7726,17.4543,11.5125,15.4107,12.7148,9.9578,19.6844,12.09,7.847,14.9871,26.4591,17.0882,31.1409,18.4802,23.5354,13.5984,21.7937,14.0889
2021-05-20,18.0406,17.6531,11.4185,15.6184,12.6701,9.9571,19.7942,11.7554,8.0126,15.0855,26.9558,17.1219,31.2793,18.7069,23.7672,13.4416,22.0116,14.2461
2021-05-21,18.0428,17.7857,11.2369,15.677,12.6848,9.9497,19.8609,11.9019,7.8698,15.0438,26.7463,17.2438,31.3288,18.7375,23.5506,13.0318,21.9666,14.2344
2021-05-24,18.094,17.8484,11.2367,15.6505,12.656,10.0278,19.971,11.8791,7.8758,14.9567,27.2032,17.2743,31.5008,18.7148,24.2988,12.8608,22.1749,14.268
2021-05-25,18.2863,17.7933,11.0217,15.6531,12.8361,9.9402,19.9138,11.8074,7.8758,14.7458,27.2381,17.4071,31.1455,18.8554,24.5659,12.7575,22.1207,14.2077
2021-05-26,18.2225,17.7924,11.1139,15.6934,12.9289,10.0199,19.9198,11.9367,7.9295,14.7585,27.3174,17.4781,31.8497,18.9306,24.8569,12.7142,22.1521,14.179
2021-05-27,18.2248,17.88,11.0506,15.646,12.8776,10.0532,20.0511,12.0912,7.7456,14.8758,27.1984,17.3889,32.1117,18.9162,25.1853,12.5952,22.1622,14.1581
2021-05-28,18.1998,18.0158,11.4388,15.7594,12.8864,10.1688,20.0717,12.3795,8.2657,15.0132,27.2568,18.4802,31.9853,19.0528,25.1666,13.2326,22.1772,14.1233
2021-05-31,18.1599,17.9014,11.3817,15.659,12.8697,10.2286,20.0686,12.6722,8.2672,15.2809,27.2593,18.279,31.9097,18.9183,25.0874,13.2523,22.1715,14.115
2021-06-01,18.0973,17.9993,11.633,15.8011,13.0267,10.3425,20.0964,12.7648,8.6121,15.2291,27.1929,18.1983,32.279,19.0341,25.4947,13.2226,22.1716,14.2094
2021-06-02,18.2649,18.068,11.8883,15.8237,12.9541,10.3996,20.1117,12.7821,8.8056,15.2465,27.2421,18.289,32.3053,19.1049,25.6939,13.3653,22.2047,14.2368
2021-06-03,18.3016,17.9846,11.9929,15.8111,12.8195,10.4255,20.0924,12.2875,9.0388,15.2043,27.0271,18.3356,32.0278,19.1425,25.707,13.5252,22.1332,14.1078
2021-06-04,18.3715,17.9991,11.8663,15.8671,12.7963,10.466,20.1972,12.2552,9.3383,15.1642,27.5041,18.2682,32.1175,19.2838,25.9648,14.1364,22.3079,14.1183
2021-06-07,18.3488,18.0619,11.9164,15.8383,13.5243,10.5244,20.1173,11.9712,9.6216,15.4788,27.5742,18.2531,32.5723,19.407,26.9487,13.0135,22.2844,14.1457
2021-06-08,18.3474,18.1014,12.0532,15.8001,13.5136,10.4428,20.0944,12.0905,9.0329,15.3081,27.5827,18.2157,32.8083,19.4462,26.9355,13.0387,22.2864,14.1632
2021-06-09,18.2884,18.1141,12.004,15.7332,13.4915,10.447,19.9981,12.3776,9.2758,15.2986,27.5918,18.1337,32.6271,19.6549,27.1696,12.5428,22.2406,14.1209
2021-06-10,18.3478,18.0791,11.739,15.7153,13.4916,10.4163,20.0262,12.5969,9.3163,15.3266,27.8349,18.1844,32.3399,19.7158,27.44,12.5757,22.3304,14.1257
2021-06-11,18.3549,18.2029,11.7202,15.8406,13.5387,10.3671,20.0297,12.7477,8.9352,15.4357,27.9122,18.1438,32.6547,19.7648,27.0562,12.4529,22.3711,14.2598
2021-06-14,18.3397,18.1915,11.8215,15.7854,13.5419,10.3647,19.9785,12.8955,9.109,15.4216,28.1696,18.2781,32.38,19.754,30.2921,12.2714,22.4045,14.2508
2021-06-15,18.4772,18.256,11.7325,15.8374,13.4382,10.3655,19.9015,12.7561,9.1463,15.3764,27.9725,18.7909,32.2016,19.8091,30.2246,11.7504,22.3518,14.3228
2021-06-16,18.5026,18.2742,11.6757,15.8007,13.3544,10.2473,19.7322,12.7474,9.1721,15.178,27.8766,18.6848,31.975,19.9061,30.1586,11.5507,22.2217,14.3448
2021-06-17,18.3187,18.2504,11.6556,15.8193,13.4174,10.1336,19.6178,12.6486,8.9796,15.0187,28.252,18.4989,31.5494,19.906,29.9169,11.427,22.2059,14.2322
2021-06-18,18.2518,17.9738,11.818,15.5281,13.5339,10.1886,19.307,12.4884,8.7879,15.0402,28.0227,18.4381,30.8589,19.69,30.0186,11.3504,21.9013,13.891
2021-06-21,17.9839,18.0634,11.7182,15.6768,13.4093,10.1345,19.6363,12.3774,8.7073,15.0294,28.2017,17.8082,31.5248,19.707,30.111,11.1465,22.1697,13.6825
2021-06-22,18.1864,18.0588,11.6831,15.707,13.3042,10.0924,19.6093,12.484,9.5755,14.9003,28.4649,18.4094,31.835,19.6315,29.5214,11.0845,22.2658,13.7223
2021-06-23,18.0427,17.8438,11.7337,15.5266,13.5754,10.0652,19.5701,12.5088,9.5224,14.9157,28.4732,18.408,31.9002,19.5664,29.5018,11.1167,22.2397,13.6485
2021-06-24,17.923,18.0596,12.0447,15.6577,13.592,10.1311,19.7181,12.6509,9.5744,15.0297,28.6547,18.4185,32.1838,19.7178,29.5428,11.1262,22.3573,13.7072
2021-06-25,18.0231,18.052,12.095,15.6448,13.7865,9.9479,19.8513,12.4267,9.2629,15.0382,28.6094,18.5123,32.2218,19.7329,29.0116,11.2001,22.4314,13.7467
2021-06-28,17.9489,17.8554,11.8745,15.5323,13.775,9.9737,19.764,12.3884,9.1102,14.8819,28.9666,18.5125,36.9296,19.7453,28.1167,10.9618,22.4762,13.5152
2021-06-29,17.8539,17.8346,11.7432,15.6993,13.66,9.9711,19.7821,12.2977,8.9275,14.8774,29.0583,18.3334,36.7469,19.77,27.9217,10.955,22.4806,13.4798
2021-06-30,17.8791,17.6412,11.6389,15.5379,13.5698,9.9287,19.8955,12.3035,8.8705,14.9091,28.9961,18.3226,36.6961,19.5906,28.0324,10.8651,22.4934,13.3588
2021-07-01,17.7444,17.7601,11.7474,15.5967,13.5753,9.7973,19.9331,12.3502,8.8012,14.9813,28.9623,18.2526,36.9081,19.6164,27.7811,10.7604,22.5968,13.4475
2021-07-02,17.8276,17.7655,12.1103,15.6414,13.3385,9.9405,20.0189,12.2337,8.9225,14.9374,29.2927,18.2804,36.5366,19.6963,28.108,10.8291,22.7577,13.4056
2021-07-05,17.7889,17.7872,12.0898,15.6613,13.2563,9.8668,20.0248,12.1037,9.1283,15.0298,29.2986,18.1586,36.5776,19.734,28.3065,11.1978,22.7584,13.4885
2021-07-06,17.6526,17.5874,11.911,15.4935,13.2229,9.722,19.8698,11.7574,8.848,14.8623,29.4122,18.1975,36.1659,19.7112,27.9024,11.0736,22.6925,13.331
2021-07-07,17.7598,17.5828,12.0673,15.6896,13.1582,9.8134,19.8865,11.7815,8.8627,14.7687,29.4585,18.0239,35.7914,19.8419,27.7736,11.003,22.7596,13.3435
2021-07-08,17.5828,17.2474,12.0588,15.4263,12.8237,9.6281,19.7259,11.7239,8.7023,14.6444,29.2915,17.8674,35.4395,19.618,27.3765,10.8732,22.5597,13.0347
2021-07-09,17.4378,17.5453,12.2295,15.6512,12.9109,9.6276,19.9691,11.9186,8.7023,14.7054,29.4875,17.7419,36.3376,19.7673,27.2017,11.05,22.8152,13.2188
2021-07-12,17.4334,17.6376,12.2803,15.6876,13.0151,9.7502,19.9899,11.9106,9.1042,14.6544,29.5872,18.127,36.2146,19.7799,27.6209,10.8476,22.8711,13.2589
2021-07-13,17.3819,17.6504,12.2352,15.6775,13.2215,9.7692,19.5973,11.7685,9.4261,14.449,29.5686,18.2152,35.4938,19.554,28.0136,10.8222,22.7347,13.1948
2021-07-14,17.4493,17.5146,12.1432,15.6527,13.1359,9.7319,19.5385,11.6038,9.348,14.523,29.6122,18.1632,34.8334,19.5282,28.1068,10.6391,22.6953,13.1312
2021-07-15,17.343,17.3354,11.7833,15.4939,13.1827,9.6814,19.5086,11.6421,9.2668,14.8535,29.3923,17.9326,34.6323,19.1971,28.3249,10.6751,22.5651,12.9465
2021-07-16,17.3864,17.1376,11.7357,15.4101,13.1892,9.5638,19.3236,11.707,9.1928,14.8142,29.162,17.7437,34.0065,18.9991,27.8616,10.5315,22.3698,12.9238
2021-07-19,17.1432,16.6904,11.4044,15.0026,13.1468,9.4547,18.8983,11.9219,9.0784,14.4634,28.895,17.5795,33.4644,18.7597,27.6407,10.5168,21.9963,12.5577
2021-07-20,17.0459,16.8134,11.4829,15.0743,13.0442,9.4334,19.1824,11.7596,9.5977,14.3397,29.234,17.411,34.3776,18.9077,28.0347,10.6886,22.3077,12.6099
2021-07-21,17.1301,17.1091,11.6075,15.193,13.0161,9.4572,19.3418,11.7238,9.9303,14.5152,29.5153,17.4947,34.775,18.9957,28.2635,10.8582,22.4196,12.8906
2021-07-22,17.3059,17.1375,11.6121,15.1959,13.2496,9.5068,19.2929,11.8053,10.4563,14.5618,29.6885,17.4947,34.126,18.8401,28.291,10.8931,22.3976,12.8259
2021-07-23,17.2812,17.3364,11.6385,15.2984,13.0725,9.359,19.3819,11.5193,10.2899,14.5346,30.0498,17.4947,34.1803,19.0151,28.0797,10.749,22.6129,12.9085
2021-07-26,17.3277,17.333,11.6336,15.2497,12.5302,9.3977,19.3653,11.378,11.2704,14.688,30.0315,17.651,34.1799,18.8919,27.464,10.8884,22.6153,12.9113
2021-07-27,17.3733,17.0856,11.5658,15.1581,12.049,9.3,19.1816,11.3299,11.3441,14.7006,29.1542,17.7184,33.5516,18.8347,26.893,10.7954,22.316,12.8941
2021-07-28,17.2235,17.2454,11.3731,15.1806,12.2297,9.4101,19.0393,11.4534,11.45,14.8023,28.9453,17.4497,33.86,18.9157,26.8496,10.7009,22.1705,12.8977
2021-07-29,17.3385,17.2163,11.4012,15.1943,12.6193,9.4009,19.01,11.7441,12.0654,14.8461,28.8697,17.5112,33.776,19.716,27.3527,10.6946,22.168,12.9753
2021-07-30,17.2766,16.9379,11.3077,15.0337,12.4425,9.1148,18.9159,11.7295,11.7925,14.4895,28.6659,17.1099,33.1241,20.0663,26.7165,9.977,22.0185,12.7744
2021-08-02,17.5242,16.781,11.1836,15.031,12.5426,9.1435,18.8303,11.686,10.4615,14.4643,28.6233,17.3938,32.7829,19.8592,27.1475,10.028,21.922,12.824
2021-08-03,17.5041,16.7359,11.0333,14.9892,12.5316,9.237,18.9849,11.6097,10.508,14.6809,28.8009,17.2142,32.7341,19.985,27.3212,9.9914,22.0778,12.8482
2021-08-04,17.5671,16.4176,10.9998,15.0704,12.5863,9.0795,18.7966,11.5806,10.3182,14.519,28.8105,17.012,32.2885,19.9903,26.8387,9.8899,21.9578,12.8239
2021-08-05,17.6025,16.4391,10.875,15.0452,12.4972,9.0467,18.9418,11.9064,10.4963,14.4811,28.8783,16.9938,32.6959,20.0131,27.324,9.8674,22.0631,12.7803
2021-08-06,17.6444,16.4576,10.8423,15.0475,12.4801,9.1242,18.979,11.8356,10.471,14.4573,28.7131,16.9952,32.5895,19.9577,27.5224,10.101,22.0799,12.7544
2021-08-09,17.56,16.3742,10.6941,14.9523,12.5057,9.0645,18.9208,11.6983,10.7784,14.348,28.7629,16.9949,32.3164,20.1262,28.0418,9.2639,22.0323,12.7677
2021-08-10,17.582,16.3235,10.7593,14.9513,12.657,8.9914,18.9981,12.0606,11.2097,14.3766,28.6225,16.3198,32.3969,20.1606,27.894,9.1994,22.0419,12.8087
2021-08-11,17.6938,16.4082,10.9476,14.9877,12.695,8.9425,19.1101,12.0887,12.4274,14.4462,28.5696,16.4179,32.6573,20.2186,27.3834,9.1979,22.0858,12.9109
2021-08-12,17.7775,16.4588,10.6113,15.0519,12.6219,8.8755,19.091,12.0921,12.3776,14.3307,28.691,16.3355,32.5716,20.2411,26.4227,9.6476,22.142,12.8352
2021-08-13,17.8588,16.4436,10.6237,15.0725,12.5529,8.9143,19.1092,12.1731,12.1116,14.4958,28.7845,16.4801,32.303,20.3505,26.2165,9.5862,22.1783,12.8795
2021-08-16,17.8198,16.2989,10.6275,15.004,12.4316,8.7597,19.1398,11.7789,12.566,14.429,28.793,16.1583,32.0265,20.292,26.7422,9.6885,22.2281,12.7722
2021-08-17,17.6457,16.2416,10.9114,14.9802,12.2032,8.6124,18.9596,11.764,12.346,14.517,28.5299,16.0134,31.6838,20.3687,26.0144,9.4222,22.06,12.8041
2021-08-18,17.4898,16.1211,11.1069,15.0193,12.2753,8.4995,18.7565,11.8142,12.1775,14.6332,28.1914,16.1035,31.47,20.4453,26.174,9.1267,21.787,12.7736
2021-08-19,17.4156,15.723,10.7985,14.8226,12.0198,8.5335,18.6924,11.6641,12.0932,14.3265,28.3077,15.9273,30.9876,20.2106,26.8428,8.8632,21.8038,12.557
2021-08-20,17.3956,15.7753,10.774,14.8524,11.7834,8.5868,18.8117,11.7685,14.2904,14.4094,28.5957,15.7842,31.524,20.2205,26.8146,8.9156,21.9734,12.5278
2021-08-23,17.0545,15.9203,10.8586,14.8959,11.9044,8.5678,18.9267,11.8873,15.4104,14.5187,29.0138,16.0587,32.1737,20.3422,26.7073,9.2552,22.162,12.4897
2021-08-24,16.9954,15.8759,10.8071,14.9462,12.204,8.7484,18.9429,11.6813,16.0818,14.4921,29.0964,16.1906,32.4641,20.2756,27.4864,9.7425,22.1965,12.5197
2021-08-25,17.0883,15.9065,10.8176,14.9016,12.1609,8.8099,19.0112,11.8945,16.7097,14.5938,29.1319,16.1827,32.5343,20.1487,27.8233,9.734,22.2509,12.5482
2021-08-26,17.1847,15.8799,10.6517,14.847,12.0341,8.6372,18.9064,11.8168,16.6124,14.5734,29.1156,16.3633,32.1418,20.1807,26.9439,9.48,22.0133,12.5017
2021-08-27,17.2337,15.9271,10.7586,14.8921,12.0606,8.7718,19.0353,11.7649,17.0214,14.628,29.4169,16.2719,33.1458,20.2821,27.1299,9.7939,22.2049,12.5486
2021-08-30,17.2835,15.923,10.671,14.9243,12.12,8.7028,19.0073,12.0244,17.7901,14.8278,29.7505,16.3365,32.9529,20.2388,26.1125,9.7732,22.3216,12.5523
2021-08-31,17.3547,15.9125,10.6585,14.8811,12.2594,8.6293,18.9856,11.998,17.7427,15.0366,29.715,16.5056,32.9882,20.2045,25.4902,9.8813,22.2936,12.4803
2021-09-01,17.3658,16.1227,10.5869,14.8759,12.2976,8.6777,18.9616,11.894,17.3649,14.7573,29.788,16.7204,33.5204,20.2393,25.5507,9.8171,22.3018,12.5483
2021-09-02,17.1819,16.1354,10.6968,14.9095,12.3296,8.4455,19.032,11.9179,17.3175,14.7162,29.8442,16.7692,33.7536,20.239,24.9322,9.7567,22.3753,12.6126
2021-09-03,17.2756,15.9704,10.66,14.8599,12.2362,8.4705,18.9804,12.1707,17.0546,14.6464,29.9323,17.1008,33.5623,20.1228,24.9656,9.8557,22.3687,12.5736
2021-09-06,17.2756,16.1018,10.6568,14.9889,13.0102,8.2734,18.9804,11.7517,17.7332,14.7959,29.9306,17.4135,33.5601,20.2361,25.6223,9.849,22.3688,12.7174
2021-09-07,17.271,16.0476,10.6065,14.9176,13.0982,8.2667,18.8368,11.3366,13.4546,14.6781,29.9657,17.462,34.0667,20.0232,25.6173,9.8085,22.2895,12.5755
2021-09-08,17.1979,15.9063,10.6067,14.7002,13.081,7.958,18.8049,11.2558,13.1154,14.5234,29.8411,17.6009,33.6908,19.776,24.5364,9.6925,22.2606,12.4791
